seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_808898	1134	No terminal repeats	2	11	0.9987	0.0013	1	3.4366	NA	NA
k121_724074	2383	No terminal repeats	3	11	0.9981	0.0016	2	2.4284	F_traH;F_traF	NA
k121_93917	1484	No terminal repeats	2	11	0.9978	0.0018	1	1.7134	NA	NA
k121_295996	2893	No terminal repeats	5	11	0.9977	0.0019	3	1.6007	virb4;T_virB3	NA
k121_741330	3097	No terminal repeats	2	11	0.9971	0.0021	2	2.5091	F_traH;F_traG	NA
k121_540367	1881	No terminal repeats	3	11	0.9970	0.0023	1	2.5314	NA	NA
k121_73427	2745	No terminal repeats	4	11	0.9963	0.0025	2	1.8586	NA	NA
k121_406939	1543	No terminal repeats	2	11	0.9960	0.0027	2	2.5091	F_traG;F_traH	NA
k121_557221	3909	No terminal repeats	5	11	0.9944	0.0030	2	2.4974	F_traF;F_traN	NA
k121_570740	2425	No terminal repeats	4	11	0.9931	0.0034	2	2.5463	F_trbC;F_traU	NA
k121_370391	3295	No terminal repeats	3	11	0.9876	0.0042	1	2.5742	NA	NA
k121_199678	2763	No terminal repeats	3	11	0.9850	0.0051	2	2.5463	F_trbC;F_traU	NA
k121_733630	3120	No terminal repeats	5	11	0.9810	0.0062	1	1.7183	NA	NA
k121_38990	1173	No terminal repeats	2	11	0.9711	0.0078	2	2.4653	F_traW;F_traU	NA
k121_260151	2902	No terminal repeats	4	11	0.9692	0.0093	3	3.1368	virb4;T_virB6;T_virB9	NA
k121_733946	1018	No terminal repeats	3	11	0.9683	0.0107	1	2.2753	NA	NA
k121_389273	2607	No terminal repeats	4	11	0.8813	0.0171	2	2.4135	F_traB	NA
k121_744016	1673	No terminal repeats	5	11	0.8764	0.0230	1	1.7894	NA	NA
k121_368581	1566	No terminal repeats	4	11	0.8465	0.0299	1	2.2753	NA	NA
k121_822904	1989	No terminal repeats	2	11	0.8438	0.0362	2	2.4284	F_traH;F_traF	NA
k121_688124	2653	No terminal repeats	3	11	0.8353	0.0423	2	2.4974	F_traF;F_traN	NA
k121_453841	2114	No terminal repeats	3	11	0.8085	0.0491	2	2.4284	F_traF;F_traH	NA
