seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_903587	5204	No terminal repeats	7	11	0.9989	0.0011	5	8.6808	T_virB6;T_virB8;T_virB9;T_virB10	NA
k121_1408262	4126	DTR	4	11	0.9989	0.0011	3	4.7826	MOBQ	NA
k121_654184	6036	No terminal repeats	8	11	0.9989	0.0011	3	5.7091	MOBP1	NA
k121_1408273	5577	DTR	8	11	0.9989	0.0011	2	5.4247	MOBP1	NA
k121_584349	1182	No terminal repeats	2	11	0.9988	0.0011	1	1.7183	NA	NA
k121_260978	8916	No terminal repeats	11	11	0.9988	0.0011	1	5.6869	NA	NA
k121_528226	3865	No terminal repeats	4	11	0.9988	0.0012	2	3.4086	MOBQ	NA
k121_1059831	1947	No terminal repeats	4	11	0.9988	0.0012	1	1.7183	NA	NA
k121_1181546	3471	No terminal repeats	7	11	0.9988	0.0012	1	3.4300	NA	NA
k121_327953	4568	No terminal repeats	7	11	0.9988	0.0012	1	4.3499	NA	NA
k121_916278	4296	No terminal repeats	5	11	0.9988	0.0012	2	3.2077	MOBQ	NA
k121_893216	3974	No terminal repeats	5	11	0.9988	0.0012	1	2.1859	NA	NA
k121_1245482	9192	No terminal repeats	12	11	0.9988	0.0012	3	6.6739	MOBQ	NA
k121_543264	4353	No terminal repeats	5	11	0.9988	0.0012	2	2.1114	NA	NA
k121_1407680	3966	DTR	6	11	0.9988	0.0012	1	2.1642	MOBQ	NA
k121_52177	1657	No terminal repeats	3	11	0.9988	0.0012	1	3.7386	NA	NA
k121_1408266	3242	DTR	3	11	0.9988	0.0012	2	1.8586	NA	NA
k121_254438	14165	No terminal repeats	16	11	0.9988	0.0012	1	6.0451	NA	NA
k121_257474	1989	No terminal repeats	2	11	0.9988	0.0012	1	1.8681	NA	NA
k121_990590	7186	No terminal repeats	7	11	0.9987	0.0012	1	2.6198	NA	NA
k121_738622	3258	No terminal repeats	3	11	0.9987	0.0012	1	1.7183	MOBP1	NA
k121_1402347	7283	No terminal repeats	10	11	0.9987	0.0012	3	2.8156	MOBP1	NA
k121_26141	5581	No terminal repeats	7	11	0.9987	0.0012	2	4.4406	MOBQ	NA
k121_475577	5373	No terminal repeats	6	11	0.9986	0.0012	5	6.1830	T_virB8;T_virB9;T_virB10;T_virB5	NA
k121_723580	1096	No terminal repeats	2	11	0.9986	0.0012	1	2.9530	NA	NA
k121_113726	3153	No terminal repeats	5	11	0.9985	0.0012	3	3.2949	T_virB3;virb4	NA
k121_1179893	3002	No terminal repeats	3	11	0.9985	0.0012	1	1.7183	NA	NA
k121_695506	1047	No terminal repeats	2	11	0.9985	0.0012	1	1.7183	NA	NA
k121_140540	1613	No terminal repeats	3	11	0.9985	0.0013	2	4.4475	T_virB5	NA
