seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_339503	6237	No terminal repeats	7	11	0.9990	0.0010	2	5.3701	NA	NA
k121_515617	1061	No terminal repeats	2	11	0.9990	0.0010	2	2.9145	NA	NA
k121_31173	1720	No terminal repeats	3	11	0.9990	0.0010	2	4.4475	T_virB5	NA
k121_335667	3165	No terminal repeats	4	11	0.9990	0.0010	4	5.7592	F_traK;F_traE;F_traL	NA
k121_22915	15244	No terminal repeats	16	11	0.9989	0.0010	2	11.9100	G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
k121_477082	29019	No terminal repeats	28	11	0.9989	0.0011	1	8.3050	NA	NA
k121_174765	25462	No terminal repeats	26	11	0.9989	0.0011	4	14.8257	G_tfc7;t4cp1;MOBH	NA
k121_562837	7776	No terminal repeats	8	11	0.9989	0.0011	2	2.0541	NA	NA
k121_459890	1227	No terminal repeats	3	11	0.9988	0.0011	2	3.0037	MOBP1	NA
k121_597271	6036	No terminal repeats	5	11	0.9988	0.0011	1	4.4564	NA	NA
k121_87655	34693	No terminal repeats	37	11	0.9988	0.0011	11	12.5730	T_virB11;T_virB2;T_virB3;virb4;T_virB5;T_virB8;T_virB9;T_virB10;T_virB1;MOBP1	NA
k121_358594	6180	No terminal repeats	8	11	0.9988	0.0011	1	1.5139	NA	NA
k121_560818	2146	No terminal repeats	4	11	0.9988	0.0011	3	4.5560	F_traK;F_traE;F_traL	NA
k121_362637	51211	No terminal repeats	64	11	0.9988	0.0011	3	7.9711	T_virB10;T_virB9;T_virB11;T_virB6;B_traI	NA
k121_551325	1086	No terminal repeats	2	11	0.9987	0.0011	2	2.4974	F_traN;F_traF	NA
k121_424672	6214	No terminal repeats	6	11	0.9987	0.0011	2	6.0690	NA	NA
k121_258371	8949	No terminal repeats	10	11	0.9987	0.0012	2	1.9081	MOBQ	NA
k121_559274	7600	No terminal repeats	5	11	0.9987	0.0012	1	2.3852	NA	NA
k121_352526	1628	No terminal repeats	2	11	0.9986	0.0012	1	1.7165	MOBQ	NA
k121_50468	40410	No terminal repeats	38	11	0.9985	0.0012	10	15.5659	F_traW;F_traU;F_trbC;F_traF;F_traH;F_traG	NA
k121_40769	8115	No terminal repeats	15	11	0.9985	0.0012	1	2.5039	NA	NA
k121_594316	14378	No terminal repeats	13	11	0.9984	0.0012	6	4.7930	T_virB3;virb4;T_virB6;T_virB9;T_virB11	NA
k121_565797	17003	No terminal repeats	11	11	0.9984	0.0012	4	5.4778	T_virB11;T_virB2;T_virB3;virb4;T_virB5	NA
k121_181713	47735	No terminal repeats	65	11	0.9984	0.0013	1	1.7759	NA	NA
k121_94610	3106	No terminal repeats	6	11	0.9984	0.0013	1	2.4549	NA	NA
k121_168972	45247	No terminal repeats	41	11	0.9983	0.0013	8	10.2593	F_traL;F_traE;F_traK;F_traB;F_traV;virb4	NA
k121_426403	1882	No terminal repeats	3	11	0.9982	0.0013	2	2.4985	NA	NA
k121_132725	1055	No terminal repeats	2	11	0.9981	0.0013	2	2.4284	F_traH;F_traF	NA
k121_292244	19749	No terminal repeats	17	11	0.9981	0.0013	6	5.4122	F_traG;F_traH;F_traF;F_trbC;F_traU	NA
k121_309088	1692	No terminal repeats	3	11	0.9981	0.0014	1	1.5023	NA	NA
k121_421267	14046	No terminal repeats	15	11	0.9978	0.0014	2	8.8865	NA	NA
k121_269807	8149	No terminal repeats	10	11	0.9973	0.0014	1	3.1648	I_traN	NA
k121_373547	2352	No terminal repeats	4	11	0.9972	0.0015	1	1.6894	NA	NA
k121_491505	2032	No terminal repeats	2	11	0.9972	0.0015	1	2.2881	I_traI	NA
k121_43706	1326	No terminal repeats	3	11	0.9964	0.0016	1	2.6906	virb4	NA
k121_281657	19941	No terminal repeats	18	11	0.9963	0.0016	6	5.2120	T_virB11;T_virB9;T_virB6;virb4;T_virB3	NA
k121_29279	1457	No terminal repeats	4	11	0.9956	0.0017	1	2.9133	NA	NA
k121_253921	1009	No terminal repeats	2	11	0.9948	0.0018	2	2.5944	F_traE;F_traL	NA
k121_573593	4254	No terminal repeats	4	11	0.9942	0.0019	2	2.5282	F_traG;F_traH	NA
k121_371966	1539	No terminal repeats	3	11	0.9926	0.0020	1	2.3994	NA	NA
k121_455863	12125	No terminal repeats	16	11	0.9910	0.0022	2	3.1736	I_traN;I_traQ	NA
k121_216313	5592	No terminal repeats	7	11	0.9910	0.0024	1	4.0755	I_trbA;I_traW	NA
k121_507948	3152	No terminal repeats	3	11	0.9907	0.0025	1	1.7183	NA	NA
k121_503590	16450	No terminal repeats	16	11	0.9897	0.0027	5	8.1918	T_virB6;T_virB8;T_virB9;T_virB10	NA
k121_208205	10461	No terminal repeats	11	11	0.9884	0.0029	1	5.9840	F_trbC	NA
k121_326970	1071	No terminal repeats	2	11	0.9831	0.0032	1	1.5453	NA	NA
k121_415628	3103	No terminal repeats	4	11	0.9822	0.0035	1	1.5071	I_trbB	NA
k121_382999	1433	No terminal repeats	2	11	0.9805	0.0038	1	2.8615	F_trbC	NA
k121_343466	1286	No terminal repeats	4	11	0.9794	0.0042	4	5.1344	F_traL;F_traE	NA
k121_216878	5540	No terminal repeats	7	11	0.9772	0.0046	1	4.0755	I_trbA;I_traW	NA
k121_548354	2322	No terminal repeats	5	11	0.9770	0.0049	1	3.4122	NA	NA
k121_232293	1706	No terminal repeats	4	11	0.9763	0.0053	3	3.7006	F_traW;F_traU	NA
k121_105807	1850	No terminal repeats	4	11	0.9760	0.0056	1	2.3856	NA	NA
k121_55541	3596	No terminal repeats	5	11	0.9720	0.0061	1	2.9656	F_traG	NA
k121_208362	2525	No terminal repeats	3	11	0.9719	0.0065	1	2.2848	NA	NA
k121_494318	1161	No terminal repeats	3	11	0.9712	0.0069	2	2.9423	NA	NA
k121_458058	5205	No terminal repeats	9	11	0.9706	0.0073	1	2.9186	NA	NA
k121_45640	5741	No terminal repeats	3	11	0.9682	0.0077	1	1.5023	NA	NA
k121_148534	1020	No terminal repeats	3	11	0.9641	0.0082	3	3.8968	F_traL	NA
