seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_840258	1783	No terminal repeats	2	11	0.9989	0.0011	2	2.9310	MOBP1	NA
k121_300902	3388	No terminal repeats	7	11	0.9989	0.0011	1	3.4742	NA	NA
k121_442519	1941	No terminal repeats	3	11	0.9989	0.0011	2	2.3341	NA	NA
k121_1305917	1929	DTR	3	11	0.9988	0.0011	2	2.3341	NA	NA
k121_874967	1015	No terminal repeats	1	11	0.9988	0.0011	1	1.7183	NA	NA
k121_890667	1891	No terminal repeats	4	11	0.9988	0.0011	1	3.1846	NA	NA
k121_639943	3465	No terminal repeats	6	11	0.9988	0.0012	1	2.6476	NA	NA
k121_495550	4239	No terminal repeats	6	11	0.9988	0.0012	1	1.7134	NA	NA
k121_374180	4571	No terminal repeats	7	11	0.9986	0.0012	1	1.6731	NA	NA
k121_1192679	2406	No terminal repeats	4	11	0.9986	0.0012	1	3.4366	NA	NA
k121_1021901	3771	No terminal repeats	3	11	0.9986	0.0012	1	3.7655	virb4;C_alr7207;C_alr7208	NA
k121_143489	5632	No terminal repeats	9	11	0.9985	0.0012	1	2.6380	t4cp1	NA
k121_408511	3154	No terminal repeats	4	11	0.9985	0.0013	1	2.5947	NA	NA
k121_334371	1108	No terminal repeats	2	11	0.9984	0.0013	1	2.5926	C_alr7208;C_alr7209	NA
k121_636103	1459	No terminal repeats	2	11	0.9983	0.0013	1	2.6795	C_alr7210;C_alr7211	NA
k121_1138370	1976	No terminal repeats	3	11	0.9982	0.0013	1	1.7134	NA	NA
k121_228568	5653	No terminal repeats	5	11	0.9978	0.0014	2	2.0541	NA	NA
k121_1074432	1292	No terminal repeats	3	11	0.9962	0.0015	2	3.9935	NA	NA
k121_1200935	1781	No terminal repeats	2	11	0.9957	0.0017	1	1.7960	NA	NA
k121_1211824	1588	No terminal repeats	4	11	0.9951	0.0018	1	3.5321	NA	NA
k121_345800	1112	No terminal repeats	2	11	0.9950	0.0020	1	2.5926	C_alr7209;C_alr7208	NA
k121_1096056	3085	No terminal repeats	6	11	0.9861	0.0025	1	3.5037	NA	NA
k121_83747	1546	No terminal repeats	3	11	0.9825	0.0032	1	2.7006	NA	NA
k121_1300331	2651	No terminal repeats	3	11	0.9816	0.0038	1	3.9166	C_alr7207;C_alr7208;C_alr7209	NA
k121_61116	3818	No terminal repeats	6	11	0.9737	0.0047	4	5.0436	F_traF;F_traN;F_trbC;F_traU	NA
k121_497518	1602	No terminal repeats	2	11	0.9658	0.0058	2	2.4974	F_traN;F_traF	NA
k121_1252162	1387	No terminal repeats	2	11	0.9613	0.0071	2	2.4284	F_traH;F_traF	NA
k121_1044916	2139	No terminal repeats	3	11	0.9570	0.0083	1	2.0586	C_alr7204;virb4	NA
k121_661247	3561	No terminal repeats	2	11	0.9450	0.0099	2	2.4668	F_traH;F_traG	NA
k121_1286252	2082	No terminal repeats	3	11	0.9416	0.0116	1	2.5926	C_alr7209;C_alr7208	NA
k121_450942	1167	No terminal repeats	2	11	0.9384	0.0132	2	2.7185	F_traE;F_traK	NA
k121_578332	1412	No terminal repeats	4	11	0.9383	0.0147	1	1.9787	NA	NA
k121_1289040	1440	No terminal repeats	2	11	0.9364	0.0162	1	2.6661	C_alr7210;C_alr7211	NA
k121_224940	1280	No terminal repeats	2	11	0.9288	0.0178	1	2.1501	C_alr7205;virb4	NA
k121_990798	2084	No terminal repeats	3	11	0.9282	0.0193	1	2.8615	F_trbC	NA
k121_570889	1044	No terminal repeats	2	11	0.9246	0.0209	2	1.9831	T_virB9	NA
k121_802825	2621	No terminal repeats	4	11	0.9210	0.0225	2	2.3132	virb4;F_traB	NA
k121_1056180	2195	No terminal repeats	5	11	0.9037	0.0244	1	2.2753	NA	NA
k121_1275079	1697	No terminal repeats	3	11	0.9015	0.0263	2	2.4974	F_traF;F_traN	NA
k121_72826	1210	No terminal repeats	3	11	0.8958	0.0283	2	2.5240	F_traE;F_traK	NA
k121_632199	1388	No terminal repeats	2	11	0.8866	0.0303	2	2.3591	F_trbC;F_traU	NA
k121_1004362	1436	No terminal repeats	3	11	0.8834	0.0324	2	2.4284	F_traF;F_traH	NA
k121_1060302	1684	No terminal repeats	3	11	0.8734	0.0346	1	1.5223	NA	NA
k121_886740	1302	No terminal repeats	4	11	0.8535	0.0371	1	2.8196	NA	NA
k121_1020842	1046	No terminal repeats	2	11	0.8465	0.0397	2	2.4653	F_traW;F_traU	NA
k121_1166426	1038	No terminal repeats	2	11	0.8200	0.0428	2	2.2057	T_virB9;T_virB6	NA
k121_1206308	1316	No terminal repeats	4	11	0.8062	0.0460	1	1.7894	NA	NA
