seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_725076	1035	No terminal repeats	2	11	0.9981	0.0019	2	2.3690	virb4;T_virB6	NA
k121_341521	2223	No terminal repeats	4	11	0.9972	0.0024	3	3.2915	T_virB3;virb4	NA
k121_196090	1513	No terminal repeats	2	11	0.9960	0.0029	2	2.4668	F_traH;F_traG	NA
k121_654777	2182	No terminal repeats	3	11	0.9950	0.0034	1	2.3719	NA	NA
k121_84174	1141	No terminal repeats	2	11	0.9936	0.0040	2	2.3794	F_traF;F_trbC	NA
k121_749205	1112	No terminal repeats	2	11	0.9843	0.0060	2	2.5290	T_virB9;T_virB8	NA
k121_193550	5562	No terminal repeats	14	11	0.9776	0.0083	1	3.8914	NA	NA
k121_409494	1276	No terminal repeats	2	11	0.9573	0.0126	1	1.7138	NA	NA
k121_190023	1366	No terminal repeats	4	11	0.9548	0.0162	1	2.2753	NA	NA
k121_245917	4272	No terminal repeats	12	11	0.9200	0.0226	1	1.5453	NA	NA
k121_659484	1481	No terminal repeats	3	11	0.8926	0.0303	2	2.8405	T_virB3	NA
k121_898821	10253	No terminal repeats	10	11	0.8921	0.0368	1	5.8030	NA	NA
k121_864453	1462	No terminal repeats	2	11	0.8603	0.0447	2	2.1742	T_virB6;virb4	NA
