seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_1258578	4414	No terminal repeats	7	11	0.9987	0.0013	2	3.7770	MOBP1	NA
k121_212310	13594	No terminal repeats	14	11	0.9986	0.0014	2	6.0300	MOBP1	NA
k121_1082262	4979	No terminal repeats	10	11	0.9984	0.0015	2	5.8079	T_virB2;T_virB1	NA
k121_128240	3628	No terminal repeats	5	11	0.9983	0.0015	3	3.7475	T_virB8;T_virB9	NA
k121_1077192	1853	No terminal repeats	2	11	0.9981	0.0016	1	1.7134	NA	NA
k121_936000	1874	No terminal repeats	2	11	0.9980	0.0016	1	1.6920	MOBQ	NA
k121_733345	4453	No terminal repeats	2	11	0.9971	0.0018	2	2.5282	F_traG;F_traH	NA
k121_601645	1392	No terminal repeats	3	11	0.9971	0.0020	2	2.3303	F_traU;F_traW	NA
k121_156448	2918	No terminal repeats	5	11	0.9969	0.0021	1	3.1044	T_virB5	NA
k121_1158266	1438	No terminal repeats	2	11	0.9968	0.0022	1	1.7134	NA	NA
k121_640634	5508	No terminal repeats	8	11	0.9966	0.0023	4	5.9903	T_virB5;T_virB6;T_virB8;T_virB9	NA
k121_775134	4363	No terminal repeats	5	11	0.9961	0.0024	3	3.5347	virb4;T_virB3;T_virB2	NA
k121_343305	1944	No terminal repeats	3	11	0.9953	0.0026	2	2.5463	F_trbC;F_traU	NA
k121_1202156	1540	No terminal repeats	4	11	0.9937	0.0029	1	3.4642	NA	NA
k121_786302	3188	No terminal repeats	3	11	0.9929	0.0031	3	3.6991	F_traN;F_traF;F_traH	NA
k121_819596	2566	No terminal repeats	3	11	0.9897	0.0036	2	2.4284	F_traF;F_traH	NA
k121_669272	1039	No terminal repeats	3	11	0.9872	0.0041	1	2.2753	NA	NA
k121_778077	1069	No terminal repeats	2	11	0.9620	0.0060	1	2.3994	NA	NA
k121_149839	1703	No terminal repeats	2	11	0.9588	0.0079	2	2.3303	F_traU;F_traW	NA
k121_1130994	1036	No terminal repeats	2	11	0.9567	0.0096	1	2.2753	NA	NA
k121_3634	1199	No terminal repeats	2	11	0.9562	0.0113	2	2.4250	F_traH;F_traF	NA
k121_593683	1200	No terminal repeats	4	11	0.9551	0.0128	1	2.0373	NA	NA
k121_1134458	1509	No terminal repeats	3	11	0.9423	0.0147	1	1.7894	NA	NA
k121_1119272	1125	No terminal repeats	3	11	0.9402	0.0166	1	2.2753	NA	NA
k121_450816	1656	No terminal repeats	2	11	0.9348	0.0186	2	2.5091	F_traH;F_traG	NA
k121_506359	4186	No terminal repeats	5	11	0.8914	0.0220	2	3.6752	T_virB6;T_virB9;T_virB10	NA
k121_122808	5592	No terminal repeats	6	11	0.8312	0.0275	2	3.0347	MOBQ	NA
