TermID,Name,Value,LogSize,Frequency,Uniqueness,Dispensability,PC_0,PC_1,Representative
GO:0000105,histidine biosynthetic process,3,5.009518881785355,0.33998556171475525,0.7380356855366337,0.45768486,5.011623982212978,2.287098858046812,null
GO:0006523,alanine biosynthetic process,1,4.145165317350655,0.046460092,0.7714900362252314,0.52009027,null,null,105
GO:0006529,asparagine biosynthetic process,1,4.308948386,0.067744323,0.7636238765701707,0.53520061,null,null,105
GO:0006537,glutamate biosynthetic process,2,4.293671865542379,0.065402691,0.7349130272607002,0.53375421,null,null,105
GO:0009082,branched-chain amino acid biosynthetic process,1,5.080370307490917,0.40023267299332843,0.7340898097396841,0.90562503,null,null,105
GO:0009098,leucine biosynthetic process,2,4.710134296340524,0.17063639682559956,0.7453119721343942,0.5762057,null,null,105
GO:0000160,phosphorelay signal transduction system,54,5.876423388797577,2.5024686913261722,0.8877199449276123,0.01233368,-0.063887257,5.124261017,null
GO:0007165,signal transduction,25,6.388453966952047,8.135788134528843,0.8725785456532549,0.79100692,null,null,160
GO:0035556,intracellular signal transduction,2,6.0572076090390246,3.7944870018179575,0.8827279610641804,0.66233911,null,null,160
GO:0000723,telomere maintenance,16,4.570764700328436,0.1237937938257571,0.7580770246070188,0.49057532,5.818642357074994,-4.918441689,null
GO:0006265,DNA topological change,14,4.838395677281869,0.22926365809629637,0.7456453870257209,0.68025865,null,null,723
GO:0032508,DNA duplex unwinding,1,5.2282951091080765,0.5626500772738303,0.929877732,0.852792,null,null,723
GO:0043571,maintenance of CRISPR repeat elements,4,4.132291715966803,0.045103010486250365,0.7750317970521693,0.60344056,null,null,723
GO:0051276,chromosome organization,2,5.5678788176138525,1.2297688384231882,0.9326154404182327,0.58086685,null,null,723
GO:0001514,selenocysteine incorporation,1,3.6506959797606107,0.014878006335176835,0.768125109,0.35742736,4.235671559,0.5823342011653359,null
GO:0002100,tRNA wobble adenosine to inosine editing,8,4.021478732257528,0.034944854584701056,0.7787125062078699,0.35740375,7.578289677749149,-2.396118135,null
GO:0001522,pseudouridine synthesis,3,5.003774937097418,0.33551850101541647,0.7708375899780395,0.55760007,null,null,2100
GO:0006364,rRNA processing,1,5.547113533414732,1.1723523069325057,0.7106562622945889,0.81150306,null,null,2100
GO:0006400,tRNA modification,2,5.471061297806579,0.9840239548874101,0.7129749440740446,0.77497043,null,null,2100
GO:0006412,translation,1,6.184402940776566,5.085673767131161,0.6734062273087787,0.73614311,null,null,2100
GO:0006418,tRNA aminoacylation for protein translation,4,5.466756438594257,0.97431816,0.6164900714866967,0.56951473,null,null,2100
GO:0006420,arginyl-tRNA aminoacylation,2,4.278410601475816,0.063144215,0.6890047873252158,0.76018892,null,null,2100
GO:0006426,glycyl-tRNA aminoacylation,1,4.223677616130032,0.05566696,0.6916924884079877,0.75228689,null,null,2100
GO:0006430,lysyl-tRNA aminoacylation,1,4.173710602815911,0.049616637715589725,0.6941058697526934,0.74521498,null,null,2100
GO:0006520,amino acid metabolic process,3,6.215664259962457,5.465247531707815,0.7242173402908421,0.6913116,null,null,2100
GO:0008033,tRNA processing,1,5.638987162110661,1.448545048727217,0.7265882544096801,0.80967452,null,null,2100
GO:0008652,amino acid biosynthetic process,1,5.925885270652105,2.8043395482354745,0.6883482215246954,0.66979539,null,null,2100
GO:0009072,aromatic amino acid metabolic process,1,5.338412663509462,0.7250308935664747,0.7173841275786094,0.57500067,null,null,2100
GO:0019752,carboxylic acid metabolic process,1,6.413441264016772,8.61761202,0.7362802831580976,0.82941928,null,null,2100
