,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
1,k121_187899,11031,,10,0.0,no,0,1,0,0,0,0,0,0
14,k121_125805,3773,,4,0.0,no,0,0,1,0,0,0,0,0
15,k121_557431,3488,,1,1.7,no,0,0,0,0,0,0,0,1
22,k121_218549,2628,,2,0.0,no,0,0,1,0,0,0,0,0
34,k121_428472,2105,,2,0.0,no,0,1,0,0,0,0,0,0
36,k121_506393,1974,,2,0.0,no,0,1,0,0,0,0,0,0
44,k121_246956,1826,,1,0.0,no,0,1,0,0,0,0,0,0
54,k121_692472,1643,,1,1.2,no,0,0,0,0,0,0,0,1
57,k121_355939,1607,,1,0.1,no,0,0,0,0,0,0,0,1
62,k121_58367,1560,,1,0.0,no,0,1,0,0,0,0,0,0
63,k121_484845,1559,,2,0.1,no,0,0,0,0,0,0,0,1
64,k121_342741,1555,,1,1.1,no,0,0,0,0,0,0,0,0
66,k121_755645,1536,,1,0.0,no,0,1,0,0,0,0,0,0
69,k121_100825,1472,,2,1.8,no,0,0,0,0,0,0,0,1
73,k121_41644,1430,,2,0.2,no,0,0,0,0,0,0,0,1
77,k121_39902,1407,,1,0.3,no,0,0,0,0,0,0,0,1
79,k121_347313,1346,,1,0.4,no,0,0,0,0,0,0,0,1
88,k121_417140,1220,,1,0.1,no,0,0,0,0,0,0,0,1
96,k121_53743,1139,,2,0.3,no,0,0,0,0,0,0,0,1
102,k121_295275,1086,,2,0.3,no,0,0,0,0,0,0,0,1
106,k121_705484,1060,,2,0.2,no,0,0,0,0,0,0,0,1
