,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
2,k121_220020,23596,,23,-0.0,no,0,0,1,0,0,0,0,0
4,k121_427068,7765,,6,0.2,no,0,0,1,0,0,0,0,0
21,k121_167106,4610,,4,0.0,no,0,0,1,0,0,0,0,0
22,k121_769617,4601,,3,2.0,no,0,0,0,0,0,0,0,1
30,k121_1427750,3785,,1,0.1,no,0,0,0,0,0,0,0,1
31,k121_1297802,3765,,3,0.0,yes,0,0,1,0,0,0,0,0
35,k121_776668,3679,,3,0.0,no,0,0,1,0,0,0,0,0
37,k121_1093547,3302,,5,0.0,yes,0,0,1,0,0,0,0,0
48,k121_171815,2809,,2,0.0,no,0,0,1,0,0,0,0,0
52,k121_421086,2509,,4,0.0,no,0,0,1,0,0,0,0,0
53,k121_840235,2462,,1,0.0,no,0,0,1,0,0,0,0,0
58,k121_89426,2253,,2,0.0,no,0,1,0,0,0,0,0,0
65,k121_1564690,2013,,3,0.0,no,0,0,1,0,0,0,0,0
92,k121_1258432,1659,,1,0.0,no,0,0,1,0,0,0,0,0
94,k121_1241952,1651,,1,0.0,no,0,1,0,0,0,0,0,0
107,k121_1113540,1467,,1,0.0,no,0,1,0,0,0,0,0,0
109,k121_1371289,1439,,1,1.4,no,0,0,0,0,0,0,0,1
129,k121_1605797,1284,,1,0.0,no,0,0,1,0,0,0,0,0
133,k121_677733,1253,,2,0.4,no,0,0,0,0,0,0,0,1
151,k121_1206254,1166,,1,0.0,no,0,1,0,0,0,0,0,0
174,k121_642229,1089,,1,0.1,no,0,0,0,0,0,0,0,1
176,k121_976251,1086,,2,0.0,no,0,0,1,0,0,0,0,0
181,k121_574043,1071,,2,7.8,no,0,0,0,0,0,0,0,0
