,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
0,k121_1244678,14444,,13,0.0,no,0,1,0,0,0,0,0,0
1,k121_1245482,9192,,11,0.7,no,0,1,1,0,0,0,0,0
2,k121_1280176,8068,,8,0.0,no,0,0,1,0,3,0,0,0
3,k121_485921,8066,,8,0.0,no,0,1,0,0,0,0,0,0
4,k121_1247758,7580,,8,0.0,no,0,1,0,0,0,0,0,0
5,k121_252010,7517,,6,0.2,no,0,1,0,0,0,0,0,0
6,k121_321817,7438,,5,0.0,no,0,1,0,0,0,0,0,0
7,k121_1402347,7283,,10,0.0,no,0,0,1,0,0,0,0,0
11,k121_1407821,5845,,6,0.0,yes,0,0,1,0,0,0,0,0
12,k121_26141,5581,,7,0.0,no,0,0,1,0,0,0,0,0
13,k121_1408273,5577,,7,0.1,yes,0,1,1,0,0,0,0,0
19,k121_543264,4353,,5,0.0,no,0,1,0,0,0,0,0,0
20,k121_916278,4296,,4,0.0,no,0,0,1,0,0,0,0,0
23,k121_1408262,4126,,3,0.0,yes,0,1,1,0,0,0,0,0
24,k121_893216,3974,,5,0.0,no,0,0,1,0,0,0,0,0
27,k121_528226,3865,,4,0.0,no,0,0,1,0,0,0,0,0
28,k121_1408187,3586,,5,0.0,yes,0,0,1,0,0,0,0,0
30,k121_1185421,3372,,4,1.0,no,0,0,0,0,0,0,0,0
31,k121_642264,3352,,1,0.0,no,0,0,1,0,0,0,0,0
37,k121_1335255,2880,,5,0.0,no,0,0,1,0,0,0,0,0
40,k121_596052,2712,,4,0.0,no,0,1,0,0,0,0,0,0
43,k121_659071,2497,,4,0.5,no,0,0,0,0,0,0,0,1
46,k121_369315,2393,,3,0.0,no,0,1,0,0,0,0,0,0
49,k121_513347,2189,,1,0.6,no,0,0,0,0,0,0,0,1
53,k121_483479,2054,,2,4.3,no,0,0,0,0,0,0,0,1
56,k121_745911,1968,,2,0.0,no,0,0,1,0,0,0,0,0
58,k121_88902,1949,,2,2.2,no,0,0,0,0,0,0,0,0
61,k121_362052,1883,,3,0.4,no,0,0,0,0,0,0,0,1
67,k121_258722,1776,,1,0.0,no,0,1,0,0,0,0,0,0
70,k121_1309042,1708,,1,0.0,no,0,1,0,0,0,0,0,0
80,k121_495482,1571,,3,0.0,no,0,0,1,0,0,0,0,0
81,k121_518217,1546,,1,0.4,no,0,0,0,0,0,0,0,1
96,k121_1341475,1395,,1,0.1,no,0,0,0,0,0,0,0,1
97,k121_1369512,1391,,1,1.2,no,0,0,0,0,0,0,0,1
98,k121_131767,1391,,1,3.5,no,0,0,0,0,0,0,0,0
99,k121_1352437,1372,,3,0.2,no,0,0,0,0,0,0,0,1
118,k121_76692,1171,,3,1.2,no,0,0,0,0,0,0,0,0
122,k121_468759,1126,,1,1.9,no,0,0,0,0,0,0,0,1
127,k121_862690,1100,,2,0.2,no,0,0,0,0,0,0,0,1
128,k121_223032,1099,,1,2.1,no,0,0,0,0,0,0,0,1
129,k121_869224,1098,,2,1.0,no,0,0,0,0,0,0,0,1
137,k121_1269292,1052,,1,0.0,no,0,1,0,0,0,0,0,0
142,k121_1272488,1018,,1,0.4,no,0,1,0,0,0,0,0,1
