,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
0,k121_298635,17811,,20,3.1,no,0,1,1,0,0,3,0,0
2,k121_184422,9430,,13,1.7,no,0,1,0,0,0,0,0,0
3,k121_165004,7546,,7,3.1,no,0,1,0,0,0,0,0,0
4,k121_510786,7296,,5,2.7,no,0,0,0,0,0,0,0,1
6,k121_336139,6904,,10,0.5,yes,0,1,1,0,0,0,0,0
8,k121_602049,5910,,6,0.0,no,0,1,1,0,0,0,0,0
9,k121_644892,5739,,7,1.9,no,0,1,0,0,0,0,0,1
10,k121_482806,5560,,9,2.3,yes,0,1,1,0,0,0,0,0
11,k121_592630,5371,,7,3.6,no,0,0,0,0,0,0,0,0
12,k121_667843,5357,,6,0.5,no,0,1,0,0,0,0,0,0
15,k121_678914,4570,,5,0.1,no,0,1,1,0,0,0,0,0
19,k121_108171,4059,,4,4.4,no,0,0,0,0,0,0,0,0
20,k121_578201,3761,,3,9.6,no,0,0,0,0,0,0,0,1
22,k121_652274,3277,,6,7.0,no,0,0,0,0,0,0,0,0
23,k121_57129,3266,,2,0.8,no,0,0,0,0,0,0,0,1
24,k121_629705,3211,,1,0.9,no,0,0,0,0,0,0,0,1
26,k121_106603,2973,,3,0.5,no,0,0,0,0,0,0,0,1
31,k121_776453,2425,,2,0.2,no,0,0,0,0,0,0,0,1
32,k121_508939,2401,,1,0.5,no,0,0,0,0,0,0,0,1
33,k121_338474,2382,,2,1.9,no,0,0,0,0,0,0,0,1
35,k121_109336,2170,,2,0.2,no,0,0,0,0,0,0,0,1
36,k121_705917,2040,,3,1.0,no,0,0,0,0,0,0,0,1
43,k121_593473,1839,,1,0.1,no,0,0,0,0,0,0,0,1
50,k121_173551,1474,,1,0.1,no,0,0,0,0,0,0,0,1
59,k121_322604,1220,,2,0.4,no,0,0,0,0,0,0,0,1
