,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
3,k121_18324,27717,,23,0.0,no,0,1,0,0,0,0,0,0
22,k121_937722,4600,,5,0.2,no,0,0,0,0,0,0,0,1
27,k121_191409,3932,,4,0.0,no,0,0,1,0,0,0,0,0
55,k121_202305,2119,,1,0.0,no,0,0,1,0,0,0,0,0
63,k121_532636,1795,,1,2.3,no,0,1,0,0,0,0,0,1
66,k121_453435,1753,,1,0.0,no,0,0,1,0,1,0,0,0
71,k121_873602,1615,,1,0.4,no,0,0,0,0,0,0,0,1
77,k121_453835,1524,,1,0.0,no,0,1,0,0,0,0,0,1
93,k121_220398,1255,,2,0.6,no,0,1,0,0,0,0,0,1
102,k121_385256,1191,,3,2.4,no,0,0,0,0,0,0,0,1
104,k121_73914,1174,,1,0.0,no,0,1,0,0,0,0,0,0
106,k121_922403,1167,,1,1.1,no,0,1,0,0,0,0,0,1
