,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
14,k121_1226081,19375,,16,0.0,no,0,0,1,0,0,0,0,0
15,k121_1432127,18053,,17,0.0,no,0,1,0,0,0,0,0,0
16,k121_813153,17538,,19,0.0,no,0,0,1,0,0,0,0,0
19,k121_991758,12132,,13,0.0,no,0,0,1,0,0,0,0,0
20,k121_607784,11073,,12,1.0,no,0,0,0,0,0,1,0,0
23,k121_364298,8674,,8,0.0,no,0,1,0,0,0,0,0,0
24,k121_464715,7611,,7,0.0,no,0,0,1,0,0,0,0,0
25,k121_507976,6606,,7,0.0,no,0,0,1,0,0,0,0,0
30,k121_347380,5926,,4,0.0,no,0,1,0,0,0,0,0,0
33,k121_1391988,5318,,5,0.0,no,0,0,1,0,0,0,0,0
35,k121_1258849,4991,,8,0.0,no,0,0,1,0,0,0,0,0
38,k121_718459,4706,,8,0.0,no,0,0,1,0,0,0,0,0
42,k121_1212705,4288,,6,0.0,no,0,0,1,0,0,0,0,0
45,k121_584097,3974,,4,0.1,no,0,0,0,0,0,0,0,1
46,k121_1466179,3918,,6,2.8,no,0,0,0,0,0,0,0,0
47,k121_1165332,3905,,4,0.1,no,0,0,1,0,0,0,0,1
49,k121_1496796,3846,,5,0.0,yes,0,0,1,0,0,0,0,0
51,k121_189451,3640,,4,0.0,no,0,0,1,0,0,0,0,0
54,k121_704067,3553,,3,0.0,no,0,1,0,0,0,0,0,0
55,k121_1135686,3541,,4,0.0,no,0,1,0,0,0,0,0,0
57,k121_1494974,3450,,4,0.0,yes,0,0,1,0,0,0,0,0
59,k121_235257,3343,,3,0.0,no,0,0,1,0,0,0,0,0
60,k121_1321852,3332,,5,0.0,no,0,0,1,0,0,0,0,0
61,k121_268233,3308,,2,0.0,no,0,0,1,0,0,0,0,0
66,k121_946330,3060,,4,0.0,no,0,0,1,0,0,0,0,0
68,k121_1298615,3009,,4,0.0,no,0,0,1,0,0,0,0,0
76,k121_240047,2815,,3,0.0,no,0,0,1,0,0,0,0,0
79,k121_58317,2762,,4,0.0,no,0,0,1,0,0,0,0,0
87,k121_15842,2702,,3,0.3,no,0,0,0,0,0,0,0,1
94,k121_687218,2661,,3,0.0,no,0,1,0,0,0,0,0,0
113,k121_611501,2511,,2,0.0,no,0,0,1,0,0,0,0,0
119,k121_1318114,2485,,2,0.0,no,0,0,1,0,0,0,0,0
134,k121_566813,2379,,3,0.0,no,0,1,0,0,0,0,0,0
139,k121_641352,2324,,2,0.0,no,0,0,1,0,0,0,0,0
140,k121_130827,2296,,2,0.1,no,0,0,0,0,0,0,0,1
150,k121_422063,2164,,3,5.2,no,0,0,0,0,0,0,0,0
153,k121_964530,2127,,2,0.0,no,0,0,1,0,0,0,0,0
155,k121_1240229,2076,,2,0.1,no,0,0,0,0,0,0,0,1
166,k121_157125,1895,,2,0.0,no,0,0,1,0,0,0,0,0
180,k121_198039,1734,,1,0.0,no,0,0,1,0,0,0,0,0
189,k121_1091562,1596,,2,0.2,no,0,0,0,0,0,0,0,1
193,k121_50701,1562,,1,0.0,no,0,1,0,0,0,0,0,0
196,k121_767483,1525,,2,0.2,no,0,0,0,0,0,0,0,1
199,k121_866729,1508,,2,0.3,no,0,0,0,0,0,0,0,1
216,k121_747417,1357,,1,0.1,no,0,0,0,0,0,0,0,1
217,k121_1475436,1347,,2,1.1,no,0,0,0,0,0,0,0,0
220,k121_47018,1339,,1,0.1,no,0,0,0,0,0,0,0,1
224,k121_1405033,1307,,1,0.1,no,0,0,0,0,0,0,0,1
228,k121_469387,1291,,1,0.0,no,0,0,1,0,0,0,0,0
263,k121_1007187,1109,,1,0.1,no,0,0,0,0,0,0,0,1
291,k121_336492,1014,,1,0.1,no,0,0,0,0,0,0,0,1
