,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
6,k121_1416457,11871,,11,0.0,no,0,0,1,0,1,0,0,0
7,k121_1451813,11254,,13,0.0,no,0,0,1,0,1,0,0,0
14,k121_683379,8335,,7,0.0,no,0,0,1,0,0,0,0,0
57,k121_733375,3790,,3,0.0,no,0,0,1,0,1,0,0,0
71,k121_553142,3048,,3,0.0,no,0,1,0,0,0,0,0,0
76,k121_1472787,2922,,3,0.9,no,0,0,0,0,1,0,0,0
86,k121_963065,2661,,4,0.0,no,0,0,1,0,0,0,0,0
107,k121_950936,2378,,3,0.0,no,0,0,1,0,0,0,0,0
135,k121_358850,1940,,2,0.0,no,0,0,1,0,0,0,0,0
246,k121_1204908,1180,,1,0.1,no,0,0,0,0,0,0,0,1
268,k121_876623,1104,,2,-0.1,no,0,0,1,0,0,0,0,0
304,k121_706011,1005,,1,4.0,no,0,0,0,0,0,0,0,1
