,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
2,k121_512540,18847,,18,-0.8,no,0,0,1,0,1,0,0,0
4,k121_456583,9358,,13,-0.1,no,0,1,0,0,0,0,0,0
5,k121_20434,9015,,8,0.3,no,0,0,1,0,1,0,0,0
27,k121_298014,3366,,5,1.7,no,0,0,0,0,0,0,0,1
30,k121_121816,3265,,4,0.6,no,0,0,0,0,0,0,0,1
33,k121_428573,2645,,2,1.3,no,0,0,0,0,0,0,0,1
40,k121_552200,2472,,2,1.2,no,0,0,0,0,1,0,0,1
50,k121_556798,2368,,1,1.0,no,0,0,0,0,0,0,0,1
53,k121_748399,2245,,2,0.4,no,0,0,0,0,0,0,0,1
62,k121_805633,2080,,1,1.1,no,0,0,0,0,0,0,0,1
74,k121_661025,1856,,3,0.2,no,0,0,0,0,0,0,0,1
90,k121_269538,1597,,2,0.7,no,0,0,0,0,0,0,0,1
116,k121_538793,1310,,2,0.0,no,0,0,1,0,0,0,0,0
126,k121_4782,1222,,1,0.1,no,0,0,0,0,0,0,0,1
133,k121_522056,1167,,3,1.7,no,0,0,0,0,0,0,0,1
140,k121_555221,1106,,1,0.6,no,0,0,0,0,0,0,0,1
147,k121_678665,1069,,1,0.0,no,0,0,1,0,0,0,0,0
