,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
7,k121_815705,26221,,32,0.0,no,0,0,1,0,1,0,0,0
8,k121_2897364,16182,,21,0.0,yes,0,1,0,0,0,0,0,0
9,k121_854249,12762,,12,0.0,no,0,0,1,0,1,0,0,0
10,k121_2896978,10673,,12,0.0,yes,0,0,1,0,0,0,0,0
13,k121_2897122,9044,,15,0.0,yes,0,1,0,0,0,0,0,0
20,k121_1229,6430,,7,0.0,no,0,1,0,0,0,0,0,0
22,k121_2888460,5908,,4,0.0,no,0,1,0,0,0,0,0,0
25,k121_278331,5516,,6,0.0,no,0,0,1,0,0,0,0,0
38,k121_2354162,4888,,4,0.0,no,0,0,1,0,0,0,0,0
47,k121_386443,4674,,4,0.0,no,0,0,1,0,0,0,0,0
51,k121_1578150,4550,,6,0.0,yes,0,0,1,0,0,0,0,0
57,k121_659817,4242,,4,0.0,no,0,0,1,0,0,0,0,0
62,k121_1338214,3612,,3,0.9,no,0,0,0,0,0,0,0,1
80,k121_1791768,2700,,4,0.0,no,0,0,1,0,0,0,0,0
81,k121_820928,2642,,2,0.0,no,0,0,1,0,0,0,0,0
93,k121_1715114,2425,,3,0.0,no,0,1,0,0,0,0,0,0
100,k121_663971,2276,,1,0.6,no,0,1,0,0,0,0,0,1
110,k121_588269,2083,,3,0.0,no,0,0,1,0,0,0,0,0
120,k121_1440364,1917,,1,0.0,no,0,1,0,0,0,0,0,0
125,k121_1949809,1824,,1,0.0,no,0,0,1,0,0,0,0,0
134,k121_2338424,1759,,2,0.7,no,0,0,0,0,0,0,0,0
135,k121_1481142,1753,,3,2.0,no,0,0,0,0,0,0,0,0
149,k121_117761,1618,,1,1.4,no,0,0,0,0,0,0,0,0
150,k121_2629561,1617,,2,0.3,no,0,0,0,0,0,0,0,1
153,k121_467843,1609,,1,0.1,no,0,1,0,0,0,0,0,1
154,k121_2742618,1601,,1,0.0,no,0,1,0,0,0,0,0,0
158,k121_1043786,1582,,2,0.3,no,0,0,0,0,0,0,0,1
165,k121_1243379,1539,,2,0.0,no,0,0,1,0,0,0,0,0
170,k121_1152621,1510,,2,0.1,no,0,0,0,0,0,0,0,1
172,k121_1366016,1492,,1,0.0,no,0,1,0,0,0,0,0,1
177,k121_2495559,1466,,1,2.1,no,0,1,0,0,0,0,0,1
188,k121_2028164,1386,,1,13.8,no,0,0,0,0,0,0,0,1
192,k121_1592460,1353,,1,0.0,no,0,0,1,0,0,0,0,0
196,k121_1228560,1296,,1,6.1,no,0,0,0,0,0,0,0,0
199,k121_1515004,1280,,2,0.7,no,0,0,0,0,0,0,0,1
211,k121_509263,1213,,1,0.4,no,0,0,0,0,0,0,0,1
225,k121_2764570,1173,,1,0.4,no,0,0,0,0,0,0,0,1
235,k121_2054016,1146,,1,0.1,no,0,0,0,0,0,0,0,1
242,k121_318192,1131,,1,0.1,no,0,0,0,0,0,0,0,1
258,k121_157111,1071,,1,0.0,no,0,0,1,0,0,0,0,0
275,k121_1138352,1030,,1,0.1,no,0,0,0,0,0,0,0,1
285,k121_622918,1016,,2,0.2,no,0,0,0,0,0,0,0,1
286,k121_2804578,1013,,1,0.0,no,0,0,1,0,0,0,0,0
