,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
0,k121_344569,134465,,132,0.0,no,0,0,1,0,0,0,0,0
2,k121_168972,45247,,41,0.0,no,0,0,1,0,1,0,0,0
3,k121_262288,40513,,41,0.0,no,0,1,0,0,0,0,0,0
4,k121_50468,40410,,38,0.0,no,0,1,0,0,0,0,0,0
5,k121_87655,34693,,36,0.0,no,0,0,1,0,4,0,0,0
6,k121_413109,31922,,45,0.0,no,0,1,0,0,0,0,0,0
7,k121_174765,25462,,26,0.0,no,0,0,1,0,1,0,0,0
8,k121_565797,17003,,10,-0.1,no,0,0,1,0,3,0,0,0
10,k121_421267,14046,,13,0.0,no,0,1,0,0,0,0,0,0
11,k121_9602,9949,,8,0.0,no,0,0,1,0,0,0,0,0
12,k121_258371,8949,,9,0.0,no,0,0,1,0,1,0,0,0
13,k121_250554,8775,,9,0.0,no,0,1,0,0,0,0,0,0
16,k121_562837,7776,,6,0.0,no,0,1,1,0,0,0,0,0
17,k121_559274,7600,,4,0.0,no,0,1,0,0,0,0,0,0
27,k121_358594,6180,,8,0.0,no,0,0,1,0,0,0,0,0
35,k121_276507,5724,,6,0.0,no,0,1,0,0,0,0,0,0
39,k121_146903,5303,,3,0.0,no,0,1,0,0,0,0,0,0
47,k121_224420,3988,,7,0.2,no,0,0,0,0,0,0,0,1
48,k121_121186,3867,,4,0.0,no,0,1,0,0,0,0,0,0
52,k121_88403,3641,,6,0.9,no,0,0,0,0,0,0,0,1
54,k121_138869,3609,,4,0.0,no,0,1,0,0,0,0,0,0
62,k121_557130,3088,,2,0.9,no,0,0,0,0,0,0,0,1
67,k121_499261,2905,,1,1.7,no,0,0,0,0,0,0,0,1
75,k121_129070,2536,,3,0.0,no,0,0,1,0,0,0,0,0
76,k121_190762,2465,,2,0.0,no,0,0,1,0,0,0,0,0
80,k121_369023,2370,,1,0.0,no,0,1,0,0,0,0,0,0
84,k121_542400,2288,,1,0.0,no,0,1,0,0,0,0,0,0
89,k121_261996,2166,,2,0.0,no,0,1,0,0,0,0,0,0
93,k121_13510,2000,,3,0.9,no,0,0,0,0,0,0,0,0
101,k121_325064,1881,,1,0.0,no,0,1,0,0,0,0,0,0
107,k121_33828,1788,,2,0.0,no,0,1,0,0,0,0,0,0
112,k121_277291,1711,,4,0.2,no,0,0,0,0,0,0,0,1
139,k121_500529,1358,,1,0.4,no,0,0,0,0,0,0,0,1
196,k121_281544,1035,,1,0.1,no,0,0,0,0,0,0,0,1
200,k121_274550,1020,,2,0.6,no,0,0,0,0,0,0,0,1
