,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
0,k121_1138333,46025,,40,0.0,no,0,0,1,0,3,0,0,0
3,k121_522281,35499,,28,0.0,no,0,1,0,0,0,0,0,0
6,k121_450814,18262,,16,0.0,no,0,1,0,0,0,0,0,0
7,k121_863094,16675,,15,0.0,no,0,1,0,0,0,0,0,0
8,k121_466440,16402,,15,0.0,no,0,0,1,0,0,0,0,0
9,k121_258452,14027,,12,0.0,no,0,1,0,0,0,0,0,0
10,k121_1757122,14017,,14,0.0,no,0,1,0,0,0,0,0,0
12,k121_151326,13106,,10,0.0,no,0,1,0,0,0,0,0,0
13,k121_1693629,11334,,12,0.0,no,0,1,0,0,0,0,0,0
18,k121_752639,7947,,9,0.0,no,0,1,0,0,0,0,0,0
19,k121_308520,7670,,8,0.0,no,0,1,0,0,0,0,0,0
22,k121_172493,7001,,6,0.1,no,0,0,0,0,0,0,0,1
24,k121_597510,6559,,6,0.1,no,0,0,0,0,0,0,0,1
25,k121_140531,6128,,6,0.0,no,0,1,0,0,0,0,0,0
26,k121_1630738,5939,,7,0.0,no,0,0,1,0,0,0,0,0
28,k121_1259370,5772,,8,0.0,no,0,1,0,0,0,0,0,0
29,k121_1157402,5725,,7,0.0,no,0,0,1,0,0,0,0,0
30,k121_1498018,5656,,9,0.1,yes,0,0,0,0,0,0,0,0
33,k121_1576691,5225,,4,0.0,no,0,0,1,0,1,0,0,0
35,k121_2254121,5000,,3,0.0,yes,0,0,1,0,0,0,0,0
36,k121_1101964,4995,,4,0.0,no,0,1,0,0,0,0,0,0
37,k121_1013253,4929,,5,3.0,no,0,0,0,0,0,0,0,0
47,k121_800752,4422,,7,0.5,no,0,0,0,0,0,0,0,1
49,k121_1453237,4331,,5,0.0,no,0,0,1,0,0,0,0,0
52,k121_726399,4152,,4,0.0,no,0,1,0,0,0,0,0,0
54,k121_1039126,4086,,3,0.1,no,0,0,0,0,0,0,0,1
57,k121_1343915,3846,,2,1.5,no,0,0,0,0,0,0,0,1
58,k121_1417998,3844,,4,0.0,no,0,0,1,0,0,0,0,0
61,k121_1239980,3589,,2,0.0,no,0,0,1,0,0,0,0,0
63,k121_577125,3466,,4,0.0,no,0,0,1,0,0,0,0,0
64,k121_1622232,3427,,5,0.2,no,0,0,0,0,0,0,0,1
65,k121_840434,3406,,6,0.0,yes,0,0,1,0,0,0,0,0
67,k121_2255014,3378,,5,0.0,yes,0,0,1,0,0,0,0,0
70,k121_2151896,3333,,2,0.1,no,0,0,0,0,0,0,0,1
73,k121_1221300,3250,,3,0.3,no,0,0,0,0,0,0,0,1
75,k121_2224372,3211,,1,0.1,no,0,0,0,0,0,0,0,1
76,k121_2254954,3179,,2,0.0,yes,0,0,1,0,0,0,0,0
78,k121_185575,3168,,2,0.1,no,0,0,0,0,0,0,0,1
83,k121_1740337,3116,,4,0.0,no,0,0,1,0,0,0,0,0
87,k121_1735923,2951,,3,0.0,no,0,0,1,0,0,0,0,0
95,k121_2061054,2863,,1,0.0,no,0,0,1,0,0,0,0,0
98,k121_2142822,2796,,4,0.0,no,0,0,1,0,0,0,0,0
100,k121_1924978,2775,,2,0.0,no,0,1,0,0,0,0,0,0
104,k121_2056063,2722,,1,0.1,no,0,0,0,0,0,0,0,1
105,k121_1361727,2716,,3,0.2,no,0,0,0,0,0,0,0,1
106,k121_1400730,2702,,3,0.1,no,0,0,0,0,0,0,0,1
108,k121_1890004,2678,,6,0.0,no,0,0,1,0,0,0,0,0
109,k121_91839,2645,,2,0.0,no,0,0,1,0,0,0,0,0
110,k121_1826813,2640,,3,0.1,no,0,0,0,0,0,0,0,1
111,k121_1618349,2624,,3,0.2,no,0,0,0,0,0,0,0,1
115,k121_143542,2559,,2,0.0,no,0,1,0,0,0,0,0,0
117,k121_2035135,2540,,4,0.0,no,0,0,1,0,0,0,0,0
125,k121_695419,2416,,2,0.1,no,0,0,0,0,0,0,0,1
126,k121_2253845,2408,,2,0.0,yes,0,0,1,0,0,0,0,0
129,k121_768797,2401,,1,0.1,no,0,0,0,0,0,0,0,1
135,k121_1202536,2299,,3,0.0,no,0,1,0,0,0,0,0,0
136,k121_1424410,2280,,1,5.2,no,0,0,0,0,0,0,0,0
144,k121_2104936,2190,,3,0.1,no,0,0,0,0,1,0,0,1
151,k121_66511,2105,,2,0.2,no,0,0,0,0,0,0,0,1
158,k121_1650300,2065,,1,0.0,no,0,1,0,0,0,0,0,1
161,k121_1427083,2056,,3,0.0,no,0,0,1,0,0,0,0,0
170,k121_780121,2004,,3,0.1,no,0,0,0,0,0,0,0,1
171,k121_1857575,1992,,2,0.0,no,0,0,1,0,0,0,0,0
179,k121_1821488,1919,,1,0.1,no,0,0,0,0,0,0,0,1
188,k121_1721512,1883,,3,0.0,no,0,1,0,0,0,0,0,0
189,k121_348601,1871,,2,0.2,no,0,0,0,0,0,0,0,1
198,k121_2042784,1794,,4,0.5,no,0,0,0,0,0,0,0,1
199,k121_1276166,1792,,2,0.0,no,0,1,0,0,0,0,0,0
200,k121_1883783,1788,,1,0.1,no,0,0,0,0,0,0,0,1
203,k121_1122536,1785,,2,0.6,no,0,0,0,0,0,0,0,1
204,k121_1464274,1783,,3,0.3,no,0,0,0,0,0,0,0,1
213,k121_922720,1737,,3,0.1,no,0,0,0,0,1,0,0,1
216,k121_1137726,1728,,1,0.0,no,0,1,0,0,0,0,0,0
219,k121_408351,1719,,1,0.0,no,0,1,0,0,0,0,0,0
225,k121_268229,1708,,1,0.1,no,0,0,0,0,0,0,0,1
228,k121_2100345,1693,,1,0.1,no,0,0,0,0,0,0,0,1
229,k121_2226604,1687,,1,0.1,no,0,0,0,0,0,0,0,1
235,k121_1751178,1659,,2,0.0,no,0,0,1,0,1,0,0,0
236,k121_2009147,1657,,2,0.2,no,0,0,0,0,0,0,0,1
243,k121_1757634,1616,,1,0.1,no,0,0,0,0,0,0,0,1
245,k121_2158617,1609,,2,0.0,no,0,0,1,0,0,0,0,0
247,k121_823389,1605,,1,0.9,no,0,0,0,0,0,0,0,1
248,k121_1722858,1603,,2,0.2,no,0,0,0,0,0,0,0,1
249,k121_2107794,1600,,1,0.0,no,0,1,0,0,0,0,0,1
254,k121_651343,1587,,2,0.1,no,0,1,0,0,0,0,0,1
255,k121_2056491,1583,,1,0.6,no,0,0,0,0,0,0,0,1
257,k121_75728,1577,,1,0.0,no,0,1,0,0,0,0,0,0
259,k121_1523502,1560,,2,0.8,no,0,0,0,0,0,0,0,1
264,k121_517585,1514,,1,0.1,no,0,0,0,0,0,0,0,1
265,k121_506936,1512,,1,1.4,no,0,1,0,0,0,0,0,1
269,k121_778071,1494,,1,0.1,no,0,0,0,0,0,0,0,1
270,k121_767745,1492,,2,0.4,no,0,0,0,0,0,0,0,1
271,k121_1101596,1489,,2,0.2,no,0,0,0,0,0,0,0,1
274,k121_2023757,1482,,1,0.1,no,0,0,0,0,0,0,0,1
276,k121_1641381,1469,,1,0.9,no,0,0,0,0,0,0,0,1
282,k121_984342,1431,,3,1.2,no,0,0,0,0,0,0,0,0
283,k121_1606394,1430,,2,0.2,no,0,0,0,0,0,0,0,1
286,k121_714806,1417,,1,0.1,no,0,0,0,0,0,0,0,1
287,k121_405419,1416,,1,0.0,no,0,0,1,0,0,0,0,0
289,k121_2170267,1415,,2,0.2,no,0,0,0,0,0,0,0,1
290,k121_2086523,1402,,3,0.2,no,0,0,0,0,0,0,0,1
296,k121_2000712,1385,,2,0.2,no,0,0,0,0,0,0,0,1
298,k121_931548,1371,,1,0.4,no,0,0,0,0,0,0,0,1
299,k121_1837262,1366,,2,0.0,no,0,0,1,0,0,0,0,0
300,k121_774842,1362,,2,0.2,no,0,0,0,0,0,0,0,1
304,k121_2165996,1330,,1,0.6,no,0,0,0,0,0,0,0,1
307,k121_1593105,1317,,2,0.2,no,0,0,0,0,0,0,0,1
317,k121_905652,1298,,1,0.0,no,0,0,1,0,0,0,0,0
318,k121_120586,1295,,2,0.2,no,0,0,0,0,0,0,0,1
324,k121_1456119,1266,,2,0.3,no,0,0,0,0,0,0,0,1
325,k121_1648286,1264,,1,0.0,no,0,1,0,0,0,0,0,0
326,k121_1818317,1260,,1,1.4,no,0,0,0,0,0,0,0,1
328,k121_996256,1248,,2,0.1,no,0,0,0,0,0,0,0,1
329,k121_1918363,1248,,1,0.4,no,0,0,0,0,0,0,0,1
332,k121_1039744,1239,,1,0.1,no,0,0,0,0,0,0,0,1
336,k121_156121,1222,,1,0.0,no,0,0,1,0,0,0,0,0
340,k121_1471860,1209,,1,0.1,no,0,0,0,0,0,0,0,1
343,k121_2053154,1200,,1,0.4,no,0,0,0,0,0,0,0,1
346,k121_1853437,1191,,2,0.2,no,0,0,0,0,0,0,0,1
349,k121_786624,1177,,1,0.1,no,0,0,0,0,0,0,0,1
