,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
0,k121_694907,20542,,12,0.1,no,0,0,1,0,0,0,0,0
1,k121_98900,17705,,12,0.1,no,0,0,1,0,0,0,0,0
3,k121_263478,14451,,13,0.0,no,0,0,1,0,0,0,0,0
4,k121_204382,13290,,11,0.0,no,0,0,1,0,0,0,0,0
5,k121_318765,12232,,15,0.0,no,0,1,0,0,0,0,0,0
6,k121_443940,10237,,10,0.0,no,0,1,0,0,0,0,0,0
13,k121_847135,3361,,5,0.0,yes,0,0,1,0,0,0,0,0
21,k121_847421,2856,,4,0.0,yes,0,0,1,0,0,0,0,0
26,k121_663599,2437,,2,0.0,no,0,0,1,0,0,0,0,0
29,k121_847194,2368,,2,0.0,yes,0,0,1,0,0,0,0,0
34,k121_597899,1807,,1,0.4,no,0,0,0,0,0,0,0,1
37,k121_502019,1683,,1,0.1,no,0,0,0,0,0,0,0,1
39,k121_429209,1609,,2,0.4,no,0,0,0,0,0,0,0,1
44,k121_489403,1528,,2,0.4,no,0,0,0,0,0,0,0,1
46,k121_796293,1462,,2,0.9,no,0,0,0,0,0,0,0,0
49,k121_276367,1429,,1,0.1,no,0,0,0,0,0,0,0,1
51,k121_182996,1423,,1,0.6,no,0,0,0,0,0,0,0,1
54,k121_601483,1315,,3,0.1,no,0,0,0,0,0,0,0,1
57,k121_87977,1288,,1,0.6,no,0,0,0,0,0,0,0,1
64,k121_842285,1180,,1,0.1,no,0,0,0,0,0,0,0,1
67,k121_49067,1141,,1,0.1,no,0,0,0,0,0,0,0,1
69,k121_295852,1115,,1,0.2,no,0,0,0,0,0,0,0,1
70,k121_23668,1094,,1,0.1,no,0,0,0,0,0,0,0,1
72,k121_561865,1086,,1,0.1,no,0,0,0,0,0,0,0,1
77,k121_150365,1076,,1,1.3,no,0,0,0,0,0,0,0,1
