,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
5,k121_244775,4964,,6,0.0,no,0,1,0,0,0,0,0,0
6,k121_874316,3765,,2,0.9,no,0,0,0,0,0,0,0,1
7,k121_718175,3444,,4,2.2,no,0,0,0,0,0,0,0,0
8,k121_733961,3131,,4,1.3,no,0,0,0,0,0,0,0,0
9,k121_104314,3081,,3,0.2,no,0,0,0,0,0,0,0,1
10,k121_736202,2911,,3,1.4,no,0,0,0,0,0,0,0,1
13,k121_814723,2423,,2,0.2,no,0,0,0,0,0,0,0,1
15,k121_685316,2199,,2,0.4,no,0,0,0,0,0,0,0,1
20,k121_648448,1862,,2,0.7,no,0,0,0,0,0,0,0,1
21,k121_768676,1849,,3,0.4,no,0,0,0,0,0,0,0,1
24,k121_89149,1798,,1,0.1,no,0,0,0,0,0,0,0,1
29,k121_1108448,1675,,1,0.6,no,0,0,0,0,0,0,0,1
34,k121_133998,1603,,2,0.7,no,0,0,0,0,0,0,0,1
39,k121_415028,1543,,2,1.3,no,0,0,0,0,0,0,0,1
43,k121_138191,1502,,2,6.4,no,0,0,0,0,0,0,0,0
47,k121_88231,1437,,2,0.3,no,0,0,0,0,0,0,0,1
48,k121_963377,1425,,1,0.4,no,0,0,0,0,0,0,0,1
51,k121_549276,1370,,1,0.4,no,0,0,0,0,0,0,0,1
53,k121_787961,1361,,3,1.5,no,0,0,0,0,0,0,0,1
54,k121_746983,1360,,2,0.0,no,0,0,1,0,0,0,0,0
57,k121_1243552,1342,,1,0.4,no,0,0,0,0,0,0,0,1
58,k121_895339,1336,,1,0.9,no,0,0,0,0,0,0,0,1
59,k121_1060178,1333,,1,0.1,no,0,0,0,0,0,0,0,1
63,k121_81893,1277,,1,0.0,no,0,1,0,0,0,0,0,0
65,k121_293659,1247,,1,0.2,no,0,0,0,0,0,0,0,1
67,k121_617094,1240,,2,0.3,no,0,0,0,0,0,0,0,1
68,k121_599042,1238,,1,1.3,no,0,0,0,0,0,0,0,1
78,k121_939465,1150,,2,0.8,no,0,0,0,0,0,0,0,1
81,k121_287130,1131,,2,0.4,no,0,0,0,0,0,0,0,1
83,k121_885945,1118,,1,0.2,no,0,0,0,0,0,0,0,1
88,k121_1228236,1058,,1,0.1,no,0,0,0,0,0,0,0,1
89,k121_688512,1056,,2,0.3,no,0,0,0,0,0,0,0,1
96,k121_57289,1029,,2,2.2,no,0,0,0,0,0,0,0,1
97,k121_1042471,1025,,2,0.2,no,0,0,0,0,0,0,0,1
