,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
1,k121_809363,26586,,21,0.0,no,0,1,0,0,0,0,0,0
36,k121_548556,5129,,3,0.0,no,0,0,1,0,1,0,0,0
45,k121_750986,3669,,5,0.0,no,0,0,1,0,0,0,0,0
46,k121_1034875,3574,,4,0.0,no,0,0,1,0,0,0,0,0
61,k121_562022,2814,,1,0.0,no,0,0,1,0,0,0,0,0
64,k121_588207,2659,,3,0.2,no,0,0,0,0,0,0,0,1
69,k121_448338,2460,,3,0.2,no,0,0,0,0,0,0,0,1
75,k121_805723,2354,,1,0.0,no,0,0,1,0,0,0,0,0
81,k121_535214,2104,,1,0.6,no,0,0,0,0,0,0,0,1
86,k121_914,2003,,1,0.1,yes,0,0,0,0,0,0,0,1
96,k121_1490377,1912,,1,0.1,no,0,0,0,0,0,0,0,1
128,k121_810260,1514,,2,0.2,no,0,0,0,0,0,0,0,1
149,k121_715925,1408,,1,0.0,no,0,0,1,0,0,0,0,0
156,k121_865134,1359,,1,0.1,no,0,0,0,0,0,0,0,1
176,k121_743293,1274,,1,0.0,no,0,0,1,0,0,0,0,0
183,k121_624600,1243,,2,0.6,no,0,0,0,0,0,0,0,1
190,k121_987620,1234,,1,0.0,no,0,0,1,0,0,0,0,0
201,k121_1299207,1199,,3,0.0,no,0,0,1,0,0,0,0,0
209,k121_1222261,1172,,1,0.1,no,0,0,0,0,0,0,0,1
231,k121_824614,1115,,1,0.1,no,0,0,0,0,0,0,0,1
238,k121_1053720,1103,,1,0.1,no,0,0,0,0,0,0,0,1
271,k121_687848,1026,,1,0.1,no,0,0,0,0,0,0,0,1
280,k121_851133,1010,,1,0.4,no,0,0,0,0,0,0,0,1
