,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
5,k121_884010,17766,,21,0.0,no,0,0,1,0,0,0,0,0
16,k121_139076,7504,,6,0.6,yes,0,1,0,0,0,0,0,0
19,k121_525924,7131,,9,6.4,no,0,0,0,0,0,0,0,0
21,k121_165752,6405,,6,0.0,no,0,1,0,0,0,0,0,0
29,k121_271021,5095,,2,0.1,no,0,0,1,0,1,0,0,1
36,k121_841637,4571,,6,0.0,no,0,0,1,0,0,0,0,0
46,k121_740872,3403,,1,1.7,no,0,0,0,0,0,0,0,1
47,k121_7860,3373,,2,8.9,no,0,0,0,0,0,0,0,0
48,k121_1210640,3369,,4,0.0,yes,0,0,1,0,0,0,0,0
49,k121_129239,3045,,3,0.0,no,0,0,1,0,0,0,0,0
52,k121_553685,2857,,2,2.1,no,0,1,0,0,0,0,0,1
55,k121_1116106,2583,,2,9.6,no,0,0,0,0,0,0,0,0
62,k121_1197411,2178,,1,0.6,no,0,0,0,0,0,0,0,1
76,k121_1085525,1863,,2,0.4,no,0,0,0,0,0,0,0,1
82,k121_675686,1762,,3,0.0,no,0,0,1,0,0,0,0,0
97,k121_482647,1539,,1,0.4,no,0,0,0,0,0,0,0,1
108,k121_440218,1399,,1,0.4,no,0,0,0,0,0,0,0,1
117,k121_587562,1283,,2,0.0,no,0,0,1,0,0,0,0,0
121,k121_593129,1252,,1,0.4,no,0,0,0,0,0,0,0,1
129,k121_322912,1185,,1,0.1,no,0,0,0,0,0,0,0,1
136,k121_851513,1096,,1,0.4,no,0,0,0,0,0,0,0,1
143,k121_729482,1062,,1,0.1,no,0,0,0,0,0,0,0,1
152,k121_413196,1036,,1,0.4,no,0,0,0,0,0,0,0,1
158,k121_813330,1008,,2,0.3,no,0,0,0,0,0,0,0,1
