,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
8,k121_1113230,32522,,38,0.0,no,0,0,1,0,3,0,0,0
12,k121_462967,20528,,15,-0.3,no,0,0,1,0,1,0,0,0
15,k121_595750,15015,,8,0.0,no,0,0,1,0,0,0,0,0
18,k121_132114,10417,,11,0.0,no,0,0,1,0,0,0,0,0
19,k121_1053362,10329,,12,0.0,no,0,0,1,0,0,0,0,0
28,k121_587326,6893,,12,0.0,no,0,0,1,0,0,0,0,0
29,k121_1012566,6791,,6,0.0,no,0,0,1,0,0,0,0,0
43,k121_680759,5435,,5,6.9,no,0,0,0,0,0,0,0,1
47,k121_1157991,4904,,5,0.9,yes,0,0,1,1,0,0,0,0
48,k121_1157552,4860,,4,0.0,yes,0,1,0,0,0,0,0,0
52,k121_672720,4599,,3,0.0,no,0,0,1,0,1,0,0,0
55,k121_1107405,4339,,4,0.7,no,0,0,0,0,0,1,0,0
58,k121_496364,4143,,6,2.2,no,0,0,0,0,0,0,0,0
62,k121_715633,3846,,6,0.0,no,0,0,1,0,0,0,0,0
65,k121_961364,3681,,4,45.6,no,0,0,0,0,0,0,0,1
68,k121_1157600,3474,,6,0.0,yes,0,1,0,0,0,0,0,0
71,k121_496015,3415,,2,0.5,no,1,0,0,0,0,0,0,1
79,k121_419663,2846,,2,0.7,no,0,0,0,0,0,0,0,1
87,k121_77679,2551,,4,26.3,no,0,1,0,0,0,0,0,0
88,k121_649488,2471,,2,7.6,no,0,0,0,0,0,0,0,0
89,k121_542258,2441,,1,0.0,no,0,0,1,0,0,0,0,0
90,k121_502463,2428,,1,0.0,yes,0,0,1,0,0,0,0,0
95,k121_572473,2313,,5,0.9,no,0,0,0,0,0,0,0,0
99,k121_135955,2269,,2,0.0,no,0,0,1,0,0,0,0,0
122,k121_280253,1902,,4,1.7,no,0,0,0,0,1,0,0,1
132,k121_82687,1707,,1,0.9,no,0,0,0,0,0,0,0,1
134,k121_601976,1693,,2,0.6,no,0,0,0,0,0,0,0,1
135,k121_32414,1693,,1,0.6,no,0,0,0,0,0,0,0,1
136,k121_130651,1686,,1,0.1,no,0,0,0,0,0,0,0,1
137,k121_618819,1635,,2,0.0,no,0,0,1,0,0,0,0,1
138,k121_668536,1627,,1,0.0,no,1,0,0,0,0,0,0,0
140,k121_971516,1618,,1,1.1,no,0,0,0,0,1,0,0,1
141,k121_512428,1607,,1,0.0,no,0,1,0,0,0,0,0,0
148,k121_316331,1573,,3,3.0,no,0,0,0,0,0,0,0,1
149,k121_348721,1570,,2,0.2,no,0,0,0,0,0,0,0,1
150,k121_503623,1570,,3,2.3,no,0,0,0,0,0,0,0,1
156,k121_1124588,1521,,2,0.0,no,1,0,0,0,0,0,0,0
166,k121_940442,1452,,2,0.2,no,0,0,0,0,0,0,0,1
170,k121_1039901,1439,,2,0.6,no,0,0,0,0,0,0,0,1
174,k121_1039269,1419,,2,4.1,no,0,0,0,0,0,0,0,0
182,k121_56322,1361,,3,0.8,no,0,0,0,0,0,0,0,1
202,k121_148555,1261,,1,0.0,no,0,0,1,0,0,0,0,0
213,k121_105234,1220,,3,0.8,no,0,0,0,0,0,0,0,0
215,k121_1146075,1212,,2,0.9,no,0,0,0,0,0,0,0,1
216,k121_278821,1194,,1,0.2,no,0,0,0,0,0,0,0,1
217,k121_355002,1180,,2,2.1,no,0,0,0,0,0,0,0,1
258,k121_1094970,1047,,2,2.1,no,0,0,0,0,1,0,0,1
