,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
0,k121_1003041,9714,,12,0.0,no,0,0,1,0,0,0,0,0
75,k121_1269650,3465,,1,1.7,no,0,0,0,0,0,0,0,1
106,k121_1292879,2363,,2,0.0,yes,0,0,1,0,0,0,0,0
107,k121_1249869,2339,,5,0.0,no,0,0,1,0,0,0,0,0
182,k121_113729,1481,,1,0.0,no,0,1,0,0,0,0,0,0
194,k121_430812,1389,,1,0.1,no,0,0,0,0,0,0,0,1
195,k121_833238,1388,,1,0.6,no,0,0,0,0,0,0,0,1
279,k121_1116809,1046,,1,0.4,no,0,0,0,0,0,0,0,1
288,k121_1068434,1022,,1,0.1,no,0,0,0,0,0,0,0,1
291,k121_855599,1016,,1,0.1,no,0,0,0,0,0,0,0,1
