,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
1,k121_383216,97408,,84,0.0,no,0,0,1,0,3,0,0,0
15,k121_2335286,42848,,42,0.0,no,0,0,1,0,1,0,0,0
34,k121_2656818,29048,,35,0.0,no,0,0,1,0,0,0,0,0
35,k121_2730283,19782,,26,0.0,no,0,0,1,0,1,0,0,0
39,k121_2410770,12891,,17,0.0,no,0,0,1,0,0,0,0,0
40,k121_2019476,12754,,12,0.3,no,0,0,0,0,0,0,0,1
41,k121_1898356,12554,,13,0.2,no,0,0,0,0,0,0,0,1
43,k121_275354,11294,,11,0.2,no,0,0,0,0,0,0,0,1
45,k121_675609,10276,,13,0.0,no,0,0,1,0,1,0,0,0
48,k121_1148934,8691,,9,0.0,no,0,0,1,0,0,0,0,0
50,k121_1684051,7767,,6,0.0,no,0,1,0,0,0,0,0,0
52,k121_2116613,7564,,10,0.0,no,0,0,1,0,0,0,0,0
58,k121_631851,6105,,8,0.2,no,0,0,0,0,0,0,0,1
63,k121_3000607,5446,,7,0.0,yes,0,0,1,0,0,0,0,0
65,k121_1984257,5323,,3,-0.4,no,0,0,1,0,0,0,0,0
67,k121_2754583,5242,,7,0.0,no,0,1,0,0,0,0,0,0
69,k121_1965257,4969,,4,0.0,no,0,0,1,0,0,0,0,0
70,k121_1157182,4840,,4,4.5,no,0,0,0,0,0,0,0,0
83,k121_24134,4245,,3,0.0,no,0,0,1,0,0,0,0,0
85,k121_659874,4191,,5,-0.1,no,0,1,0,0,0,0,0,0
88,k121_921657,4107,,3,0.0,no,0,0,1,0,0,0,0,0
90,k121_1453557,4065,,5,-0.1,no,0,1,0,0,0,0,0,0
93,k121_938822,3709,,6,0.0,no,0,0,1,0,0,0,0,0
100,k121_2573318,3089,,1,0.4,no,0,0,0,0,0,0,0,1
104,k121_2916001,2831,,3,0.0,no,0,0,1,0,0,0,0,0
106,k121_535785,2811,,2,0.2,no,0,0,0,0,0,0,0,1
108,k121_1478351,2726,,3,0.0,no,0,0,1,0,0,0,0,0
113,k121_786743,2619,,3,0.0,no,0,1,0,0,0,0,0,0
115,k121_284054,2603,,3,0.1,no,0,0,0,0,0,0,0,1
117,k121_65282,2582,,2,0.2,no,0,0,0,0,0,0,0,1
121,k121_2650921,2474,,3,0.0,no,0,1,0,0,0,0,0,0
122,k121_688870,2472,,2,0.2,no,0,0,0,0,0,0,0,1
153,k121_228986,1871,,1,0.0,no,0,0,1,0,0,0,0,0
157,k121_2424897,1833,,1,0.4,no,0,0,0,0,0,0,0,1
171,k121_2580873,1709,,1,0.0,no,0,0,1,0,0,0,0,0
183,k121_2879057,1606,,1,0.6,no,0,0,0,0,0,0,0,1
195,k121_1457901,1502,,1,0.0,no,0,1,0,0,0,0,0,0
196,k121_1287950,1495,,1,0.1,no,0,0,0,0,1,0,0,1
199,k121_1122943,1477,,1,0.0,no,0,1,0,0,0,0,0,0
204,k121_2273283,1454,,1,0.1,no,0,0,0,0,0,0,0,1
205,k121_2100543,1439,,1,0.1,no,0,0,0,0,0,0,0,1
210,k121_2571720,1407,,1,0.0,no,0,1,0,0,0,0,0,0
214,k121_1786392,1373,,1,0.0,no,0,0,1,0,0,0,0,0
231,k121_1941765,1269,,2,0.8,no,0,0,0,0,0,0,0,1
234,k121_1106874,1255,,1,4.7,no,0,0,0,0,0,0,0,0
251,k121_1686806,1175,,2,0.1,no,0,0,0,0,0,0,0,1
264,k121_1765040,1129,,1,0.1,no,0,0,0,0,0,0,0,1
269,k121_2447664,1114,,1,0.0,no,0,0,1,0,0,0,0,0
272,k121_2875769,1097,,1,0.1,no,0,0,0,0,0,0,0,1
284,k121_2052509,1040,,1,0.1,no,0,0,0,0,0,0,0,1
287,k121_1095950,1029,,1,0.1,no,0,0,0,0,0,0,0,1
290,k121_1859173,1027,,1,1.6,no,0,0,0,0,0,0,0,1
293,k121_2312454,1023,,2,0.6,no,0,0,0,0,0,0,0,1
