,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
0,k121_1955643,31244,,39,0.0,no,0,0,1,0,1,0,0,0
1,k121_95809,16767,,16,0.0,no,0,0,1,0,0,0,0,0
6,k121_1725969,6180,,7,0.0,no,0,0,2,0,0,0,0,0
10,k121_438613,5573,,4,1.1,no,0,0,0,0,0,0,0,0
13,k121_252970,5468,,6,0.0,no,0,0,1,0,1,0,0,0
18,k121_574234,5349,,4,0.0,no,0,0,1,0,0,0,0,0
29,k121_432626,4566,,7,0.0,no,0,1,1,0,0,0,0,0
34,k121_3371863,3397,,5,0.0,yes,0,0,1,0,0,0,0,0
36,k121_65721,3146,,4,0.0,no,0,0,1,0,0,0,0,0
38,k121_2200382,3117,,4,1.3,no,0,0,0,0,0,0,0,1
39,k121_247409,3105,,4,0.0,no,0,1,0,0,0,0,0,0
42,k121_2882935,3035,,3,0.0,no,0,1,0,0,0,0,0,0
44,k121_1641963,2880,,3,0.2,no,0,0,0,0,0,0,0,1
46,k121_2428787,2759,,2,0.0,no,0,0,1,0,0,0,0,0
47,k121_3392,2715,,4,0.0,no,0,0,1,0,0,0,0,0
49,k121_3127673,2638,,2,0.0,no,0,0,1,0,0,0,0,0
55,k121_712509,2471,,3,0.0,no,0,0,1,0,0,0,0,0
58,k121_311880,2366,,2,0.0,no,0,1,0,0,0,0,0,0
63,k121_1488996,2190,,3,0.0,no,0,0,1,0,0,0,0,0
72,k121_1671637,2022,,3,0.2,no,0,0,0,0,0,0,0,1
73,k121_3017399,2021,,2,0.0,no,0,1,0,0,0,0,0,0
75,k121_3172491,2011,,2,0.0,no,0,0,1,0,0,0,0,0
83,k121_2025983,1872,,2,0.0,no,0,1,0,0,0,0,0,0
86,k121_1946466,1850,,3,0.0,no,0,0,1,0,0,0,0,0
94,k121_3270456,1696,,2,0.0,no,0,0,1,0,0,0,0,0
98,k121_2809895,1622,,2,0.0,no,0,0,1,0,0,0,0,0
112,k121_1622589,1469,,2,0.3,no,0,0,0,0,1,0,0,1
124,k121_2471293,1388,,1,0.0,no,0,1,0,0,0,0,0,1
132,k121_3300217,1324,,1,0.0,no,0,0,1,0,0,0,0,0
134,k121_3137769,1314,,1,0.6,no,0,0,0,0,0,0,0,1
136,k121_3171569,1295,,1,0.4,no,0,0,0,0,0,0,0,1
137,k121_2677432,1291,,2,0.0,no,0,0,1,0,0,0,0,1
138,k121_2249243,1282,,1,0.0,no,0,0,1,0,0,0,0,0
162,k121_147593,1112,,1,0.0,no,0,0,1,0,0,0,0,0
167,k121_1367401,1101,,1,1.4,no,0,0,0,0,0,0,0,0
174,k121_3211488,1085,,1,0.0,no,0,0,1,0,0,0,0,0
181,k121_804589,1059,,1,0.0,no,0,1,0,0,0,0,0,0
194,k121_2547003,1028,,1,0.1,no,0,0,0,0,0,0,0,1
199,k121_1650505,1013,,1,1.1,no,0,0,0,0,0,0,0,0
203,k121_3195524,1004,,1,0.1,no,0,0,0,0,0,0,0,1
