,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
0,k121_997852,44056,,46,0.0,no,0,0,1,0,1,0,0,0
1,k121_431748,17529,,18,0.2,no,0,0,0,0,0,0,0,1
3,k121_641344,6171,,10,9.6,no,0,0,0,0,0,0,0,0
5,k121_576537,5650,,6,0.2,no,0,0,0,0,0,0,0,1
6,k121_172696,5299,,6,0.2,no,0,0,0,0,0,0,0,1
8,k121_1160688,3915,,1,1.7,no,0,0,0,0,0,0,0,1
10,k121_644804,3716,,3,1.1,no,0,0,0,0,0,0,0,0
11,k121_151356,3676,,4,0.0,no,0,1,0,0,0,0,0,0
12,k121_239400,3659,,3,0.2,no,0,0,0,0,0,0,0,1
20,k121_127905,2485,,2,0.4,no,0,0,0,0,0,0,0,1
23,k121_793560,2280,,3,1.1,no,0,0,0,0,0,0,0,0
29,k121_6787,2056,,1,0.4,no,0,0,0,0,0,0,0,1
33,k121_239596,1846,,3,0.1,no,0,0,0,0,0,0,0,1
42,k121_910836,1659,,1,0.4,no,0,0,0,0,0,0,0,1
44,k121_269133,1597,,2,0.2,no,0,0,0,0,0,0,0,1
47,k121_169941,1558,,1,0.2,no,0,0,0,0,0,0,0,1
69,k121_482601,1206,,2,0.0,no,0,1,0,0,0,0,0,0
