,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
0,k121_72752,21747,,22,-0.1,no,0,0,1,0,1,0,0,0
1,k121_266381,7273,,8,0.0,no,0,0,1,0,3,0,0,0
4,k121_252066,6678,,5,1.0,no,0,1,0,0,0,0,0,0
5,k121_43546,4474,,3,0.0,yes,0,1,0,0,0,0,0,0
6,k121_605170,4463,,4,0.0,yes,0,0,1,0,0,0,0,0
7,k121_235651,4440,,6,0.0,no,0,1,0,0,0,0,0,0
9,k121_12023,3858,,3,0.2,no,0,1,0,0,0,0,0,1
11,k121_252010,3803,,3,0.0,no,0,0,1,0,0,0,0,0
12,k121_605339,3723,,5,0.0,yes,0,0,1,0,0,0,0,0
14,k121_426902,3478,,5,0.0,no,0,1,0,0,0,0,0,0
15,k121_604609,3424,,4,0.0,yes,0,0,1,0,0,0,0,0
16,k121_605555,3396,,4,0.0,yes,0,0,1,0,0,0,0,0
19,k121_444823,2952,,3,0.0,no,0,0,1,0,0,0,0,0
20,k121_537846,2924,,4,0.4,no,0,0,0,0,0,0,0,1
21,k121_162387,2844,,5,10.0,no,0,0,0,0,0,2,0,0
22,k121_78580,2689,,2,0.4,no,0,0,0,0,0,2,0,1
23,k121_473858,2665,,3,6.1,no,0,1,0,0,0,1,0,0
25,k121_95775,2556,,1,1.1,no,0,0,0,0,0,0,0,1
27,k121_347925,2495,,2,0.0,no,0,1,0,0,0,0,0,0
29,k121_449779,2285,,2,0.9,no,0,0,0,0,0,0,0,1
31,k121_166111,2257,,3,0.9,no,0,0,0,0,0,0,0,1
33,k121_209109,2171,,2,0.2,no,0,2,0,0,0,0,0,1
36,k121_220025,1977,,2,2.1,no,0,0,1,0,0,0,0,1
38,k121_435562,1782,,2,0.2,no,0,0,0,0,0,0,0,1
39,k121_336146,1758,,2,2.8,no,0,0,0,0,0,0,0,0
40,k121_324249,1713,,1,0.1,no,0,0,0,0,0,0,0,1
47,k121_72720,1560,,2,0.0,no,0,0,1,0,0,0,0,0
48,k121_472499,1558,,1,0.1,no,0,0,0,0,0,0,0,1
51,k121_106399,1482,,2,2.7,no,0,0,0,0,0,0,0,0
52,k121_94256,1426,,1,0.0,no,0,1,0,0,0,0,0,0
54,k121_56266,1405,,1,5.2,no,0,0,0,0,0,0,0,1
56,k121_544858,1356,,2,0.3,no,0,0,0,0,0,0,0,1
57,k121_22281,1345,,1,0.8,no,0,0,0,0,0,0,0,0
59,k121_31469,1332,,3,2.7,no,0,0,0,0,0,0,0,1
61,k121_83063,1323,,1,53.2,no,0,0,0,0,0,0,0,1
64,k121_139886,1272,,1,0.0,no,0,1,0,0,0,0,0,0
66,k121_19834,1241,,2,6.3,no,0,0,0,0,0,0,0,1
67,k121_148570,1240,,1,3.3,no,0,0,0,0,0,0,0,1
71,k121_162884,1212,,2,0.2,no,0,0,0,0,0,0,0,1
73,k121_164798,1139,,2,2.2,no,0,0,0,0,0,0,0,1
75,k121_376814,1083,,1,0.6,no,0,0,0,0,0,0,0,1
78,k121_260136,1071,,2,2.5,no,0,0,0,0,0,0,0,1
82,k121_184002,1023,,1,0.1,no,0,0,0,0,0,0,0,1
83,k121_246568,1020,,1,0.0,no,0,1,0,0,0,0,0,0
84,k121_496870,1016,,1,21.9,no,0,0,0,0,0,0,0,1
