,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
0,k121_492597,47212,,39,0.0,no,0,0,1,0,10,0,0,0
2,k121_426903,17032,,16,0.0,no,0,0,1,0,0,0,0,0
4,k121_672143,11500,,10,0.0,no,0,0,1,0,0,0,0,0
5,k121_185855,11139,,9,-0.0,no,0,0,1,0,0,0,0,0
6,k121_750337,8523,,13,0.0,no,0,0,1,0,0,0,0,0
7,k121_427676,7459,,8,0.0,no,0,0,1,0,0,0,0,0
9,k121_808667,6668,,6,0.0,no,0,0,1,0,2,0,0,0
21,k121_544030,5228,,4,0.0,no,0,1,0,0,0,0,0,0
22,k121_857453,5150,,7,0.0,yes,0,0,1,0,0,0,0,0
30,k121_102089,3813,,4,0.0,no,0,0,1,0,0,0,0,0
32,k121_43992,3706,,6,0.0,no,0,1,1,0,0,0,0,0
38,k121_589396,2787,,4,0.0,no,0,0,1,0,0,0,0,0
39,k121_589686,2785,,4,0.0,no,0,0,1,0,0,0,0,0
42,k121_89561,2730,,3,0.0,no,0,0,1,0,0,0,0,0
44,k121_85620,2670,,2,0.0,no,0,0,1,0,0,0,0,0
67,k121_660193,1758,,1,0.0,no,0,1,0,0,0,0,0,0
80,k121_888024,1606,,3,0.0,no,0,1,0,0,0,0,0,0
81,k121_840550,1556,,2,0.0,no,0,0,1,0,0,0,0,0
83,k121_885368,1554,,1,0.0,no,0,1,0,0,0,0,0,0
84,k121_221928,1550,,3,0.0,no,0,0,1,0,0,0,0,0
97,k121_189874,1303,,1,0.0,no,0,1,0,0,0,0,0,0
137,k121_595788,1065,,1,0.0,no,0,0,1,0,0,0,0,0
