,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
1,k121_318577,17443,,18,0.0,no,0,0,1,0,1,0,0,0
6,k121_438018,4733,,6,0.2,no,0,0,0,0,0,0,0,1
12,k121_264507,4121,,5,0.3,no,0,0,0,0,0,0,0,1
14,k121_593749,3708,,4,0.1,no,0,0,0,0,0,0,0,1
16,k121_404971,3624,,2,0.2,no,0,0,0,0,0,0,0,1
18,k121_709128,3246,,3,0.2,no,0,0,0,0,0,0,0,1
22,k121_677665,2731,,3,0.3,no,0,0,0,0,0,0,0,1
27,k121_545985,2449,,2,0.2,no,0,0,0,0,0,0,0,1
35,k121_749485,2141,,2,0.2,no,0,0,0,0,0,0,0,1
36,k121_394144,2135,,2,0.4,no,0,0,0,0,0,0,0,1
37,k121_785516,2113,,3,0.1,no,0,0,0,0,0,0,0,1
42,k121_70181,1962,,2,-0.4,no,0,1,0,0,0,0,0,0
44,k121_115103,1924,,2,0.2,no,0,0,0,0,0,0,0,1
49,k121_75078,1704,,1,0.4,no,0,0,0,0,0,0,0,1
57,k121_422410,1541,,2,0.2,no,0,0,0,0,0,0,0,1
59,k121_549091,1517,,1,0.4,no,0,0,0,0,0,0,0,1
71,k121_345545,1326,,1,0.4,no,0,0,0,0,0,0,0,1
79,k121_490417,1197,,1,0.4,no,0,0,0,0,0,0,0,1
92,k121_489950,1073,,1,17.8,no,0,0,0,0,0,0,0,0
