,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
1,k121_311333,6695,,8,0.0,no,0,0,1,0,0,0,0,0
2,k121_450657,5451,,7,0.1,no,0,1,0,0,0,0,0,0
5,k121_397876,5339,,8,0.2,no,0,0,1,0,0,0,0,0
6,k121_343325,5166,,9,0.5,no,0,0,0,1,0,0,0,1
7,k121_101897,5098,,8,0.1,yes,0,0,1,0,0,0,0,0
9,k121_450390,4900,,6,0.1,no,0,1,0,0,0,0,0,0
12,k121_587048,4279,,5,0.0,yes,0,0,1,0,0,0,0,0
13,k121_198536,4269,,8,0.9,yes,0,0,1,0,0,0,0,0
14,k121_290010,4126,,3,0.0,yes,0,1,1,0,0,0,0,0
16,k121_183085,4098,,4,1.3,no,0,0,1,0,1,0,0,1
17,k121_266927,3578,,2,0.0,no,0,1,0,0,0,0,0,0
19,k121_587306,3476,,5,0.0,yes,0,0,1,0,0,0,0,0
21,k121_44887,3405,,2,0.0,no,0,0,1,0,1,0,0,0
24,k121_587595,3366,,4,0.0,yes,0,0,1,0,0,0,0,0
26,k121_145734,3223,,4,0.0,no,0,0,1,0,0,0,0,0
32,k121_60264,2849,,3,1.6,no,0,1,0,0,0,0,0,0
33,k121_432051,2754,,4,7.6,no,0,0,0,0,0,0,0,1
36,k121_485255,2378,,4,2.5,no,0,0,1,0,0,0,0,1
37,k121_281260,2273,,2,0.1,no,0,1,0,0,0,0,0,0
38,k121_154,2251,,2,0.4,no,0,0,0,0,1,0,0,1
39,k121_54716,2196,,3,0.6,no,0,0,0,0,0,0,0,1
41,k121_462951,2119,,5,0.8,no,0,0,0,0,0,0,0,1
43,k121_587411,2055,,1,4.2,yes,0,0,0,0,0,0,0,1
45,k121_515151,2009,,4,0.4,no,0,0,0,0,0,0,0,1
46,k121_413094,1944,,2,0.0,no,0,0,1,0,0,0,0,0
47,k121_509812,1944,,1,0.0,no,0,0,1,0,0,0,0,0
48,k121_374774,1939,,2,0.0,no,0,0,1,0,0,0,0,0
49,k121_287098,1931,,3,1.0,no,0,0,0,0,0,0,0,1
51,k121_141605,1900,,1,0.4,no,0,0,0,0,0,0,0,1
53,k121_436446,1882,,2,2.8,no,0,0,0,0,0,0,0,0
55,k121_22053,1846,,1,0.0,yes,0,1,0,0,0,0,0,0
57,k121_401734,1822,,1,4.0,no,0,0,0,0,0,0,0,1
58,k121_522224,1817,,1,0.4,no,0,0,0,0,0,0,0,1
61,k121_429737,1780,,1,0.0,no,0,0,1,0,0,0,0,0
63,k121_113684,1763,,1,0.0,no,0,0,1,0,0,0,0,0
68,k121_98375,1731,,2,0.4,no,0,0,0,0,0,0,0,1
76,k121_560403,1598,,2,9.3,no,0,0,0,0,0,0,0,1
79,k121_505604,1567,,1,4.5,no,0,0,0,0,0,0,0,1
82,k121_297981,1541,,1,0.1,no,0,0,0,0,0,0,0,1
85,k121_405755,1512,,2,0.9,no,0,0,0,0,0,0,0,1
86,k121_426174,1499,,2,10.3,no,0,0,0,0,0,0,0,1
89,k121_230006,1486,,2,1.8,no,0,0,0,0,0,0,0,1
92,k121_367389,1436,,3,0.5,no,0,0,0,0,0,0,0,1
94,k121_229551,1406,,1,35.3,no,0,0,0,0,0,0,0,0
97,k121_365872,1371,,1,1.1,no,0,0,0,0,0,0,0,1
99,k121_548965,1360,,3,21.4,no,0,0,0,0,0,2,0,1
102,k121_226673,1338,,2,27.7,no,0,0,0,0,0,0,0,1
103,k121_338468,1330,,2,23.1,no,0,0,0,0,0,0,0,1
104,k121_24074,1324,,1,0.8,no,0,0,0,0,0,0,0,1
106,k121_179835,1285,,2,1.0,no,1,0,0,0,0,0,0,0
107,k121_427963,1277,,1,0.0,no,0,1,0,0,0,0,0,0
108,k121_103625,1260,,1,0.0,no,0,1,0,0,0,0,0,0
109,k121_436638,1258,,1,0.1,no,1,0,0,0,0,0,0,1
110,k121_21024,1254,,0,0.0,no,2,0,0,1,0,0,0,1
112,k121_63289,1205,,2,2.6,no,0,0,0,0,0,0,0,1
114,k121_111587,1200,,2,0.2,no,0,0,0,0,0,0,0,1
118,k121_68355,1174,,1,2.4,no,0,0,0,0,0,0,0,0
119,k121_223234,1125,,2,1.3,no,0,0,0,0,0,0,0,1
121,k121_98884,1123,,1,21.9,no,0,0,0,0,0,0,0,0
122,k121_501880,1101,,1,0.6,no,0,0,0,0,0,0,0,1
123,k121_581908,1101,,2,3.1,no,0,0,0,0,0,0,0,1
124,k121_374159,1089,,2,0.2,no,0,0,0,0,0,0,0,1
125,k121_24196,1089,,2,0.6,no,0,0,0,0,0,0,0,1
126,k121_47835,1089,,1,3.8,no,0,1,0,0,0,0,0,1
127,k121_223767,1086,,2,0.2,no,0,0,0,0,0,0,0,1
128,k121_399005,1056,,1,0.9,no,0,0,0,0,0,0,0,0
129,k121_100682,1039,,2,0.4,no,0,0,0,0,0,0,0,1
131,k121_304415,1034,,1,0.0,no,0,0,1,0,0,0,0,1
132,k121_40315,1032,,1,0.0,no,0,0,1,0,0,0,0,1
137,k121_449523,1021,,3,3.6,no,0,0,0,0,0,0,0,1
139,k121_164271,1012,,1,2.1,no,0,0,0,0,0,0,0,1
