,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
8,k121_233634,6514,,8,0.0,no,0,0,1,0,0,0,0,0
13,k121_227702,4156,,2,0.9,no,0,0,0,0,0,0,0,0
15,k121_861994,3453,,4,0.0,yes,0,0,1,0,0,0,0,0
28,k121_719606,2256,,2,0.0,yes,0,0,1,0,0,0,0,0
29,k121_821729,2173,,1,19.8,no,0,0,0,0,0,0,0,1
37,k121_340544,2015,,2,0.0,no,0,0,1,0,0,0,0,0
40,k121_77924,1873,,3,0.0,no,0,0,1,0,0,0,0,0
52,k121_316925,1565,,2,0.2,no,0,0,0,0,0,0,0,1
53,k121_603742,1548,,4,1.0,no,0,0,0,0,0,0,0,0
59,k121_304983,1405,,2,0.0,no,0,0,1,0,0,0,0,0
74,k121_207542,1165,,1,0.9,no,0,0,0,0,0,0,0,0
