,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
7,k121_740711,10115,,12,-0.1,no,0,1,0,0,0,0,0,0
15,k121_582295,4161,,3,0.1,no,0,0,0,0,0,0,0,1
16,k121_464715,3979,,2,0.9,no,0,0,0,0,0,0,0,1
20,k121_103520,2942,,3,0.0,no,0,0,1,0,0,0,0,0
21,k121_723462,2553,,3,0.1,no,0,0,0,0,0,0,0,1
26,k121_774690,2293,,3,0.0,no,0,0,1,0,0,0,0,0
30,k121_464959,2032,,2,0.1,no,0,0,0,0,0,0,0,1
45,k121_33209,1411,,2,1.4,no,0,0,0,0,0,0,0,1
48,k121_829619,1342,,1,0.0,no,0,0,1,0,0,0,0,0
49,k121_852989,1335,,2,0.3,no,0,0,0,0,0,0,0,1
66,k121_888942,1159,,1,4.2,no,0,0,0,0,0,0,0,1
76,k121_245523,1099,,1,0.1,no,0,0,0,0,0,0,0,1
86,k121_703035,1007,,1,0.0,no,0,0,1,0,0,0,0,0
