,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
0,k121_268615,49039,,62,0.0,no,0,0,1,0,0,0,0,0
1,k121_1139388,28858,,25,0.0,no,0,0,1,0,0,0,0,0
7,k121_10088,8435,,10,0.0,no,0,0,1,0,0,0,0,0
38,k121_570432,4664,,9,0.0,yes,0,0,1,0,0,0,0,0
39,k121_1081142,4579,,3,0.0,no,0,0,1,0,0,0,0,0
43,k121_591243,4126,,2,0.2,no,0,0,0,0,0,0,0,1
47,k121_1180924,3889,,4,0.0,yes,0,0,1,0,0,0,0,0
48,k121_195401,3699,,3,0.0,no,0,0,1,0,0,0,0,0
51,k121_14784,3347,,1,1.7,no,0,0,0,0,0,0,0,1
54,k121_869086,3052,,4,0.2,no,0,0,0,0,0,0,0,1
56,k121_110896,2984,,1,0.1,no,0,0,0,0,0,0,0,1
59,k121_331947,2835,,3,0.2,no,0,0,0,0,0,0,0,1
61,k121_1180899,2528,,3,0.0,yes,0,0,1,0,0,0,0,0
68,k121_1180961,2233,,2,0.0,yes,0,0,1,0,0,0,0,0
69,k121_225794,2185,,4,0.0,no,0,0,1,0,0,0,0,0
71,k121_672659,2047,,2,0.4,no,0,0,0,0,0,0,0,1
74,k121_1038120,2018,,3,0.0,no,0,0,1,0,0,0,0,0
92,k121_891823,1683,,2,0.0,no,0,0,1,0,0,0,0,0
113,k121_1016089,1490,,2,0.0,no,0,1,0,0,0,0,0,0
115,k121_536832,1486,,1,0.0,no,0,0,1,0,0,0,0,0
127,k121_509306,1388,,1,0.4,no,0,0,0,0,0,0,0,1
132,k121_1098412,1349,,2,0.0,no,0,0,1,0,0,0,0,0
140,k121_977963,1316,,2,0.2,no,0,0,0,0,0,0,0,1
148,k121_156157,1283,,2,0.2,no,0,0,0,0,0,0,0,1
158,k121_858319,1198,,1,0.1,no,0,0,0,0,0,0,0,1
173,k121_1125164,1140,,1,0.1,no,0,0,0,0,0,0,0,1
196,k121_352280,1056,,1,0.1,no,0,0,0,0,0,0,0,1
198,k121_891000,1054,,1,0.1,no,0,0,0,0,0,0,0,1
200,k121_741061,1051,,1,0.1,no,0,0,0,0,0,0,0,1
202,k121_211242,1047,,1,35.3,no,0,0,0,0,0,0,0,1
207,k121_635646,1039,,1,0.1,no,0,0,0,0,0,0,0,1
