,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
3,k121_1406966,12517,,12,0.0,no,0,0,1,0,0,0,0,0
5,k121_1434630,6730,,7,-0.1,no,0,1,0,0,0,0,0,0
16,k121_1110247,5026,,5,-0.1,no,0,1,0,0,0,0,0,0
29,k121_1348152,3904,,4,0.3,no,0,1,0,0,0,0,0,0
32,k121_975762,3722,,4,0.0,no,0,0,1,0,0,0,0,0
34,k121_630542,3706,,3,-0.1,no,0,1,0,0,0,0,0,0
37,k121_502503,3492,,3,0.0,no,0,1,0,0,0,0,0,0
40,k121_664148,3445,,4,0.0,no,0,1,0,0,0,0,0,0
41,k121_497841,3443,,4,0.0,no,0,0,1,0,0,0,0,0
42,k121_1828319,3412,,7,1.4,no,0,0,0,0,0,0,0,1
43,k121_233947,3402,,4,0.0,no,0,0,1,0,0,0,0,0
44,k121_2008600,3395,,1,0.1,no,0,0,0,0,0,0,0,1
56,k121_452014,2960,,3,0.1,no,0,0,0,0,0,0,0,1
57,k121_565360,2903,,5,0.0,no,0,0,1,0,0,0,0,0
59,k121_1597881,2816,,4,0.8,no,0,0,0,0,0,0,0,0
60,k121_1873107,2805,,6,0.9,no,0,0,0,0,0,0,0,1
61,k121_1406856,2784,,3,1.5,no,0,0,0,0,0,0,0,1
63,k121_1935194,2731,,2,0.1,no,0,0,0,0,0,0,0,1
77,k121_1921385,2499,,3,0.0,no,0,0,1,0,0,0,0,0
79,k121_798656,2470,,2,0.2,no,0,0,0,0,0,0,0,1
80,k121_657714,2467,,3,0.0,no,0,0,1,0,0,0,0,0
81,k121_2034521,2444,,2,0.0,yes,0,0,1,0,0,0,0,0
82,k121_2031783,2423,,3,0.0,yes,0,0,1,0,0,0,0,0
85,k121_2031979,2341,,2,0.0,yes,0,0,1,0,0,0,0,0
89,k121_2032174,2291,,2,0.0,yes,0,0,1,0,0,0,0,0
92,k121_1177610,2251,,2,0.0,no,0,0,1,0,0,0,0,0
94,k121_213879,2221,,1,0.0,no,0,0,1,0,0,0,0,0
95,k121_266695,2199,,2,22.3,no,0,0,0,0,0,0,0,0
97,k121_1044461,2111,,1,0.1,no,0,0,0,0,0,0,0,1
98,k121_429522,2074,,1,0.0,no,0,0,1,0,0,0,0,0
104,k121_77037,1936,,3,0.9,no,0,0,0,0,0,0,0,1
118,k121_801076,1745,,1,0.1,no,0,0,0,0,0,0,0,1
119,k121_672432,1739,,1,0.1,no,0,0,0,0,0,0,0,1
126,k121_1673461,1636,,2,0.0,no,0,0,1,0,0,0,0,0
133,k121_1852858,1567,,1,0.6,no,0,1,0,0,0,0,0,1
135,k121_487413,1538,,2,0.9,no,0,0,0,0,1,0,0,1
138,k121_1020306,1495,,1,1.4,no,0,1,0,0,0,0,0,1
142,k121_1721153,1484,,2,0.0,no,0,0,1,0,1,0,0,0
149,k121_1975838,1400,,1,0.1,no,0,0,0,0,0,0,0,1
153,k121_263415,1322,,1,0.0,no,0,0,1,0,0,0,0,0
157,k121_679268,1308,,3,0.0,no,0,0,1,0,0,0,0,0
158,k121_274102,1307,,1,0.6,no,0,0,0,0,0,0,0,1
162,k121_239068,1297,,3,1.2,no,0,0,0,0,0,0,0,1
165,k121_816211,1289,,1,3.3,no,0,0,0,0,0,0,0,0
166,k121_1933591,1287,,1,0.0,no,0,1,0,0,0,0,0,0
168,k121_1179594,1280,,2,0.3,no,0,0,0,0,0,0,0,1
172,k121_1026538,1241,,3,0.4,no,0,0,0,0,0,0,0,1
176,k121_1575606,1216,,1,0.4,no,0,0,0,0,0,0,0,1
179,k121_829903,1208,,1,0.0,no,0,1,0,0,0,0,0,0
180,k121_2020980,1204,,2,1.8,no,0,0,0,0,0,0,0,1
181,k121_138815,1202,,2,0.0,no,0,0,1,0,0,0,0,0
186,k121_1413559,1167,,2,0.0,no,0,0,1,0,0,0,0,0
189,k121_1506533,1165,,1,0.0,no,0,1,0,0,0,0,0,0
192,k121_927742,1157,,1,1.1,no,0,0,0,0,0,0,0,1
194,k121_514131,1138,,1,0.1,no,0,0,0,0,0,0,0,1
197,k121_1684977,1124,,1,0.0,no,0,1,0,0,0,0,0,0
202,k121_1670192,1107,,1,0.6,no,0,0,0,0,0,0,0,1
206,k121_1105740,1091,,1,0.1,no,0,0,0,0,0,0,0,1
207,k121_1575462,1090,,1,0.4,no,0,0,0,0,0,0,0,1
211,k121_180835,1075,,1,0.4,no,0,0,0,0,0,0,0,1
214,k121_1434263,1064,,1,0.1,no,0,0,0,0,0,0,0,1
216,k121_419285,1052,,2,0.0,no,0,0,1,0,0,0,0,0
223,k121_932176,1034,,1,1.6,no,0,0,0,0,0,0,0,1
227,k121_422304,1019,,1,0.1,no,0,0,0,0,0,0,0,1
