,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
2,k121_282943,105053,,125,0.0,no,0,1,1,0,1,0,0,0
3,k121_244431,91915,,73,0.1,no,0,1,1,0,1,0,0,0
4,k121_218830,89227,,96,-0.0,no,0,0,1,0,1,0,0,0
5,k121_522605,80057,,79,0.0,no,0,0,1,0,1,0,0,0
6,k121_663017,70830,,83,0.2,no,0,1,0,0,0,0,0,0
8,k121_9537,58413,,48,0.0,no,0,0,1,0,0,0,0,0
9,k121_266290,55463,,53,-0.0,no,0,0,1,0,0,0,0,0
12,k121_227581,49323,,48,0.0,no,0,0,1,0,6,0,0,0
23,k121_83240,35120,,39,-0.0,no,0,1,0,0,0,0,0,0
30,k121_72535,28274,,25,0.0,no,0,0,1,0,0,0,0,0
31,k121_666304,27871,,26,0.0,no,0,0,1,0,1,0,0,0
33,k121_312394,21080,,18,-0.0,no,0,1,0,0,0,0,0,0
35,k121_536082,12707,,18,0.0,no,0,0,1,0,0,0,0,0
38,k121_529833,10628,,9,-0.0,no,0,1,0,0,0,0,0,0
40,k121_460505,9542,,9,0.1,no,0,0,0,0,2,0,0,1
41,k121_472627,8942,,10,0.0,no,0,0,1,0,0,0,0,0
46,k121_280620,7247,,8,-0.1,no,0,1,0,0,0,0,0,0
49,k121_259743,6644,,5,0.1,no,0,0,0,0,4,0,0,1
55,k121_6149,5455,,6,0.0,no,0,0,1,0,0,0,0,0
57,k121_436557,5133,,7,0.0,no,0,1,0,0,0,0,0,0
59,k121_304169,4811,,5,0.0,yes,0,0,1,0,0,0,0,0
61,k121_743764,4592,,6,0.0,yes,0,0,1,0,0,0,0,0
66,k121_671757,4349,,5,0.0,no,0,0,1,0,0,0,0,0
67,k121_528366,4258,,3,0.2,no,0,0,0,0,0,0,0,1
70,k121_188874,3811,,6,0.0,no,0,0,1,0,0,0,0,0
74,k121_291716,3675,,3,0.0,no,0,0,1,0,0,0,0,0
75,k121_95556,3668,,4,0.0,no,0,0,1,0,0,0,0,0
77,k121_218010,3493,,2,0.2,no,0,0,0,0,0,0,0,1
78,k121_158281,3485,,2,0.0,no,0,0,1,0,0,0,0,0
83,k121_598591,3105,,1,1.7,no,0,0,0,0,0,0,0,1
84,k121_270419,2984,,2,0.0,no,0,1,0,0,0,0,0,0
85,k121_9925,2966,,2,0.0,no,0,0,1,0,0,0,0,0
94,k121_460862,2568,,3,0.2,no,0,0,0,0,0,0,0,1
95,k121_561456,2542,,4,0.0,no,0,1,0,0,0,0,0,0
96,k121_744237,2532,,2,0.0,yes,0,0,1,0,0,0,0,0
99,k121_493859,2507,,4,0.0,no,0,0,1,0,0,0,0,0
100,k121_167290,2503,,4,0.4,no,0,0,0,0,0,0,0,1
104,k121_76510,2296,,2,0.0,no,0,1,0,0,0,0,0,0
105,k121_576789,2281,,1,0.0,no,0,0,1,0,0,0,0,0
108,k121_195128,2155,,2,0.0,no,0,1,0,0,0,0,0,0
110,k121_588747,2112,,1,0.4,no,0,0,0,0,0,0,0,1
116,k121_251260,1931,,1,0.9,no,0,0,0,0,0,0,0,1
124,k121_435272,1801,,4,0.0,no,0,1,0,0,0,0,0,0
126,k121_347564,1771,,4,5.1,no,0,0,0,0,0,0,0,0
135,k121_439977,1624,,2,0.0,no,0,1,0,0,0,0,0,0
138,k121_343030,1598,,1,0.1,no,0,0,0,0,0,0,0,1
150,k121_388730,1345,,1,0.0,no,0,1,0,0,0,0,0,0
153,k121_432037,1310,,1,0.1,no,0,0,0,0,0,0,0,1
155,k121_257730,1279,,1,0.1,no,0,0,0,0,0,0,0,1
167,k121_222219,1202,,1,0.4,no,0,0,0,0,0,0,0,1
169,k121_695709,1184,,1,0.1,no,0,0,0,0,0,0,0,1
171,k121_659656,1174,,1,0.1,no,0,0,0,0,0,0,0,1
176,k121_395899,1116,,1,0.1,no,0,0,0,0,0,0,0,1
178,k121_560979,1099,,1,0.1,no,0,0,0,0,0,0,0,1
183,k121_110355,1068,,1,0.1,no,0,0,0,0,0,0,0,1
189,k121_716771,1039,,2,0.0,no,0,0,1,0,0,0,0,0
192,k121_491800,1035,,1,0.0,no,0,0,1,0,0,0,0,0
