,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
4,k121_991807,23143,,22,0.0,no,0,0,1,0,0,0,0,0
6,k121_212310,13594,,14,-0.0,no,0,0,1,0,2,0,0,0
7,k121_577040,13204,,13,1.1,no,0,0,0,0,0,0,0,0
8,k121_17495,10381,,7,0.0,no,0,0,1,0,1,0,0,0
42,k121_1258578,4414,,7,0.0,no,0,0,1,0,0,0,0,0
47,k121_318887,4123,,4,0.0,no,0,0,1,0,0,0,0,0
81,k121_1215558,2128,,3,0.1,no,0,1,0,0,0,0,0,0
100,k121_5174,1930,,3,5.6,no,0,0,0,0,0,0,0,0
110,k121_1056211,1822,,2,0.0,no,0,0,1,0,0,0,0,0
121,k121_971372,1722,,3,0.4,no,0,0,0,0,0,0,0,1
146,k121_1261497,1518,,3,5.6,no,0,0,0,0,0,0,0,0
168,k121_408895,1394,,1,0.0,no,0,0,1,0,0,0,0,0
184,k121_302452,1267,,1,0.0,no,0,0,1,0,0,0,0,0
