,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
3,k121_496219,44361,,32,-0.1,no,0,0,1,0,2,0,0,0
6,k121_196490,29311,,29,-0.2,no,0,0,1,0,0,0,0,0
8,k121_496937,14162,,17,0.0,no,0,0,1,0,0,0,0,0
17,k121_685973,5209,,8,0.0,yes,0,0,1,0,0,0,0,0
18,k121_290235,5120,,6,0.0,no,0,0,1,0,0,0,0,0
26,k121_142032,4189,,4,0.0,no,0,1,0,0,0,0,0,0
27,k121_685244,4150,,7,0.0,yes,0,0,1,0,0,0,0,0
33,k121_366360,3712,,5,0.0,no,0,0,1,0,0,0,0,0
35,k121_685314,3606,,5,0.0,yes,0,0,1,0,0,0,0,0
38,k121_237578,3442,,4,0.0,no,0,0,1,0,0,0,0,0
44,k121_550001,3223,,2,0.0,no,0,0,1,0,0,0,0,0
46,k121_582447,3141,,1,0.0,no,0,0,1,0,1,0,0,0
49,k121_268049,3053,,5,0.0,no,0,1,0,0,0,0,0,0
51,k121_685961,3023,,3,0.0,yes,0,0,1,0,0,0,0,0
57,k121_555706,2877,,3,0.0,no,0,0,1,0,0,0,0,0
60,k121_685222,2842,,4,0.0,yes,0,0,1,0,0,0,0,0
64,k121_183853,2770,,4,0.0,no,0,0,1,0,0,0,0,0
68,k121_384707,2734,,3,0.0,no,0,0,1,0,0,0,0,0
70,k121_685324,2710,,2,0.0,yes,0,1,0,0,0,0,0,0
76,k121_10321,2512,,1,0.0,no,0,0,1,0,0,0,0,0
85,k121_685236,2420,,1,0.0,yes,0,0,1,0,0,0,0,0
90,k121_73845,2261,,2,0.0,no,0,0,1,0,0,0,0,0
93,k121_590887,2140,,4,0.0,no,0,1,0,0,0,0,0,0
100,k121_23962,2022,,1,0.0,yes,0,1,0,0,0,0,0,0
121,k121_480402,1578,,2,0.0,no,0,0,1,0,0,0,0,0
123,k121_348074,1562,,2,0.1,no,0,0,0,0,0,0,0,1
142,k121_527399,1419,,1,0.0,no,0,0,1,0,0,0,0,0
153,k121_211110,1364,,1,0.0,no,0,0,1,0,0,0,0,0
160,k121_473609,1336,,1,0.1,no,0,0,0,0,0,0,0,1
165,k121_277257,1308,,1,1.1,no,0,0,0,0,0,0,0,0
175,k121_514395,1204,,1,0.4,no,0,0,0,0,0,0,0,1
183,k121_47976,1175,,1,0.0,no,0,1,0,0,0,0,0,0
206,k121_51775,1082,,1,0.1,no,0,0,0,0,0,0,0,1
228,k121_75562,1045,,2,0.0,no,0,0,1,0,0,0,0,0
231,k121_441594,1036,,1,0.1,no,0,0,0,0,0,0,0,1
232,k121_146008,1030,,1,0.1,no,0,0,0,0,0,0,0,1
