,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
9,k121_1598580,16239,,14,0.0,no,0,0,1,0,0,0,0,0
17,k121_1287259,8011,,7,0.0,no,0,0,1,0,0,0,0,0
26,k121_1687632,3210,,5,0.0,no,0,0,1,0,0,0,0,0
27,k121_1285676,3072,,4,-0.1,no,0,1,0,0,0,0,0,0
29,k121_117804,2678,,3,0.0,no,0,1,0,0,0,0,0,0
32,k121_1715151,2524,,2,0.0,no,0,0,1,0,0,0,0,0
35,k121_1829094,2448,,2,0.0,no,0,1,0,0,0,0,0,0
37,k121_1720716,2389,,3,0.0,no,0,0,1,0,0,0,0,0
46,k121_1324083,1730,,2,0.0,no,0,1,0,0,0,0,0,0
47,k121_1745878,1652,,1,53.2,no,0,0,0,0,0,0,0,1
64,k121_796420,1366,,1,0.6,no,0,0,0,0,0,0,0,1
