,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
3,k121_265159,28419,,25,0.0,no,0,1,0,0,0,0,0,0
4,k121_262521,18385,,14,0.0,no,0,1,0,0,0,0,0,0
16,k121_298078,5725,,4,0.2,no,0,0,0,0,0,0,0,1
17,k121_228568,5653,,5,0.0,no,0,1,0,0,0,0,0,0
27,k121_1213397,4230,,1,0.1,no,0,0,0,0,0,0,0,1
29,k121_437488,3914,,2,0.0,no,0,1,0,0,0,0,0,0
33,k121_765916,3776,,4,0.0,no,0,1,0,0,0,0,0,0
34,k121_1021901,3771,,2,0.4,no,0,0,0,0,0,0,0,1
39,k121_300902,3388,,7,0.0,no,0,0,1,0,0,0,0,0
40,k121_1129106,3335,,4,0.1,no,0,0,0,0,0,0,0,1
44,k121_1045622,3180,,3,0.0,no,0,1,0,0,0,0,0,0
45,k121_340134,3090,,2,0.2,no,0,0,0,0,0,0,0,1
46,k121_62157,2987,,2,0.3,no,0,0,0,0,0,0,0,1
57,k121_624697,2445,,2,0.2,no,0,0,0,0,0,0,0,1
63,k121_291669,2332,,1,0.1,no,0,0,0,0,0,0,0,1
67,k121_488235,2302,,3,0.4,no,0,0,0,0,0,0,0,1
68,k121_227998,2170,,3,0.1,no,0,0,0,0,0,0,0,1
71,k121_429112,2103,,2,0.6,no,0,0,0,0,0,0,0,1
72,k121_1286252,2082,,2,0.2,no,0,0,0,0,0,0,0,1
74,k121_767335,2042,,2,0.1,no,0,0,0,0,0,0,0,1
84,k121_193444,1870,,1,0.1,no,0,0,0,0,0,0,0,1
88,k121_1083519,1836,,3,0.2,no,0,0,0,0,0,0,0,1
107,k121_323903,1615,,1,0.4,no,0,0,0,0,0,0,0,1
112,k121_138778,1538,,1,0.1,no,0,0,0,0,0,0,0,1
123,k121_286364,1446,,1,0.1,no,0,0,0,0,0,0,0,1
124,k121_910271,1440,,1,0.4,no,0,0,0,0,0,0,0,1
131,k121_421221,1376,,2,0.2,no,0,0,0,0,0,0,0,1
136,k121_46817,1350,,1,0.1,no,0,0,0,0,0,0,0,1
145,k121_845858,1313,,1,0.1,no,0,0,0,0,0,0,0,1
164,k121_700689,1163,,1,0.2,no,0,0,0,0,0,0,0,1
167,k121_1237540,1157,,1,0.0,no,0,0,1,0,0,0,0,0
174,k121_521421,1130,,2,0.6,no,0,0,0,0,0,0,0,1
187,k121_539219,1082,,1,0.1,no,0,0,0,0,0,0,0,1
196,k121_1023839,1059,,1,0.1,no,0,0,0,0,0,0,0,1
198,k121_861602,1054,,2,0.4,no,0,0,0,0,0,0,0,1
201,k121_880252,1043,,2,0.4,no,0,0,0,0,0,0,0,1
204,k121_177431,1034,,2,0.2,no,0,0,0,0,0,0,0,1
205,k121_483424,1032,,1,0.4,no,0,0,0,0,0,0,0,1
