,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
28,k121_64086,5734,,7,0.0,yes,0,0,1,0,0,0,0,0
41,k121_807539,5145,,5,0.0,no,0,1,0,0,0,0,0,0
47,k121_1005415,3790,,4,0.0,no,0,1,0,0,0,0,0,0
48,k121_121357,3573,,1,1.7,no,0,0,0,0,0,0,0,1
50,k121_238197,3522,,5,0.0,no,0,0,1,0,0,0,0,0
51,k121_1127766,3476,,5,0.0,yes,0,0,1,0,0,0,0,0
65,k121_37123,2580,,3,0.0,no,0,1,0,0,0,0,0,0
78,k121_873663,2184,,1,0.0,no,0,1,0,0,0,0,0,0
101,k121_66207,1796,,1,0.0,no,0,1,0,0,0,0,0,0
107,k121_118490,1698,,3,0.0,no,0,0,1,0,0,0,0,0
138,k121_765811,1519,,1,1.1,no,0,0,0,0,0,0,0,1
145,k121_533048,1478,,1,0.6,no,0,0,0,0,0,0,0,1
158,k121_304376,1321,,1,0.0,no,0,1,0,0,0,0,0,1
171,k121_972695,1239,,1,0.0,no,0,0,1,0,0,0,0,0
202,k121_252641,1062,,1,0.0,no,0,0,1,0,0,0,0,0
