,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
8,k121_794566,3833,,2,0.9,no,0,0,0,0,0,0,0,1
9,k121_924899,3788,,2,0.0,yes,0,1,0,0,0,0,0,0
10,k121_525100,3337,,4,0.0,no,0,0,1,0,1,0,0,0
14,k121_840011,2481,,3,0.0,no,0,1,0,0,0,0,0,0
15,k121_698380,2479,,3,0.0,no,0,0,1,0,0,0,0,0
18,k121_890214,2370,,1,0.0,no,0,1,0,0,0,0,0,0
19,k121_925034,2363,,1,0.0,yes,0,0,1,0,0,0,0,0
20,k121_836122,2263,,2,0.1,no,0,0,0,0,0,0,0,1
59,k121_454923,1293,,2,19.1,no,0,0,0,0,0,0,0,1
72,k121_700551,1167,,1,0.0,no,0,0,1,0,0,0,0,0
