gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_46611_1	299	838	540	-1	0.417	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_46611_2	952	1419	468	-1	0.395	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_46611_3	1654	2451	798	-1	0.356	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_46611_4	2798	2974	177	-1	0.441	11	None	GENOMAD.137354.PC	8.107e-26	100	0	0	0	1	NA	NA	NA	PF05016;COG3668;TIGR02385;K19093	ParE toxin of type II toxin-antitoxin system, parDE
k121_63013_1	399	1364	966	1	0.306	11	TAA	GENOMAD.168699.VP	2.012e-13	74	0	0	0	2561	Caudoviricetes	NA	NA	PF01051;COG5527	Protein involved in initiation of plasmid replication
k121_63013_2	1703	2794	1092	1	0.366	11	AAAA	GENOMAD.151095.PV	7.952e-27	116	0	0	0	2561	Caudoviricetes	NA	NA	PF01076	Plasmid recombination enzyme
k121_131713_1	30	404	375	1	0.347	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_131713_2	556	1101	546	1	0.337	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_131713_3	1398	1772	375	1	0.336	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_131713_4	1939	2535	597	1	0.323	11	AATAA	GENOMAD.194706.PV	1.03e-07	54	0	0	0	1	NA	NA	NA	PF05732;TIGR01610;COG1510;K02565	Firmicute plasmid replication protein (RepL)
k121_131713_5	2847	3212	366	1	0.344	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_222374_1	276	569	294	-1	0.401	11	None	GENOMAD.137354.PC	7.584e-45	157	0	0	0	1	NA	NA	NA	PF05016;COG3668;TIGR02385;K19093	ParE toxin of type II toxin-antitoxin system, parDE
k121_222374_2	557	832	276	-1	0.424	11	TAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_222374_3	956	1438	483	-1	0.381	11	AAA	GENOMAD.152703.PV	7.132e-14	71	0	0	0	1	NA	NA	NA	PF04645;K11686;TIGR01481;COG2452	catabolite control protein A
k121_222374_4	1535	2101	567	-1	0.407	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_222374_5	2299	2781	483	-1	0.416	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_41349_1	3	140	138	1	0.406	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_41349_2	121	438	318	1	0.462	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_41349_3	800	1372	573	1	0.408	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_41349_4	1375	1689	315	1	0.368	11	AGxAGG/AGGxGG	GENOMAD.197691.VP	3.382e-09	55	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
k121_41349_5	1790	2206	417	1	0.391	11	AGGA	GENOMAD.138144.PV	2.884e-16	77	0	0	0	1	NA	NA	NA	PF04645;COG4220;TIGR02054	Phage DNA packaging protein, Nu1 subunit of terminase
k121_41349_6	2257	2532	276	1	0.453	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_41349_7	2520	2813	294	1	0.405	11	GGA/GAG/AGG	GENOMAD.137354.PC	8.395e-44	154	0	0	0	1	NA	NA	NA	PF05016;COG3668;TIGR02385;K19093	ParE toxin of type II toxin-antitoxin system, parDE
k121_215695_1	3	98	96	-1	0.521	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_215695_2	447	2000	1554	-1	0.609	11	None	GENOMAD.075534.PP	0.0001448	47	0	0	0	1	NA	NA	NA	NA	NA
k121_215695_3	2083	2418	336	-1	0.646	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_215695_4	2415	2801	387	-1	0.605	11	AGxAGG/AGGxGG	GENOMAD.116259.PC	1.75e-08	54	0	0	0	1	NA	NA	NA	COG5569	Periplasmic Cu and Ag efflux protein CusF
k121_42839_1	1	297	297	-1	0.367	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_42839_2	386	1894	1509	1	0.462	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_42839_3	1887	2699	813	1	0.418	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_42839_4	2974	3147	174	-1	0.322	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_81124_1	3	215	213	1	0.516	11	None	GENOMAD.117152.PC	2.289e-07	48	0	1	0	1	NA	T_virB2	NA	PF04956;K20528;COG3838	Type IV secretory pathway, VirB2 components (pilins)
k121_81124_2	215	526	312	1	0.542	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_81124_3	523	1368	846	1	0.509	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_157420_1	2	172	171	1	0.404	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_157420_2	184	1026	843	1	0.486	11	AGGAG	GENOMAD.083643.PP	2.091e-57	203	0	1	0	1	NA	T_virB5	NA	PF13605;TIGR02780;COG5314;K20266	P-type conjugative transfer protein TrbJ
k121_157420_3	1038	1310	273	1	0.403	11	GGAG/GAGG	GENOMAD.029569.PP	2.156e-08	52	0	0	0	1	NA	NA	NA	PF19499;TIGR04359;COG3895	entry exclusion lipoprotein TrbK
k121_157420_4	1327	1581	255	1	0.443	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_187830_1	839	1096	258	1	0.531	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_187830_2	1387	2214	828	1	0.559	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_187830_3	2262	2840	579	-1	0.513	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_187830_4	2926	3567	642	1	0.447	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
