gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_16322_1	50	229	180	1	0.350	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_16322_2	558	842	285	1	0.365	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_16322_3	952	1131	180	1	0.389	11	AAAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_16322_4	1338	1577	240	1	0.358	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_16322_5	1622	2542	921	1	0.337	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_16322_6	2555	2758	204	1	0.348	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_34119_1	345	1295	951	-1	0.338	11	None	GENOMAD.060735.PP	3.687e-06	51	0	1	0	1	NA	NA	NA	PF01446	NA
k121_44481_1	1	771	771	1	0.362	11	None	GENOMAD.121652.PV	1.355e-09	61	0	1	0	8016	Inoviridae	NA	NA	PF01446;COG5655	Plasmid rolling circle replication initiator protein REP and truncated derivatives
k121_44481_2	768	1292	525	1	0.356	11	AAAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_44481_3	1314	1517	204	1	0.343	11	AAAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_44481_4	1522	1737	216	1	0.347	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_44481_5	1801	2349	549	1	0.435	11	TAA	GENOMAD.060735.PP	7.366e-06	48	0	1	0	1	NA	NA	NA	PF01446	NA
k121_23766_1	243	1415	1173	-1	0.729	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_23766_2	2289	3989	1701	-1	0.695	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_16413_1	1	1017	1017	-1	0.598	11	AGGA	GENOMAD.138040.PV	1.771e-05	49	0	1	0	1	NA	NA	NA	PF03428;PF11800;K18996;COG5529;TIGR02431	Replication protein C N-terminal domain; Replication protein C C-terminal region
k121_16413_2	1843	2220	378	-1	0.579	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_16413_3	2542	3219	678	1	0.571	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_16413_4	3174	3494	321	1	0.558	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_41542_1	249	461	213	-1	0.451	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_41542_2	491	1384	894	-1	0.446	11	TAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_41542_3	1381	1674	294	-1	0.446	11	AACAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_41542_4	2070	2267	198	-1	0.414	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_41542_5	2304	3197	894	-1	0.444	11	TAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_41542_6	3194	3487	294	-1	0.442	11	TAAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_19405_1	3	1052	1050	1	0.391	11	None	GENOMAD.121777.PV	9.665e-44	166	0	1	0	8016	Inoviridae	NA	NA	PF01446;COG5655	Replication protein
k121_19405_2	1147	1446	300	1	0.330	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_57842_1	20	1522	1503	1	0.502	11	None	GENOMAD.121652.PV	1.193e-07	57	0	1	0	8016	Inoviridae	NA	NA	PF01446;COG5655	Plasmid rolling circle replication initiator protein REP and truncated derivatives
k121_57842_2	1976	2308	333	1	0.511	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_50445_1	1	549	549	-1	0.357	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_50445_2	610	834	225	-1	0.364	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_50445_3	1042	1209	168	-1	0.399	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_50445_4	1325	1609	285	-1	0.351	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_50445_5	1820	2026	207	-1	0.348	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_50445_6	2039	2899	861	-1	0.331	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_13505_1	3	296	294	-1	0.395	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_13505_2	376	1041	666	-1	0.375	11	None	GENOMAD.121652.PV	6.864e-07	52	0	1	0	8016	Inoviridae	NA	NA	PF01446;COG5655	Plasmid rolling circle replication initiator protein REP and truncated derivatives
k121_26836_1	128	1198	1071	1	0.555	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_26836_2	1748	2329	582	1	0.543	11	AGGAG/GGAGG	GENOMAD.179882.VP	7.86e-16	78	0	0	0	1	NA	NA	NA	PF05732	Firmicute plasmid replication protein (RepL)
k121_26836_3	2410	2718	309	1	0.502	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40176_1	189	425	237	-1	0.363	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40176_2	552	896	345	-1	0.339	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40176_3	902	1774	873	-1	0.370	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40176_4	1965	2201	237	-1	0.359	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40176_5	2328	2600	273	-1	0.311	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40176_6	2600	3490	891	-1	0.371	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
