gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_416843_1	34	900	867	1	0.490	11	AGGAG	GENOMAD.083643.PP	7.203e-55	196	0	1	0	1	NA	T_virB5	NA	PF13605;TIGR02780;COG5314;K20266	P-type conjugative transfer protein TrbJ
k121_416843_2	912	1184	273	1	0.403	11	GGAG/GAGG	GENOMAD.029569.PP	2.156e-08	52	0	0	0	1	NA	NA	NA	PF19499;TIGR04359;COG3895	entry exclusion lipoprotein TrbK
k121_416843_3	1201	2610	1410	1	0.487	11	GGA/GAG/AGG	GENOMAD.108501.PC	6.317e-09	61	0	1	0	1	NA	NA	NA	PF08808;COG5654;TIGR02783	Uncharacterized conserved protein, contains RES domain
k121_416843_4	2640	3197	558	1	0.511	11	AGGAG	GENOMAD.111553.PC	1.261e-81	268	0	0	0	1	NA	NA	NA	PF19489;K18377;COG4764	Transglycosylase SLT domain
k121_416843_5	3200	3886	687	1	0.476	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_416843_6	4013	4294	282	-1	0.457	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_37300_1	17	346	330	-1	0.367	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_37300_2	427	723	297	1	0.401	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_37300_3	720	1601	882	1	0.407	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_37300_4	1598	1954	357	-1	0.345	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_37300_5	2083	2556	474	-1	0.338	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_37300_6	2772	3062	291	-1	0.395	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_37300_7	3052	3303	252	-1	0.389	11	GGAG/GAGG	GENOMAD.160466.PC	1.438e-09	55	0	0	0	1	NA	NA	NA	PF03693;TIGR02606;COG3609;K07722	putative addiction module antidote protein, CC2985 family
k121_37506_1	3	179	177	1	0.379	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_37506_2	176	553	378	1	0.384	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_37506_3	546	1244	699	1	0.389	11	GGAG/GAGG	GENOMAD.138275.PV	1.559e-05	48	0	1	0	1	NA	NA	NA	PF07506;PF02195;TIGR03454;COG1475;K03497	plasmid partitioning protein RepB
k121_164477_1	239	784	546	-1	0.337	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_164477_2	936	1310	375	-1	0.344	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_164477_3	1619	2215	597	-1	0.323	11	AATAA	GENOMAD.194706.PV	1.03e-07	54	0	0	0	1	NA	NA	NA	PF05732;TIGR01610;COG1510;K02565	Firmicute plasmid replication protein (RepL)
k121_164477_4	2382	2660	279	-1	0.351	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_509051_1	43	780	738	-1	0.451	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_509051_2	773	2296	1524	-1	0.466	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_509051_3	2770	3618	849	1	0.375	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_509067_1	145	669	525	1	0.448	11	None	GENOMAD.181637.PC	5.804e-68	228	0	0	0	1	NA	NA	NA	PF04234;COG2372;K14166	Copper-binding protein CopC (methionine-rich)
k121_509067_2	666	2513	1848	1	0.451	11	None	GENOMAD.177895.PC	1.286e-30	132	0	0	0	1	NA	NA	NA	COG3336	Cytochrome c oxidase assembly factor CtaG
k121_509067_3	2513	2629	117	1	0.462	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_201054_1	339	464	126	-1	0.421	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_201054_2	594	893	300	-1	0.417	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_201054_3	893	1204	312	-1	0.426	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_201054_4	1437	1952	516	-1	0.455	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_201054_5	1991	2764	774	-1	0.479	11	None	GENOMAD.215598.PC	0.0003749	44	0	0	0	1	NA	NA	NA	PF13808	DDE_Tnp_1-associated
k121_147343_1	1	90	90	1	0.267	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_147343_2	93	869	777	1	0.380	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_147343_3	862	1725	864	1	0.407	11	GGAG/GAGG	GENOMAD.138275.PV	0.0004694	44	0	1	0	1	NA	NA	NA	PF07506;PF02195;TIGR03454;COG1475;K03497	plasmid partitioning protein RepB
k121_147343_4	1811	1972	162	1	0.395	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_92513_1	2	109	108	1	0.435	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_92513_2	162	551	390	1	0.449	11	GGA/GAG/AGG	GENOMAD.016543.PP	1.879e-17	80	0	1	0	1	NA	NA	NA	PF07283;PF04202;K20267;COG3017;TIGR03516	Conjugal transfer protein TrbH; Foot protein 3
k121_92513_3	555	1070	516	1	0.484	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_473750_1	2	4666	4665	-1	0.380	11	None	GENOMAD.031102.PP	0.0002766	48	0	1	0	1	NA	MOBQ	NA	PF03389;TIGR02768	Ti-type conjugative transfer relaxase TraA
k121_419403_1	57	542	486	-1	0.449	11	None	GENOMAD.182088.CP	2.119e-89	289	0	0	0	1	NA	NA	NA	PF18423;COG2906	Zinc binding domain
k121_419403_2	499	825	327	-1	0.468	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_419403_3	837	1205	369	-1	0.469	11	AGGAG	GENOMAD.137301.PC	3.428e-07	50	0	0	0	1	NA	NA	NA	PF02411;K08363	MerT mercuric transport protein
k121_419403_4	1294	1701	408	-1	0.473	11	None	GENOMAD.136042.PC	2.463e-06	48	0	0	0	1	NA	NA	NA	PF13171;K21744;TIGR02044;COG0789	Cu(I)-responsive transcriptional regulator
k121_419403_5	2004	2636	633	-1	0.378	11	None	GENOMAD.148228.CP	3.337e-74	248	0	0	0	1	NA	NA	NA	PF18546;PF11313;K09012;TIGR02702;COG2345	iron-sulfur cluster biosynthesis transcriptional regulator SufR
k121_419403_6	2815	3204	390	1	0.444	11	AGGA	GENOMAD.166316.CP	0.0002311	42	0	0	0	1	NA	NA	NA	PF01152;K06886;COG2346	Truncated hemoglobin YjbI
k121_419403_7	3244	4242	999	1	0.429	11	None	GENOMAD.137367.CP	1.991e-06	52	0	0	0	1	NA	NA	NA	PF00175;PF08021;K02641;TIGR03224;COG0543	benzoyl-CoA oxygenase/reductase, BoxA protein
k121_419403_8	4257	5414	1158	1	0.430	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_419403_9	5510	5989	480	1	0.394	11	GGA/GAG/AGG	GENOMAD.193887.CP	2.607e-44	159	0	0	0	1	NA	NA	NA	PF03653;COG3399;TIGR00701;K08973	Uncharacterised protein family (UPF0093)
k121_419403_10	6291	6482	192	-1	0.391	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_419403_11	7272	7622	351	-1	0.453	11	GGAG/GAGG	GENOMAD.053946.PP	7.594e-46	161	0	0	0	1	NA	NA	NA	PF18790	KfrB protein
k121_419403_12	7625	8602	978	-1	0.463	11	None	GENOMAD.093512.PP	1.178e-15	81	0	0	0	1	NA	NA	NA	PF06613	KorB C-terminal beta-barrel domain
k121_437936_1	1	906	906	-1	0.504	11	GGAG/GAGG	GENOMAD.076695.PP	3.981e-31	127	0	1	0	1	NA	MOBP1	NA	PF03432;K18434;COG3843	Type IV secretory pathway, VirD2 components (relaxase)
k121_437936_2	899	1465	567	-1	0.501	11	AGGA	GENOMAD.100169.PC	8.218e-06	48	0	1	0	1	NA	NA	NA	PF07328;COG4877	T-DNA border endonuclease VirD1
k121_437936_3	1793	2278	486	1	0.389	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_437936_4	2259	2489	231	1	0.442	11	AGxAGG/AGGxGG	GENOMAD.123110.PV	1.372e-21	89	0	0	0	1	NA	NA	NA	PF07755;COG0132;TIGR03371	Dethiobiotin synthetase
k121_239619_1	1	333	333	1	0.357	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_239619_2	326	1021	696	1	0.388	11	GGAG/GAGG	GENOMAD.138275.PV	1.541e-05	48	0	1	0	1	NA	NA	NA	PF07506;PF02195;TIGR03454;COG1475;K03497	plasmid partitioning protein RepB
k121_21166_1	1018	1281	264	1	0.439	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_21166_2	1282	1554	273	1	0.399	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_21166_3	1869	2435	567	1	0.416	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_21166_4	2494	3024	531	1	0.429	11	TAA	GENOMAD.162193.PV	1.216e-12	68	0	0	0	1	NA	NA	NA	PF04645;K11686;COG4220;TIGR02043	Phage DNA packaging protein, Nu1 subunit of terminase
k121_384586_1	2	1432	1431	1	0.500	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_384586_2	1422	2180	759	1	0.544	11	None	GENOMAD.123484.PC	6.018e-25	107	0	1	0	2561	Caudoviricetes	T_virB8	NA	PF04335;K20531;COG3701;TIGR03781	Type IV secretory pathway, TrbF components
k121_384586_3	2197	2256	60	1	0.467	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_276043_1	3	335	333	1	0.336	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_276043_2	556	3729	3174	-1	0.379	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_512062_1	3	320	318	1	0.308	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_512062_2	555	2591	2037	1	0.271	11	None	GENOMAD.143142.PP	0.0004201	46	0	0	0	1	NA	NA	NA	NA	NA
k121_203404_1	1162	1617	456	1	0.509	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_203404_2	1601	3100	1500	1	0.564	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_203404_3	3087	3848	762	1	0.575	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_203404_4	3845	4081	237	1	0.473	11	AGGAG	GENOMAD.057290.PP	1.092e-24	98	0	0	0	1	NA	NA	NA	NA	NA
k121_203404_5	4232	4471	240	1	0.429	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_186520_1	2	1018	1017	-1	0.482	11	None	GENOMAD.108687.PC	4.902e-51	187	0	1	0	1	NA	virb4	NA	PF19044;PF03135;PF05101;K03199;TIGR00929;COG3451	type IV secretion/conjugal transfer ATPase, VirB4 family
k121_295134_1	3	212	210	-1	0.419	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
