gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_5929_1	791	1150	360	1	0.311	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_5929_2	1358	1669	312	1	0.353	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_5929_3	2214	3215	1002	1	0.304	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_5929_4	3289	3468	180	-1	0.289	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_5929_5	3610	4014	405	1	0.286	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_5929_6	3999	4358	360	1	0.336	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_5929_7	4361	4594	234	-1	0.295	11	None	GENOMAD.195537.PV	6.998e-07	47	0	0	0	1	NA	NA	NA	PF20038	NA
k121_32330_1	2	67	66	-1	0.333	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_32330_2	657	839	183	1	0.257	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_32330_3	1381	2328	948	1	0.285	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_32330_4	2950	4257	1308	1	0.334	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_32330_5	4172	4858	687	-1	0.313	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_32330_6	4928	5179	252	-1	0.313	11	None	GENOMAD.195537.PV	3.601e-08	51	0	0	0	1	NA	NA	NA	PF20038	NA
k121_15557_1	2	244	243	1	0.556	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_15557_2	383	1363	981	1	0.544	11	GGA/GAG/AGG	GENOMAD.121777.PV	1.674e-29	123	0	1	0	8016	Inoviridae	NA	NA	PF01446;COG5655	Replication protein
k121_26544_1	1349	1774	426	-1	0.298	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_26544_2	1829	2047	219	-1	0.301	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_26544_3	2738	3691	954	-1	0.284	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_26544_4	4032	4385	354	-1	0.336	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_26544_5	4369	4608	240	-1	0.354	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_26544_6	4839	5018	180	-1	0.272	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_17465_1	103	384	282	1	0.390	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_17465_2	455	619	165	1	0.370	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_17465_3	710	985	276	1	0.355	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_17465_4	1701	2291	591	1	0.469	11	GGAG/GAGG	GENOMAD.121777.PV	1.707e-17	83	0	1	0	8016	Inoviridae	NA	NA	PF01446;COG5655	Replication protein
