gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_16790_1	2	145	144	1	0.403	4	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_16790_2	92	799	708	-1	0.384	4	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_16790_3	771	1214	444	-1	0.410	4	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_16790_4	1256	1813	558	1	0.530	4	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_284974_1	1	207	207	1	0.594	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_284974_2	298	1782	1485	1	0.527	11	None	GENOMAD.035917.PP	0.0005557	45	0	1	0	1	NA	NA	NA	PF13814	Replication-relaxation
k121_284974_3	1775	3283	1509	1	0.567	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_284974_4	3286	3906	621	1	0.403	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_319070_1	72	839	768	1	0.305	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_319070_2	1513	3057	1545	1	0.417	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_219933_1	600	1601	1002	1	0.296	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_219933_2	2590	2937	348	-1	0.422	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_115090_1	962	2386	1425	-1	0.614	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_115090_2	2383	2616	234	-1	0.573	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_115090_3	2717	2842	126	-1	0.540	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_115090_4	2904	3038	135	1	0.541	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
