gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_541886_1	184	522	339	-1	0.605	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_541886_2	870	1595	726	-1	0.643	11	None	GENOMAD.191442.PC	4.585e-24	104	0	0	0	1	NA	NA	NA	PF03695;K07039;COG3318;TIGR02292	Uncharacterized conserved protein YecA, UPF0149 family, contains C-terminal Zn-binding SEC-C motif
k121_541886_3	1939	2295	357	-1	0.650	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_541886_4	2276	2692	417	-1	0.566	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_541886_5	3162	3485	324	-1	0.676	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_369872_1	45	935	891	-1	0.617	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_369872_2	1123	1707	585	1	0.617	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_369872_3	1838	2611	774	1	0.594	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_369872_4	2620	2994	375	1	0.613	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_369872_5	3078	3266	189	-1	0.651	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_447311_1	1	585	585	-1	0.554	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_447311_2	836	2434	1599	1	0.599	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_129070_1	1	426	426	-1	0.606	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_129070_2	423	1586	1164	-1	0.645	11	GGAG/GAGG	GENOMAD.221569.PV	1.382e-30	128	0	1	0	1	NA	MOBV	NA	PF01076	Plasmid recombination enzyme
k121_129070_3	1698	2270	573	-1	0.585	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_129070_4	2254	2403	150	-1	0.580	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_129070_5	2375	2536	162	-1	0.630	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_232293_1	3	122	120	1	0.592	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_232293_2	109	588	480	1	0.585	11	GGAGG	GENOMAD.147132.PC	9.68e-07	50	0	1	0	1	NA	NA	NA	PF10502;K12062;COG4959;TIGR02771	Type IV secretory pathway, protease TraF
k121_232293_3	585	1229	645	1	0.575	11	None	GENOMAD.092544.PC	9.562e-36	137	0	1	0	1	NA	F_traW	NA	K12061;TIGR02743	type-F conjugative transfer system protein TraW
k121_232293_4	1226	1705	480	1	0.600	11	GGAGG	GENOMAD.093442.PC	8.846e-48	169	0	1	0	1	NA	F_traU	NA	PF06834;K12060;TIGR03756	TraU protein
k121_524749_1	2	1069	1068	1	0.581	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_524749_2	1124	1765	642	-1	0.592	11	GGAG/GAGG	GENOMAD.198198.PC	1.433e-10	63	0	0	0	1	NA	NA	NA	NA	NA
k121_524749_3	1818	2786	969	-1	0.575	11	GGA/GAG/AGG	GENOMAD.198147.CP	7.231e-26	112	0	0	0	1	NA	NA	NA	PF11383;COG4313	Putative MetA-pathway of phenol degradation
k121_524749_4	2857	4335	1479	-1	0.567	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_524749_5	4474	5280	807	1	0.643	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_326970_1	3	482	480	-1	0.702	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_326970_2	668	961	294	1	0.616	11	None	GENOMAD.048732.PP	2.485e-17	78	0	1	0	1	NA	NA	NA	PF12958	NA
k121_146379_1	2	112	111	1	0.468	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_146379_2	123	1121	999	1	0.523	11	GGA/GAG/AGG	GENOMAD.138275.PV	1.991e-06	52	0	1	0	1	NA	NA	NA	PF07506;PF02195;TIGR03454;COG1475;K03497	plasmid partitioning protein RepB
