gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_70464_1	3	155	153	1	0.647	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_70464_2	393	608	216	1	0.639	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_70464_3	1385	4693	3309	1	0.671	11	GGA/GAG/AGG	GENOMAD.191980.PC	9.323e-05	49	0	0	0	1	NA	NA	NA	PF13238;COG2909;TIGR00041;K16963	ATP-, maltotriose- and DNA-dependent transcriptional regulator MalT
k121_70464_4	4781	5560	780	1	0.497	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_70464_5	5759	6166	408	-1	0.422	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_70464_6	6181	6483	303	-1	0.472	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_70464_7	6499	6774	276	1	0.616	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_70464_8	6847	7131	285	1	0.611	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40428_1	340	804	465	1	0.482	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40428_2	875	1225	351	-1	0.501	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40428_3	1176	1358	183	-1	0.415	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40428_4	1363	1992	630	-1	0.465	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40428_5	2164	3495	1332	-1	0.482	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_215796_1	53	277	225	-1	0.667	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_215796_2	787	2505	1719	1	0.634	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_20558_1	2	61	60	-1	0.717	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_20558_2	61	318	258	-1	0.702	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_20558_3	318	839	522	-1	0.653	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_20558_4	848	1390	543	-1	0.669	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_20558_5	1390	1704	315	-1	0.600	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_20558_6	1709	2116	408	-1	0.652	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_20558_7	2147	2518	372	-1	0.661	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_20558_8	2553	3179	627	1	0.686	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_20558_9	3048	3353	306	-1	0.706	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_20558_10	3323	3997	675	-1	0.692	11	None	GENOMAD.034669.PP	0.0001304	45	0	0	0	1	NA	NA	NA	PF03551	NA
k121_231441_1	3	758	756	1	0.392	11	None	GENOMAD.027207.PP	9.485e-73	246	0	1	0	1	NA	NA	NA	PF06723;TIGR03739;K18640	PRTRC system protein D
k121_231441_2	769	987	219	1	0.365	11	GGA/GAG/AGG	GENOMAD.054863.PP	3.495e-11	59	0	0	0	1	NA	NA	NA	NA	NA
k121_106190_1	552	896	345	-1	0.394	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_106190_2	880	1101	222	-1	0.356	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_106190_3	1145	2116	972	-1	0.437	11	TAA	GENOMAD.121777.PV	1.35e-35	141	0	1	0	8016	Inoviridae	NA	NA	PF01446;COG5655	Replication protein
k121_106190_4	2809	3090	282	1	0.390	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_106190_5	3087	3431	345	1	0.417	11	None	GENOMAD.147910.PC	2.411e-08	53	0	0	0	1	NA	NA	NA	PF14367;K18828;COG3744;TIGR00028	PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)
k121_116306_1	375	626	252	1	0.313	11	None	GENOMAD.195537.PV	3.601e-08	51	0	0	0	1	NA	NA	NA	PF20038	NA
k121_116306_2	696	1382	687	1	0.313	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_116306_3	1297	2088	792	-1	0.312	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_116306_4	2120	2572	453	-1	0.362	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_21104_1	3	455	453	1	0.422	11	None	GENOMAD.193186.PC	8.185e-05	44	0	0	0	1	NA	NA	NA	PF03693;COG3905;TIGR04563	Predicted transcriptional regulator
k121_21104_2	398	736	339	1	0.496	11	None	GENOMAD.147643.PC	2.571e-31	119	0	1	0	1	NA	NA	NA	PF05016;COG3668;TIGR02385	Plasmid stabilization system protein ParE
k121_21104_3	737	1093	357	-1	0.443	11	AGGAG	GENOMAD.109702.PC	1.014e-35	132	0	0	0	1	NA	NA	NA	PF17273	NA
k121_21104_4	1439	1660	222	1	0.450	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_31266_1	1	510	510	-1	0.696	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_31266_2	507	761	255	-1	0.682	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_31266_3	1071	2024	954	-1	0.737	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_31266_4	2156	2731	576	1	0.708	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_311942_1	3	752	750	1	0.635	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_311942_2	794	1765	972	1	0.676	11	AGGAG	GENOMAD.129311.CP	1.292e-17	87	0	0	0	1	NA	NA	NA	PF03401;K07795;COG3181;TIGR02122	Tripartite tricarboxylate transporter family receptor
k121_311942_3	1980	2132	153	1	0.569	11	AGGAG	GENOMAD.212588.PC	3.301e-16	72	0	0	0	1	NA	NA	NA	PF00556	Antenna complex alpha/beta subunit
k121_311942_4	2145	2324	180	1	0.594	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_311942_5	2376	2537	162	1	0.599	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_151675_1	246	836	591	1	0.333	11	AAAAA	GENOMAD.169594.PV	1.33e-42	156	0	1	0	1	NA	NA	NA	PF05732	Firmicute plasmid replication protein (RepL)
k121_151675_2	938	1147	210	1	0.386	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_151675_3	1144	1422	279	1	0.362	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_151675_4	1425	1796	372	-1	0.444	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
