gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_956406_1	2	694	693	-1	0.421	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_956406_2	731	1129	399	-1	0.436	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_956406_3	1285	1932	648	-1	0.344	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_956406_4	2092	2916	825	-1	0.328	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_649763_1	1	396	396	-1	0.563	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_649763_2	399	860	462	-1	0.556	11	AGGA	GENOMAD.183879.PC	1.758e-19	87	0	0	0	1	NA	NA	NA	PF07331;K07794	Tripartite tricarboxylate transporter TctB family
k121_649763_3	1048	2028	981	-1	0.524	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_649763_4	2600	3796	1197	-1	0.525	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_649763_5	4744	5610	867	1	0.521	11	AGGA	GENOMAD.115165.CP	1.223e-32	131	0	0	0	1	NA	NA	NA	K01997;COG4177	ABC-type branched-chain amino acid transport system, permease component
k121_649763_6	5616	6617	1002	1	0.523	11	GGA/GAG/AGG	GENOMAD.118455.CP	5.955e-109	355	0	0	0	1	NA	NA	NA	K01998;COG4177	ABC-type branched-chain amino acid transport system, permease component
k121_649763_7	6614	7378	765	1	0.578	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_649763_8	7381	8073	693	1	0.518	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_649763_9	8260	9054	795	-1	0.565	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_649763_10	9537	10997	1461	-1	0.574	11	None	GENOMAD.168696.PC	1.95e-10	66	0	0	0	1	NA	NA	NA	PF07368;TIGR00407;COG0014;K18601	gamma-glutamyl phosphate reductase
k121_469408_1	2	607	606	-1	0.540	11	GGAG/GAGG	GENOMAD.172148.PC	9.494e-67	226	0	0	0	1	NA	NA	NA	PF02900;K04101;TIGR02298;COG3384	Catalytic LigB subunit of aromatic ring-opening dioxygenase
k121_469408_2	607	1005	399	-1	0.539	11	AGGA	GENOMAD.190896.PC	7.534e-29	113	0	0	0	1	NA	NA	NA	PF07746;K04100;TIGR02792	protocatechuate 4,5-dioxygenase, alpha subunit
k121_469408_3	1018	1905	888	-1	0.514	11	AGGAG	GENOMAD.162496.CP	2.819e-12	70	0	0	0	1	NA	NA	NA	PF04909;K07046;COG3618;TIGR00010	Predicted metal-dependent hydrolase, TIM-barrel fold
k121_469408_4	1962	2795	834	-1	0.542	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1119115_1	182	424	243	1	0.543	11	GGA/GAG/AGG	GENOMAD.160466.PC	1.795e-13	66	0	0	0	1	NA	NA	NA	PF03693;TIGR02606;COG3609;K07722	putative addiction module antidote protein, CC2985 family
k121_1119115_2	421	750	330	1	0.500	11	None	GENOMAD.196233.PC	9.953e-48	166	0	1	0	1	NA	NA	NA	PF05016;K19093;COG3668	Plasmid stabilization system protein ParE
k121_1119115_3	994	1407	414	1	0.570	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_595886_1	3	620	618	-1	0.589	11	GGAG/GAGG	GENOMAD.181330.PC	1.91e-32	127	0	0	0	1	NA	NA	NA	PF05834;K09461;TIGR02032;COG0644	geranylgeranyl reductase family
k121_595886_2	617	871	255	-1	0.580	11	GGAG/GAGG	GENOMAD.178990.PP	5.266e-27	105	0	0	0	1	NA	NA	NA	NA	NA
k121_595886_3	871	1485	615	-1	0.574	11	GGAG/GAGG	GENOMAD.167945.CP	5.384e-48	172	0	0	0	1	NA	NA	NA	PF00903;COG0346;TIGR00068;K08234	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme
