gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_1865139_1	1	1176	1176	1	0.552	11	None	GENOMAD.158094.CP	8.097e-84	285	0	0	0	2561	Caudoviricetes	NA	NA	PF14905;PF07715;K16090;TIGR01776;COG4773	TonB-dependent lactoferrin and transferrin receptors
k121_1865139_2	1967	3406	1440	1	0.583	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1865139_3	3575	4558	984	1	0.490	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1865139_4	4663	4926	264	1	0.557	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1865139_5	4923	7844	2922	1	0.590	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1865139_6	7844	8215	372	1	0.599	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1865139_7	8385	9134	750	1	0.612	11	GGA/GAG/AGG	GENOMAD.166702.PC	7.349e-84	278	0	0	0	1	NA	NA	NA	PF07528;COG1746;TIGR03671;K07558	DZF domain
k121_1865139_8	9140	9637	498	1	0.604	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_254472_1	142	459	318	-1	0.475	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_254472_2	517	1089	573	-1	0.518	11	None	GENOMAD.091239.PP	4.45e-24	102	0	0	0	1	NA	NA	NA	COG3447	Integral membrane sensor domain MASE1
k121_254472_3	1135	1872	738	-1	0.516	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_254472_4	1948	2676	729	-1	0.562	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_113175_1	3	701	699	1	0.629	11	None	GENOMAD.146705.CP	8.527e-08	55	0	0	0	1	NA	NA	NA	PF00756;K03930;TIGR02821;COG0627	S-formylglutathione hydrolase
k121_113175_2	772	2760	1989	1	0.533	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_113175_3	2814	3236	423	-1	0.582	11	GGA/GAG/AGG	GENOMAD.224100.VP	7.435e-74	243	0	0	0	1	NA	NA	NA	NA	NA
k121_113175_4	3346	3708	363	-1	0.612	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_113175_5	3768	4007	240	-1	0.558	11	AGGAG	GENOMAD.168048.PC	1.499e-29	112	0	0	0	1	NA	NA	NA	PF07764;COG4691	Plasmid stability protein
k121_113175_6	4110	4349	240	1	0.604	11	AGGAG	GENOMAD.168048.PC	3.722e-28	108	0	0	0	1	NA	NA	NA	PF07764;COG4691	Plasmid stability protein
k121_113175_7	4346	4450	105	1	0.571	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_311040_1	3	806	804	-1	0.504	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_311040_2	1054	1887	834	1	0.532	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_311040_3	1933	3012	1080	1	0.548	11	AGGAG	GENOMAD.161082.CP	3.936e-53	194	0	0	0	1	NA	NA	NA	PF03480;TIGR00787;COG1638	tripartite ATP-independent periplasmic transporter solute receptor, DctP family
k121_311040_4	3015	3626	612	1	0.513	11	GGA/GAG/AGG	GENOMAD.158134.CP	7.762e-22	96	0	0	0	1	NA	NA	NA	PF04290;COG4665;K11689	TRAP-type mannitol/chloroaromatic compound transport system, small permease component
k121_311040_5	3623	5023	1401	1	0.522	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_311040_6	5067	5786	720	1	0.533	11	None	GENOMAD.196676.CP	2.573e-82	273	0	0	0	1	NA	NA	NA	PF11010;COG0179;TIGR02303	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)
k121_311040_7	5826	6440	615	1	0.498	11	GGA/GAG/AGG	GENOMAD.191463.CP	1.958e-19	89	0	0	0	1	NA	NA	NA	PF04636;COG4950;TIGR04030	N-terminal domain of uncharacterized protein YciW (function unknown)
k121_311040_8	6515	7405	891	1	0.503	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_311040_9	7416	7868	453	1	0.519	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_819716_1	276	602	327	-1	0.599	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_819716_2	683	2104	1422	-1	0.553	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_819716_3	2105	2833	729	-1	0.573	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
