gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_319014_1	3	191	189	1	0.545	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_319014_2	425	775	351	-1	0.442	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_319014_3	765	1073	309	-1	0.388	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_319014_4	1108	1302	195	-1	0.482	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_319014_5	1619	2041	423	1	0.468	11	GGA/GAG/AGG	GENOMAD.170724.PC	3.1e-25	103	0	0	0	1	NA	NA	NA	PF10130;K07063;COG1569;TIGR00305	Predicted nucleic acid-binding protein, contains PIN domain
k121_319014_6	2038	2283	246	1	0.447	11	AGGAG	GENOMAD.192376.PC	1.68e-14	69	0	0	0	1	NA	NA	NA	PF08681;COG4453;TIGR04563	Uncharacterized conserved protein, DUF1778 family
k121_319014_7	2463	2846	384	-1	0.411	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_319014_8	3101	3376	276	1	0.467	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_126014_1	303	521	219	1	0.470	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_126014_2	529	2142	1614	1	0.391	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_126014_3	2167	2424	258	1	0.360	11	AGGAG	GENOMAD.108132.PP	0.0002733	40	0	0	0	1	NA	NA	NA	NA	NA
k121_126014_4	2414	2629	216	1	0.310	11	AGGAG	GENOMAD.210067.PC	1.329e-34	126	0	0	0	1	NA	NA	NA	PF01954	AF2212-like
k121_126014_5	2671	2733	63	1	0.333	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_81678_1	1	5253	5253	1	0.202	11	None	GENOMAD.082853.PP	1.037e-28	129	0	0	0	1	NA	NA	NA	NA	NA
k121_370482_1	3	119	117	1	0.231	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_370482_2	179	304	126	1	0.373	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_370482_3	1071	1406	336	-1	0.330	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_370482_4	2769	3035	267	-1	0.330	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_38119_1	641	1105	465	1	0.415	11	AAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_38119_2	1210	1758	549	-1	0.454	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_38119_3	2628	2954	327	-1	0.437	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_403507_1	3	2582	2580	1	0.368	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_344457_1	2	526	525	1	0.406	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_344457_2	526	798	273	1	0.392	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_344457_3	780	2231	1452	1	0.434	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_344457_4	2369	2833	465	1	0.404	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_344457_5	3229	3393	165	1	0.382	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_162250_1	3	191	189	-1	0.492	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_162250_2	554	859	306	-1	0.451	11	AGGA	GENOMAD.116980.PP	0.0004856	40	0	0	0	1	NA	NA	NA	COG2916;K11685	DNA-binding protein H-NS
k121_162250_3	972	2261	1290	-1	0.485	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_162250_4	2370	3200	831	1	0.527	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_42053_1	2350	2604	255	-1	0.329	15	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_42053_2	3225	4208	984	1	0.236	15	TAAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_42053_3	4617	4934	318	1	0.223	15	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_239684_1	1	1260	1260	-1	0.566	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_239684_2	1273	2403	1131	-1	0.597	11	AGGAG	GENOMAD.180629.PC	5.946e-69	241	0	0	0	1	NA	NA	NA	PF12700;K15727;TIGR00999;COG0845	Membrane Fusion Protein cluster 2 (function with RND porters)
k121_239684_3	2415	2633	219	-1	0.557	11	None	GENOMAD.189858.PC	1.762e-17	77	0	0	0	1	NA	NA	NA	NA	NA
k121_377521_1	15	884	870	-1	0.494	11	None	GENOMAD.172148.PC	1.29e-96	317	0	0	0	1	NA	NA	NA	PF02900;K04101;TIGR02298;COG3384	Catalytic LigB subunit of aromatic ring-opening dioxygenase
k121_377521_2	887	1327	441	-1	0.501	11	AGGAG	GENOMAD.190896.PC	9.322e-33	125	0	0	0	1	NA	NA	NA	PF07746;K04100;TIGR02792	protocatechuate 4,5-dioxygenase, alpha subunit
k121_377521_3	1327	2244	918	-1	0.525	11	GGA/GAG/AGG	GENOMAD.101065.PP	8.046e-07	53	0	0	0	1	NA	NA	NA	PF04909;K10221;COG3618	Predicted metal-dependent hydrolase, TIM-barrel fold
