gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_143333_1	1	171	171	1	0.620	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_143333_2	184	585	402	1	0.602	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_143333_3	587	1459	873	-1	0.598	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_143333_4	1673	2644	972	1	0.598	11	GGA/GAG/AGG	GENOMAD.213874.PC	7.917e-06	50	0	0	0	1	NA	NA	NA	PF03401;K07795	Tripartite tricarboxylate transporter family receptor
k121_143333_5	2641	3399	759	1	0.621	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_143333_6	3461	4093	633	1	0.578	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_363378_1	284	466	183	1	0.437	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_363378_2	446	2032	1587	-1	0.510	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_176647_1	636	1580	945	1	0.443	11	GGA/GAG/AGG	GENOMAD.121777.PV	9.703e-38	147	0	1	0	8016	Inoviridae	NA	NA	PF01446;COG5655	Replication protein
k121_308786_1	145	867	723	1	0.541	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_308786_2	1275	1454	180	1	0.694	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_308786_3	1444	2346	903	-1	0.667	11	None	GENOMAD.190451.PC	1.813e-07	55	0	0	0	1	NA	NA	NA	K21698;TIGR02424;COG0583	pca operon transcription factor PcaQ
k121_308786_4	2423	3223	801	1	0.697	11	None	GENOMAD.153335.CP	8.319e-12	68	0	0	0	1	NA	NA	NA	PF02900;K00455;TIGR02298;COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
k121_308786_5	3220	3741	522	1	0.644	11	GGAG/GAGG	GENOMAD.148234.CP	1.373e-31	123	0	0	0	1	NA	NA	NA	PF01292;K12262;COG3038;TIGR02125	Prokaryotic cytochrome b561
k121_308786_6	3759	3902	144	1	0.646	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_33789_1	2	151	150	1	0.700	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_33789_2	173	598	426	-1	0.702	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_33789_3	562	690	129	-1	0.651	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_33789_4	725	1087	363	-1	0.488	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_33789_5	1215	2111	897	1	0.455	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_33789_6	2368	2610	243	1	0.733	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_78096_1	2	1009	1008	-1	0.311	11	TAA	GENOMAD.015439.PP	1.742e-05	49	0	1	0	1	NA	NA	NA	PF01051;COG5527	Protein involved in initiation of plasmid replication
k121_78096_2	1550	1876	327	-1	0.349	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_122397_1	177	1097	921	1	0.724	11	None	GENOMAD.217955.PC	2.991e-05	48	0	0	0	1	NA	NA	NA	TIGR04558;K05555;COG2015	quinoprotein relay system zinc metallohydrolase 1
k121_122397_2	1309	4392	3084	1	0.598	11	None	GENOMAD.013324.VV	0.0006961	46	0	0	0	2561	Caudoviricetes	NA	NA	PF08722	TnsA-like endonuclease N terminal
k121_122397_3	4394	4945	552	1	0.538	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_122397_4	4985	7186	2202	1	0.538	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_122397_5	7292	8356	1065	-1	0.512	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_122397_6	8480	9058	579	1	0.665	11	None	GENOMAD.152627.PC	1.743e-14	74	0	0	0	1	NA	NA	NA	PF18367;PF13118;TIGR02293;COG5642	Rv2175c C-terminal domain of unknown function
k121_122397_7	9108	9431	324	1	0.608	11	None	GENOMAD.151245.PC	7.497e-34	126	0	0	0	1	NA	NA	NA	PF08808;COG5654	Uncharacterized conserved protein, contains RES domain
k121_166583_1	2	454	453	1	0.700	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_166583_2	1100	2317	1218	1	0.616	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_166583_3	2310	2663	354	1	0.588	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_166583_4	3334	3507	174	1	0.414	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_166583_5	3511	3762	252	1	0.520	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_166583_6	3841	4458	618	-1	0.502	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1676_1	77	1327	1251	-1	0.591	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1676_2	1515	2126	612	1	0.592	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1676_3	2230	4422	2193	1	0.602	11	GGxGG	GENOMAD.182732.PC	5.636e-12	72	0	0	0	1	NA	NA	NA	PF02435;TIGR01322;COG1621;K01193	sucrose-6-phosphate hydrolase
k121_1676_4	4419	5351	933	1	0.624	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1676_5	5410	6345	936	1	0.615	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1676_6	6374	6916	543	1	0.576	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_464279_1	1	129	129	1	0.628	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_464279_2	154	951	798	1	0.620	11	GGA/GAG/AGG	GENOMAD.046829.PP	2.186e-05	48	0	0	0	1	NA	NA	NA	PF10609;TIGR03371;COG2894;K12055	cellulose synthase operon protein YhjQ
k121_464279_3	982	1509	528	1	0.684	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_464279_4	1533	2450	918	1	0.623	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_200235_1	1	159	159	1	0.673	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_200235_2	402	572	171	1	0.626	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_200235_3	676	3930	3255	1	0.717	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_464319_1	3	713	711	-1	0.629	11	None	GENOMAD.223758.PV	5.069e-15	77	0	0	0	1	NA	NA	NA	PF03567;K07779	Sulfotransferase family
k121_464319_2	716	1678	963	-1	0.626	11	GGAG/GAGG	GENOMAD.223758.PV	1.233e-17	87	0	0	0	1	NA	NA	NA	PF03567;K07779	Sulfotransferase family
k121_464319_3	1687	2649	963	-1	0.614	11	None	GENOMAD.223758.PV	4.524e-14	76	0	0	0	1	NA	NA	NA	PF03567;K07779	Sulfotransferase family
k121_464319_4	2653	3123	471	-1	0.648	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_46038_1	245	622	378	1	0.513	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_46038_2	651	1094	444	-1	0.595	11	4Base/6BMM	GENOMAD.178332.PV	2.951e-09	57	0	0	0	1	NA	NA	NA	PF13118;COG2452;TIGR02051	Predicted site-specific integrase-resolvase
k121_46038_3	1094	1306	213	-1	0.526	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_46038_4	1464	2123	660	1	0.588	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_46038_5	2120	2308	189	1	0.582	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_46038_6	2678	3145	468	1	0.551	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_46038_7	3132	4091	960	1	0.560	11	GGxGG	GENOMAD.180768.PV	7.836e-12	69	0	0	0	1	NA	NA	NA	PF08708;PF01710;COG2826;TIGR01481	Primase C terminal 1 (PriCT-1); Transposase
k121_376578_1	1	132	132	1	0.303	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_376578_2	227	1522	1296	1	0.312	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_376578_3	1534	2163	630	-1	0.300	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_167944_1	3	257	255	-1	0.522	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_167944_2	212	1654	1443	-1	0.460	11	None	GENOMAD.183074.CP	3.175e-05	49	0	0	0	1	NA	NA	NA	K17257	Predicted membrane protein
