gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_187873_1	20	319	300	1	0.667	11	AGxAGG/AGGxGG	GENOMAD.034210.PP	9.141e-60	200	0	1	0	1	NA	F_traL	NA	PF07178;K12068;TIGR02762	TraL protein
k121_187873_2	340	906	567	1	0.651	11	None	GENOMAD.092876.PC	2.857e-29	117	0	1	0	1	NA	F_traE	NA	PF05309;K12067;TIGR02761	type IV conjugative transfer system protein TraE
k121_187873_3	893	1012	120	1	0.700	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_210919_1	1	129	129	1	0.605	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_210919_2	126	515	390	1	0.672	11	GGA/GAG/AGG	GENOMAD.109730.PP	2.879e-62	209	0	0	0	1	NA	NA	NA	PF20409;COG3631;K06893;TIGR02096	Ketosteroid isomerase-related protein
k121_210919_3	519	1436	918	-1	0.671	11	GGxGG	GENOMAD.177094.PC	2.3e-24	107	0	0	0	1	NA	NA	NA	PF16363;K19267;TIGR03649;COG0702	ergot alkaloid biosynthesis protein, AFUA_2G17970 family
k121_210919_4	1455	2501	1047	-1	0.622	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_279164_1	2	166	165	1	0.376	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_279164_2	889	1497	609	-1	0.392	11	AAAAT	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_279164_3	2228	2524	297	1	0.458	11	AAAT	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_145258_1	3	1061	1059	1	0.491	11	None	GENOMAD.088358.PC	0.0003311	45	0	1	0	1	NA	NA	NA	PF06986	Type-1V conjugative transfer system mating pair stabilisation
k121_310732_1	2	67	66	-1	0.394	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_310732_2	100	1380	1281	-1	0.623	11	GGAG/GAGG	GENOMAD.179296.PC	3.307e-46	176	0	0	0	1	NA	NA	NA	K15725;COG1538	Outer membrane protein TolC
k121_310732_3	1533	1886	354	-1	0.534	11	None	GENOMAD.095306.PP	1.165e-17	80	0	0	0	1	NA	NA	NA	NA	NA
k121_310732_4	1990	2631	642	-1	0.565	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
