gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_59694_1	13	1086	1074	-1	0.317	11	TAAA	GENOMAD.194412.PC	7.668e-67	234	0	0	0	1	NA	NA	NA	K15727;TIGR00999;COG0845	Membrane Fusion Protein cluster 2 (function with RND porters)
k121_59694_2	1076	2503	1428	-1	0.324	11	AAAAAA	GENOMAD.167247.PC	4.825e-75	263	0	0	0	1	NA	NA	NA	PF02321;TIGR01845;COG1538;K15725	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
k121_340133_1	558	1925	1368	-1	0.585	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_340133_2	2585	3088	504	-1	0.476	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_371530_1	3	647	645	1	0.349	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_371530_2	1289	2593	1305	1	0.330	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_371530_3	2598	3134	537	1	0.315	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_341886_1	91	891	801	1	0.408	11	None	GENOMAD.046829.PP	0.0008318	43	0	0	0	1	NA	NA	NA	PF10609;TIGR03371;COG2894;K12055	cellulose synthase operon protein YhjQ
k121_341886_2	894	1796	903	1	0.402	11	None	GENOMAD.138275.PV	5.904e-05	47	0	1	0	1	NA	NA	NA	PF07506;PF02195;TIGR03454;COG1475;K03497	plasmid partitioning protein RepB
k121_372501_1	199	375	177	1	0.390	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_372501_2	566	862	297	-1	0.333	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_372501_3	911	1303	393	-1	0.308	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_372501_4	1539	1913	375	-1	0.347	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_372501_5	2174	2479	306	1	0.340	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_256193_1	2	619	618	-1	0.531	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_256193_2	1069	1470	402	-1	0.555	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_256193_3	2362	2553	192	-1	0.464	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_403056_1	365	1186	822	1	0.466	11	TAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_403056_2	1516	3195	1680	-1	0.451	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_256477_1	352	825	474	-1	0.565	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_256477_2	936	1214	279	-1	0.552	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_256477_3	1159	1659	501	-1	0.517	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_256477_4	2071	2373	303	1	0.488	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
