gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_655913_1	457	939	483	-1	0.466	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_655913_2	1404	1976	573	-1	0.517	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_655913_3	2005	2976	972	-1	0.530	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_602596_1	158	1849	1692	1	0.613	11	None	GENOMAD.147437.CP	2.531e-10	66	0	0	0	1	NA	NA	NA	PF05834;K00313;COG0644;TIGR02023	Dehydrogenase (flavoprotein)
k121_602596_2	1990	2280	291	1	0.564	11	GGAG/GAGG	GENOMAD.136596.PP	1.187e-47	165	0	0	0	1	NA	NA	NA	PF02604;COG2161;K19165;TIGR01552	Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family
k121_40296_1	2	817	816	-1	0.662	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40296_2	821	1516	696	-1	0.619	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40296_3	1509	2249	741	-1	0.650	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40296_4	2242	3495	1254	-1	0.628	11	GGAG/GAGG	GENOMAD.119470.CP	6.099e-65	231	0	0	0	1	NA	NA	NA	COG4177	ABC-type branched-chain amino acid transport system, permease component
k121_40296_5	3497	4444	948	-1	0.609	11	GGA/GAG/AGG	GENOMAD.111082.CP	2.769e-29	122	0	0	0	1	NA	NA	NA	COG0559	Branched-chain amino acid ABC-type transport system, permease component
k121_40296_6	4540	5796	1257	-1	0.596	11	GGAGG	GENOMAD.127054.CP	3.808e-74	258	0	0	0	1	NA	NA	NA	PF13433;K01999;TIGR03407;COG0683	urea ABC transporter, urea binding protein
k121_40296_7	5930	6865	936	-1	0.630	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40296_8	6862	8400	1539	-1	0.617	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40296_9	8424	9065	642	1	0.488	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_642796_1	3	704	702	1	0.660	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_642796_2	929	1141	213	-1	0.582	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_642796_3	1138	1356	219	-1	0.607	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_642796_4	1643	1960	318	1	0.651	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_642796_5	2074	2355	282	1	0.638	11	None	GENOMAD.210510.PC	1.515e-20	87	0	0	0	1	NA	NA	NA	NA	NA
k121_642796_6	2342	2662	321	1	0.598	11	None	GENOMAD.211311.PC	5.238e-45	158	0	0	0	1	NA	NA	NA	PF15738;TIGR00053;COG4115	NA
k121_642796_7	2730	2930	201	-1	0.647	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_642796_8	2972	3241	270	-1	0.648	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_642796_9	3282	3389	108	-1	0.611	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_870289_1	1	75	75	-1	0.467	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_870289_2	178	528	351	-1	0.427	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_870289_3	811	1560	750	-1	0.468	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_870289_4	1624	2466	843	-1	0.432	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_870289_5	2632	3561	930	1	0.560	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_870289_6	3719	4045	327	1	0.569	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_870289_7	4378	4806	429	1	0.508	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_870289_8	5148	5801	654	-1	0.498	11	GGAG/GAGG	GENOMAD.167261.PC	3.072e-17	83	0	0	0	1	NA	NA	NA	PF02456;K09689;COG1134;TIGR03864	ABC-type polysaccharide/polyol phosphate transport system, ATPase component
k121_870289_9	5802	6584	783	-1	0.540	11	GGA/GAG/AGG	GENOMAD.183371.PC	3.403e-11	66	0	0	0	1	NA	NA	NA	K09688;COG1682	ABC-type polysaccharide/polyol phosphate export permease
k121_870289_10	6581	7519	939	-1	0.563	11	None	GENOMAD.177377.PC	4.005e-39	151	0	0	0	1	NA	NA	NA	K10107;TIGR01010;COG3524	polysaccharide export inner-membrane protein, BexC/CtrB/KpsE family
k121_335066_1	1	894	894	1	0.426	11	None	GENOMAD.206401.PC	1.814e-123	395	0	0	0	1	NA	NA	NA	NA	NA
k121_335066_2	897	1991	1095	1	0.452	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_335066_3	2374	2667	294	1	0.371	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_763344_1	2	298	297	1	0.630	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_763344_2	314	1489	1176	1	0.613	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_763344_3	1489	2148	660	1	0.674	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_763344_4	2151	2612	462	1	0.675	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_495697_1	3	152	150	-1	0.413	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_495697_2	278	1075	798	1	0.444	11	ATA	GENOMAD.224544.PV	1.296e-07	55	0	0	0	1	NA	NA	NA	PF00722;K20832;COG2273	Beta-glucanase, GH16 family
k121_495697_3	1072	2448	1377	-1	0.430	11	None	GENOMAD.224544.PV	2.498e-08	59	0	0	0	1	NA	NA	NA	PF00722;K20832;COG2273	Beta-glucanase, GH16 family
k121_495697_4	2461	3588	1128	-1	0.447	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_683331_1	124	2751	2628	-1	0.443	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_870826_1	46	297	252	1	0.560	11	AGGAG	GENOMAD.109995.PP	1.121e-26	104	0	0	0	1	NA	NA	NA	PF00708;COG1254	Acylphosphatase
k121_870826_2	460	1071	612	1	0.667	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_870826_3	1068	1904	837	1	0.606	11	GGAG/GAGG	GENOMAD.171766.PC	1.626e-88	293	0	0	0	1	NA	NA	NA	PF19298;K21724;COG4638;TIGR03229	Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit
k121_870826_4	1901	2554	654	1	0.639	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_870826_5	2551	3912	1362	1	0.612	11	GGA/GAG/AGG	GENOMAD.127377.CP	3.263e-14	78	0	0	0	2561	Caudoviricetes	NA	NA	PF00962;K18456;TIGR03314;COG1816	putative selenium metabolism protein SsnA
k121_870826_6	3938	5026	1089	1	0.618	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_870826_7	5032	6543	1512	1	0.619	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_870826_8	6540	7607	1068	1	0.634	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_870826_9	7604	8515	912	1	0.643	11	AGGAG	GENOMAD.117069.CP	1.426e-05	49	0	0	0	1	NA	NA	NA	PF02653;K11955;COG0559;TIGR03408	Branched-chain amino acid ABC-type transport system, permease component
k121_322116_1	107	1153	1047	1	0.598	11	AGGA	GENOMAD.153884.CP	4.476e-06	51	0	0	0	1	NA	NA	NA	PF04909;K03392;COG3618;TIGR00010	Amidohydrolase
k121_322116_2	1181	1864	684	1	0.623	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_322116_3	2002	2937	936	1	0.603	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_322116_4	3017	3454	438	1	0.566	11	GGA/GAG/AGG	GENOMAD.190896.PC	8.136e-34	128	0	0	0	1	NA	NA	NA	PF07746;K04100;TIGR02792	protocatechuate 4,5-dioxygenase, alpha subunit
k121_322116_5	3491	4369	879	1	0.610	11	GGA/GAG/AGG	GENOMAD.172148.PC	7.858e-95	312	0	0	0	1	NA	NA	NA	PF02900;K04101;TIGR02298;COG3384	Catalytic LigB subunit of aromatic ring-opening dioxygenase
k121_322116_6	4381	5334	954	1	0.589	11	AGGAG	GENOMAD.198092.PC	5.369e-93	308	0	0	0	1	NA	NA	NA	PF19858	Bacterial oxidoreductases, C-terminal
k121_322116_7	5345	6523	1179	1	0.615	11	None	GENOMAD.159178.CP	3.801e-08	58	0	0	0	1	NA	NA	NF012174	PF05977;TIGR00902;COG2223;K08153	Transmembrane secretion effector
k121_322116_8	6527	7825	1299	-1	0.627	11	None	GENOMAD.168138.CP	1.936e-80	277	0	0	0	1	NA	NA	NF033135	PF01306;K08194;TIGR00903;COG2223	major facilitator 4 family protein
k121_322116_9	7864	8697	834	1	0.640	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_322116_10	8705	9577	873	-1	0.631	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_322116_11	9681	10376	696	1	0.576	11	AGGA	GENOMAD.171037.PC	1.639e-36	140	0	0	0	1	NA	NA	NA	PF17938	Tetracyclin repressor-like, C-terminal domain
k121_322116_12	10483	10971	489	1	0.573	11	AGGAG	GENOMAD.136548.CP	1.648e-33	128	0	0	0	1	NA	NA	NA	PF04290;K21394;COG4665	TRAP-type mannitol/chloroaromatic compound transport system, small permease component
k121_322116_13	10982	12262	1281	1	0.580	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_322116_14	12346	13341	996	1	0.580	11	GGAG/GAGG	GENOMAD.142876.CP	3.484e-05	48	0	0	0	1	NA	NA	NA	PF03480;COG4663;TIGR00787;K11688	Bacterial extracellular solute-binding protein, family 7
k121_322116_15	13495	14091	597	1	0.620	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_322116_16	14088	14327	240	1	0.604	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_322116_17	14348	15223	876	1	0.636	11	GGAG/GAGG	GENOMAD.166667.PC	3.41e-17	85	0	0	0	1	NA	NA	NA	NA	NA
