gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_377366_1	2	61	60	-1	0.267	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_377366_2	82	441	360	1	0.317	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_377366_3	637	948	312	1	0.359	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_377366_4	1514	2515	1002	1	0.302	11	TATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_377366_5	2581	2763	183	-1	0.301	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_377366_6	3035	3112	78	1	0.333	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_367438_1	320	1183	864	1	0.397	11	TAA	GENOMAD.224544.PV	1.439e-06	52	0	0	0	1	NA	NA	NA	PF00722;K20832;COG2273	Beta-glucanase, GH16 family
k121_367438_2	1201	2367	1167	1	0.358	11	TAA	GENOMAD.196567.CP	2.266e-05	49	0	0	0	1	NA	NA	NA	PF07433;K09947;COG3490;TIGR03866	PQQ-dependent catabolism-associated beta-propeller protein
k121_367438_3	2401	2796	396	-1	0.346	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_184862_1	3	863	861	-1	0.348	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_184862_2	1299	2921	1623	-1	0.327	11	None	GENOMAD.110072.PC	2.725e-07	56	0	0	0	1	NA	NA	NA	NA	NA
k121_184862_3	2987	3340	354	-1	0.347	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_184862_4	3334	3705	372	-1	0.320	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_184862_5	3774	5114	1341	-1	0.343	11	GGAG/GAGG	GENOMAD.118451.PC	8.719e-31	130	0	0	0	1	NA	NA	NA	PF06782;COG3328;K07493	Transposase (or an inactivated derivative)
k121_447847_1	2	160	159	-1	0.314	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_447847_2	731	982	252	1	0.313	11	None	GENOMAD.195537.PV	3.601e-08	51	0	0	0	1	NA	NA	NA	PF20038	NA
k121_447847_3	1052	1738	687	1	0.313	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_447847_4	1653	2960	1308	-1	0.333	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_447847_5	3582	4529	948	-1	0.284	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_425173_1	2	985	984	1	0.297	11	None	GENOMAD.015439.PP	1.082e-07	56	0	1	0	1	NA	NA	NA	PF01051;COG5527	Protein involved in initiation of plasmid replication
k121_425173_2	1059	1166	108	-1	0.278	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_392345_1	2	1660	1659	-1	0.461	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_392345_2	1663	2064	402	-1	0.470	11	None	GENOMAD.134030.PP	3.095e-13	68	0	0	0	1	NA	NA	NA	PF13400;TIGR03816;COG4655;K12515	helicase/secretion neighborhood TadE-like protein
k121_392345_3	2061	2462	402	-1	0.490	11	None	GENOMAD.133471.PC	8.666e-10	58	0	0	0	1	NA	NA	NA	PF16964;TIGR03816;COG4961	helicase/secretion neighborhood TadE-like protein
k121_392345_4	2459	2848	390	-1	0.500	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_392345_5	2872	3066	195	-1	0.508	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_392345_6	3121	3825	705	-1	0.513	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_392345_7	3947	4417	471	-1	0.497	11	None	GENOMAD.158357.PC	4.249e-06	48	0	0	0	1	NA	NA	NA	COG4965;K12510	Flp pilus assembly protein TadB
k121_28314_1	3	1229	1227	-1	0.496	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_28314_2	1839	3128	1290	1	0.567	11	AGGAG	GENOMAD.121777.PV	9.773e-25	111	0	1	0	8016	Inoviridae	NA	NA	PF01446;COG5655	Replication protein
k121_28314_3	4016	4288	273	-1	0.509	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_28314_4	4456	4860	405	1	0.568	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_28314_5	4919	5233	315	-1	0.498	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_371639_1	3	923	921	1	0.307	11	None	GENOMAD.015439.PP	3.931e-07	54	0	1	0	1	NA	NA	NA	PF01051;COG5527	Protein involved in initiation of plasmid replication
k121_371639_2	997	1104	108	-1	0.278	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_235870_1	3	1088	1086	1	0.368	11	None	GENOMAD.088358.PC	2.54e-19	93	0	1	0	1	NA	NA	NA	PF06986	Type-1V conjugative transfer system mating pair stabilisation
k121_350730_1	617	982	366	-1	0.601	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_350730_2	1320	1997	678	1	0.571	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_350730_3	2113	2613	501	1	0.591	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_350730_4	2926	3096	171	1	0.567	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_350730_5	3123	3371	249	-1	0.570	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_350730_6	3375	3863	489	-1	0.685	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_568583_1	3	1112	1110	1	0.523	11	None	GENOMAD.134205.PV	9.425e-36	143	0	0	0	8016	Inoviridae	NA	NA	PF01446;COG5655	Replication protein
k121_568583_2	1128	1355	228	1	0.518	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_568583_3	1472	1687	216	1	0.537	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_568583_4	1680	1856	177	1	0.492	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_568583_5	2569	2907	339	1	0.519	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_568663_1	762	2198	1437	1	0.527	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_568663_2	2212	2511	300	1	0.530	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
