gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_57554_1	1	117	117	1	0.444	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_57554_2	519	1331	813	1	0.347	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_57554_3	1545	1691	147	1	0.347	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_57554_4	1688	1816	129	1	0.279	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_57554_5	1856	2614	759	1	0.329	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_57554_6	2772	3629	858	-1	0.324	11	None	GENOMAD.141033.PC	3.187e-21	97	0	0	0	1	NA	NA	NA	PF04754;TIGR01784;COG5464;K24088	conserved hypothetical protein (putative transposase or invertase)
k121_57554_7	3908	4066	159	1	0.465	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_143935_1	272	874	603	1	0.544	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_143935_2	871	1116	246	1	0.500	11	GGAG/GAGG	GENOMAD.142289.PC	1.018e-26	104	0	0	0	1	NA	NA	NA	PF07764;COG3905	Omega Transcriptional Repressor
k121_143935_3	1247	1852	606	1	0.469	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_143935_4	2060	2497	438	1	0.345	11	AGxAGG/AGGxGG	GENOMAD.170724.PC	6.987e-18	82	0	0	0	1	NA	NA	NA	PF10130;K07063;COG1569;TIGR00305	Predicted nucleic acid-binding protein, contains PIN domain
k121_143935_5	2494	2565	72	1	0.319	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_86430_1	3	719	717	-1	0.545	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_86430_2	904	2634	1731	-1	0.493	11	None	GENOMAD.158094.CP	1.346e-18	93	0	0	0	2561	Caudoviricetes	NA	NA	PF14905;PF07715;K16090;TIGR01776;COG4773	TonB-dependent lactoferrin and transferrin receptors
k121_273555_1	420	1337	918	-1	0.390	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_273555_2	1595	1891	297	-1	0.401	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_165712_1	2	151	150	1	0.340	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_165712_2	141	485	345	1	0.362	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_165712_3	755	1726	972	1	0.340	11	TAA	GENOMAD.121652.PV	2.164e-07	55	0	1	0	8016	Inoviridae	NA	NA	PF01446;COG5655	Plasmid rolling circle replication initiator protein REP and truncated derivatives
k121_165712_4	1751	2236	486	1	0.311	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_100979_1	3	293	291	-1	0.440	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_100979_2	414	1736	1323	-1	0.388	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_100979_3	1802	2194	393	1	0.372	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_100979_4	2862	3422	561	1	0.348	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_352813_1	255	1763	1509	1	0.412	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_352813_2	2257	2691	435	-1	0.430	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_352813_3	2914	3183	270	-1	0.448	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_352813_4	3361	3711	351	1	0.382	11	TAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_93801_1	3	977	975	-1	0.619	11	GGAG/GAGG	GENOMAD.065561.PP	1.543e-31	129	0	1	0	1	NA	MOBQ	NA	PF03389;TIGR02768;COG0507	MobA/MobL family
k121_93801_2	1381	1704	324	1	0.556	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_93801_3	1893	2213	321	1	0.592	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_201720_1	1	282	282	1	0.500	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_201720_2	864	1394	531	-1	0.347	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_201720_3	1410	1772	363	-1	0.320	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_201720_4	1769	2464	696	-1	0.348	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_201720_5	2754	2894	141	1	0.496	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_101023_1	86	1822	1737	1	0.349	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_101023_2	2391	2840	450	1	0.420	11	TAA	GENOMAD.218320.PC	0.0003753	42	0	0	0	1	NA	NA	NA	PF00652;K11013	Ricin-type beta-trefoil lectin domain
k121_302512_1	516	1226	711	1	0.442	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_302512_2	1449	1739	291	-1	0.392	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_302512_3	2307	2597	291	1	0.361	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_302512_4	2594	3022	429	1	0.296	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_302512_5	3109	3255	147	-1	0.497	11	None	GENOMAD.207598.CP	3.494e-08	49	0	0	0	1	NA	NA	NA	PF01850;TIGR00028;COG5611;K07065	toxin-antitoxin system PIN domain toxin
k121_417628_1	2	220	219	1	0.384	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_417628_2	186	377	192	1	0.406	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_417628_3	585	929	345	-1	0.438	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_417628_4	1154	1399	246	-1	0.374	11	AGGA	GENOMAD.192376.PC	1.404e-23	95	0	0	0	1	NA	NA	NA	PF08681;COG4453;TIGR04563	Uncharacterized conserved protein, DUF1778 family
k121_417628_5	1396	1824	429	-1	0.441	11	None	GENOMAD.170724.PC	1.513e-25	104	0	0	0	1	NA	NA	NA	PF10130;K07063;COG1569;TIGR00305	Predicted nucleic acid-binding protein, contains PIN domain
k121_417628_6	2133	2525	393	-1	0.443	11	None	GENOMAD.220217.CP	4.538e-66	220	0	0	0	1	NA	NA	NA	PF18480;COG4634	PIN like domain
k121_417628_7	2522	2899	378	-1	0.476	11	AGGAG	GENOMAD.219893.CP	7.123e-59	199	0	0	0	1	NA	NA	NA	PF04255;COG2442	Uncharacterized conserved protein, DUF433 family
k121_417628_8	3653	3889	237	-1	0.456	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
