gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_673662_1	1	1167	1167	1	0.641	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_673662_2	1228	1413	186	-1	0.473	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_673662_3	1491	1991	501	-1	0.415	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_673662_4	2079	2195	117	1	0.538	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_673662_5	2266	2910	645	-1	0.395	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_673662_6	2954	3325	372	-1	0.591	11	GGA/GAG/AGG	GENOMAD.162193.PV	8.342e-24	98	0	0	0	1	NA	NA	NA	PF04645;K11686;COG4220;TIGR02043	Phage DNA packaging protein, Nu1 subunit of terminase
k121_673662_7	3322	3471	150	-1	0.560	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_179690_1	3	1577	1575	-1	0.645	11	None	GENOMAD.148497.CP	3.833e-13	75	0	0	0	1	NA	NA	NA	COG4530;TIGR04104	NA
k121_179690_2	1517	1804	288	-1	0.656	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_179690_3	1770	2438	669	-1	0.601	11	AGGA	GENOMAD.153926.CP	6.547e-06	49	0	0	0	1	NA	NA	NA	PF02544;TIGR04571;COG2020	lipid A Kdo2 1-phosphate O-methyltransferase
k121_179690_4	2419	2688	270	-1	0.637	11	AGGAGG	GENOMAD.124465.PC	7.794e-18	79	0	0	0	1	NA	NA	NA	PF11666	NA
k121_179690_5	2736	3293	558	-1	0.625	11	GGAG/GAGG	GENOMAD.146494.PC	4.022e-23	99	0	0	0	1	NA	NA	NA	NA	NA
k121_179690_6	3462	3797	336	-1	0.548	11	AGGAG	GENOMAD.169746.PC	1.638e-11	62	0	0	0	1	NA	NA	NA	PF03860;TIGR04401	twin-arginine translocation signal/Cys-rich four helix bundle protein
k121_179690_7	3964	5214	1251	-1	0.568	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_209648_1	2	307	306	-1	0.667	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
