gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_42511_1	513	1244	732	-1	0.693	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_42511_2	1304	2467	1164	1	0.688	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_42511_3	2944	3147	204	1	0.598	11	None	GENOMAD.142050.PV	1.006e-06	46	0	0	0	1	NA	NA	NA	PF04014;COG4456;TIGR02609	Virulence-associated protein VagC (function unknown)
k121_255117_1	3	596	594	1	0.603	11	None	GENOMAD.223670.PV	2.194e-08	56	0	0	0	1	NA	NA	NA	NA	NA
k121_255117_2	608	937	330	-1	0.548	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_255117_3	989	2854	1866	1	0.508	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_255117_4	2865	3098	234	1	0.440	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_85282_1	228	1508	1281	1	0.620	11	GGAG/GAGG	GENOMAD.179296.PC	7.164e-46	175	0	0	0	1	NA	NA	NA	K15725;COG1538	Outer membrane protein TolC
k121_85282_2	1541	2077	537	1	0.523	11	AGGA	GENOMAD.189858.PC	2.978e-60	206	0	0	0	1	NA	NA	NA	NA	NA
k121_85282_3	2089	3219	1131	1	0.594	11	AGGAG	GENOMAD.180629.PC	5.946e-69	241	0	0	0	1	NA	NA	NA	PF12700;K15727;TIGR00999;COG0845	Membrane Fusion Protein cluster 2 (function with RND porters)
k121_85282_4	3232	3480	249	1	0.542	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_208497_1	288	632	345	-1	0.409	11	GGAG/GAGG	GENOMAD.116259.PC	8.456e-20	86	0	0	0	1	NA	NA	NA	COG5569	Periplasmic Cu and Ag efflux protein CusF
k121_208497_2	640	1059	420	-1	0.457	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_208497_3	1149	1643	495	-1	0.497	11	GGAG/GAGG	GENOMAD.170370.PC	5.103e-06	48	0	0	0	1	NA	NA	NA	PF00116;COG4454;TIGR04339;K02638	Uncharacterized copper-binding protein, cupredoxin-like subfamily
k121_208497_4	1666	3078	1413	-1	0.575	11	None	GENOMAD.197261.PC	3.076e-05	49	0	0	0	1	NA	NA	NA	K22349;COG2132	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)
k121_208497_5	3094	4527	1434	-1	0.612	11	GGAG/GAGG	GENOMAD.171558.PC	1.944e-146	471	0	0	0	1	NA	NA	NA	PF02321;K15725;TIGR01845;COG1538	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
k121_208497_6	4524	4847	324	-1	0.540	11	GGAG/GAGG	GENOMAD.212945.PC	3.076e-27	107	0	0	0	1	NA	NA	NA	NA	NA
k121_208497_7	4956	5684	729	1	0.575	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_208497_8	5685	6560	876	1	0.554	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_144992_1	3	389	387	-1	0.576	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_144992_2	492	1346	855	1	0.568	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_144992_3	1407	3128	1722	1	0.614	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_144992_4	3120	4028	909	-1	0.507	11	None	GENOMAD.223670.PV	0.0001228	46	0	0	0	1	NA	NA	NA	NA	NA
k121_144992_5	4136	4210	75	1	0.520	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_276794_1	48	353	306	1	0.461	11	AGGA	GENOMAD.116980.PP	1.997e-05	44	0	0	0	1	NA	NA	NA	COG2916;K11685	DNA-binding protein H-NS
k121_276794_2	490	1161	672	1	0.522	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_276794_3	1328	1519	192	1	0.516	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_276794_4	1526	2197	672	-1	0.518	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_276794_5	2335	2640	306	-1	0.454	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_276794_6	2753	3307	555	-1	0.468	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_60110_1	2	385	384	-1	0.622	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_60110_2	452	1216	765	-1	0.702	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_60110_3	1299	1493	195	-1	0.554	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_60110_4	1627	2466	840	-1	0.519	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_60110_5	2463	4238	1776	-1	0.520	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_200276_1	1	219	219	-1	0.452	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_200276_2	316	630	315	1	0.416	11	GGAG/GAGG	GENOMAD.211668.VP	1.519e-09	56	0	0	0	2561	Caudoviricetes	NA	NA	PF12957	NA
k121_200276_3	636	899	264	1	0.402	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_200276_4	921	1787	867	-1	0.459	11	GGA/GAG/AGG	GENOMAD.129411.CP	2.562e-33	133	0	0	0	1	NA	NA	NA	PF05726;PF02678;COG1741;K06911	Redox-sensitive bicupin YhaK, pirin superfamily
k121_200276_5	1922	2557	636	1	0.445	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_200276_6	2560	3231	672	1	0.485	11	GGA/GAG/AGG	GENOMAD.170911.CP	4.139e-60	208	0	0	0	1	NA	NA	NA	PF14499;COG3806;K05913	Anti-sigma factor ChrR, cupin superfamily
k121_200276_7	3233	4681	1449	-1	0.402	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_200276_8	5139	5405	267	-1	0.494	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_200276_9	5416	5910	495	-1	0.408	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_200276_10	5920	6198	279	-1	0.380	11	GGAG/GAGG	GENOMAD.166383.PC	2.6e-07	49	0	0	0	1	NA	NA	NA	PF11604;COG5569	Periplasmic Cu and Ag efflux protein CusF
k121_200276_11	6195	6671	477	-1	0.384	11	AGGAG	GENOMAD.170370.PC	4.454e-06	48	0	0	0	1	NA	NA	NA	PF00116;COG4454;TIGR04339;K02638	Uncharacterized copper-binding protein, cupredoxin-like subfamily
k121_200276_12	6681	7877	1197	-1	0.451	11	None	GENOMAD.197261.PC	4.809e-05	48	0	0	0	1	NA	NA	NA	K22349;COG2132	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)
k121_268464_1	17	796	780	-1	0.586	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_268464_2	864	1100	237	-1	0.527	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_268464_3	1961	2551	591	-1	0.684	11	None	GENOMAD.118809.PP	7.828e-30	119	0	0	0	1	NA	NA	NA	PF12561	ToxR activated gene A lipoprotein domain
k121_815_1	2	223	222	1	0.347	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_815_2	260	697	438	1	0.450	11	AGGAG	GENOMAD.167502.CP	4.686e-13	68	0	0	0	1	NA	NA	NA	PF00582;COG0589;K14055	Nucleotide-binding universal stress protein,  UspA family
k121_815_3	2173	2568	396	1	0.444	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_815_4	2693	3055	363	1	0.466	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_81517_1	3	764	762	1	0.437	11	None	GENOMAD.195903.CP	2.51e-41	155	0	0	0	1	NA	NA	NA	PF07642;COG3746;TIGR04273	Putative beta-barrel porin-2, OmpL-like. bbp2
k121_81517_2	817	1263	447	-1	0.454	11	None	GENOMAD.137932.PP	5.987e-47	166	0	0	0	1	NA	NA	NA	PF20409;COG4538;K01822;TIGR02096	Uncharacterized conserved protein, nuclear transport factor 2 (NTF2) superfamily
k121_81517_3	1323	2114	792	-1	0.448	11	GGA/GAG/AGG	GENOMAD.151339.PC	8.607e-23	101	0	0	0	1	NA	NA	NA	PF01557;K01617;TIGR03218;COG3971	4-oxalocrotonate decarboxylase
k121_81517_4	2151	2588	438	-1	0.452	11	AGGAG	GENOMAD.169978.CP	9.419e-74	243	0	0	0	1	NA	NA	NA	PF02962;COG3232;TIGR00013;K07253	5-carboxymethyl-2-hydroxymuconate isomerase
k121_81517_5	2622	2792	171	-1	0.480	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_9418_1	3	161	159	1	0.503	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_9418_2	551	697	147	-1	0.354	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_9418_3	790	2154	1365	-1	0.456	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_9418_4	2425	4428	2004	1	0.453	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_9418_5	4431	5303	873	-1	0.419	11	None	GENOMAD.192946.PC	1.785e-64	224	0	0	0	1	NA	NA	NA	PF13557;COG4313	Putative MetA-pathway of phenol degradation
k121_9418_6	5465	5932	468	1	0.466	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_183776_1	3	2138	2136	-1	0.569	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
