gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_948435_1	263	1072	810	1	0.344	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_948435_2	1099	1308	210	-1	0.324	11	None	GENOMAD.191786.CP	3.852e-09	53	0	0	0	1	NA	NA	NA	PF15937;TIGR01439;COG2002	looped-hinge helix DNA binding domain, AbrB family
k121_948435_3	1745	2230	486	1	0.346	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_948435_4	2305	2838	534	1	0.330	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_271322_1	2	742	741	1	0.642	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_271322_2	756	1556	801	1	0.684	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_271322_3	1561	2868	1308	1	0.714	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_982533_1	2	346	345	-1	0.475	11	AGxAG	GENOMAD.153081.PC	2.015e-10	59	0	0	0	1	NA	NA	NA	PF13400;TIGR03816;COG4655;K12515	helicase/secretion neighborhood TadE-like protein
k121_982533_2	331	729	399	-1	0.444	11	GGA/GAG/AGG	GENOMAD.136929.PC	2.126e-07	51	0	0	0	1	NA	NA	NA	PF14208;COG4961;TIGR03816	Flp pilus assembly protein TadG
k121_982533_3	726	1094	369	-1	0.515	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_982533_4	1102	1296	195	-1	0.477	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_982533_5	1349	2167	819	-1	0.474	11	None	GENOMAD.154273.PC	2.368e-17	85	0	0	0	1	NA	NA	NA	PF00482;COG2064	Pilus assembly protein TadC
k121_982533_6	2164	3000	837	-1	0.486	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_982533_7	2997	4310	1314	-1	0.495	11	GGA/GAG/AGG	GENOMAD.005978.CC	8.153e-16	83	0	0	0	1	NA	T_virB11	NA	PF00437;PF05810;K07332;TIGR03819;COG4962	helicase/secretion neighborhood ATPase
k121_982533_8	4323	5009	687	-1	0.502	11	None	GENOMAD.129488.PC	1.599e-06	51	0	0	0	1	NA	NA	NA	PF13144;PF16976;TIGR03177;COG3745;K02279	Flp pilus assembly protein CpaB
k121_982673_1	1	219	219	-1	0.594	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_982673_2	259	504	246	1	0.545	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_982673_3	585	908	324	-1	0.583	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_982673_4	911	1156	246	-1	0.533	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_982673_5	1347	1628	282	1	0.610	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_982673_6	2044	2322	279	1	0.487	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_982673_7	2437	2610	174	-1	0.529	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_136119_1	69	353	285	-1	0.404	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_136119_2	468	746	279	-1	0.484	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_136119_3	759	1208	450	-1	0.436	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_136119_4	1594	2055	462	1	0.420	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_136119_5	2605	2814	210	1	0.429	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_136119_6	2983	3105	123	1	0.439	11	AACAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_136119_7	3400	3474	75	1	0.453	11	AAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_745934_1	1	195	195	1	0.569	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_745934_2	204	1217	1014	-1	0.522	11	GGA/GAG/AGG	GENOMAD.222513.PV	2.648e-14	77	0	0	0	1	NA	NA	NA	NA	NA
k121_745934_3	1831	2052	222	1	0.500	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_745934_4	2088	2585	498	-1	0.524	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_745934_5	2826	2927	102	1	0.500	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_68717_1	3	1427	1425	1	0.621	11	None	GENOMAD.046845.VV	6.698e-32	134	0	0	0	2561	Caudoviricetes	NA	NA	PF10431	NA
k121_68717_2	1424	2221	798	1	0.645	11	None	GENOMAD.044227.CC	1.14e-35	139	0	0	0	1	NA	NA	NA	PF11353	NA
k121_68717_3	2253	3629	1377	1	0.633	11	None	GENOMAD.158758.CP	7.194e-06	51	0	0	0	1	NA	NA	NA	PF06745;TIGR03877;K08482;COG2874	KaiC domain protein, Ph0284 family
k121_68717_4	4285	5481	1197	-1	0.574	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_68717_5	5457	5843	387	-1	0.592	11	GGA/GAG/AGG	GENOMAD.148170.PP	2.009e-06	48	0	0	0	1	NA	NA	NA	PF14208;TIGR03816;COG4655	helicase/secretion neighborhood TadE-like protein
k121_68717_6	5850	6275	426	-1	0.589	11	GGA/GAG/AGG	GENOMAD.136929.PC	2.768e-07	51	0	0	0	1	NA	NA	NA	PF14208;COG4961;TIGR03816	Flp pilus assembly protein TadG
k121_68717_7	6285	6662	378	-1	0.603	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_68717_8	6668	6859	192	-1	0.620	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_68717_9	6910	7638	729	-1	0.621	11	None	GENOMAD.154273.PC	5.778e-15	77	0	0	0	1	NA	NA	NA	PF00482;COG2064	Pilus assembly protein TadC
k121_644533_1	3	266	264	-1	0.595	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_644533_2	325	885	561	1	0.597	11	None	GENOMAD.141856.CP	3.675e-10	61	0	0	0	1	NA	NA	NA	PF03965;K22296;TIGR04472;COG5631	mobile rSAM pair MarR family regulator
k121_644533_3	1011	3302	2292	1	0.608	11	AGGAGG	GENOMAD.181330.PC	3.871e-62	233	0	0	0	1	NA	NA	NA	PF05834;K09461;TIGR02032;COG0644	geranylgeranyl reductase family
k121_644533_4	3356	4126	771	1	0.611	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_847527_1	1	834	834	1	0.628	11	None	GENOMAD.198305.CP	2.412e-14	76	0	0	0	1	NA	NA	NA	PF00582;K14055;COG0589	Nucleotide-binding universal stress protein,  UspA family
k121_847527_2	902	2311	1410	-1	0.643	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_847527_3	2308	4044	1737	-1	0.638	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_847527_4	4238	4909	672	1	0.586	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_475519_1	259	597	339	1	0.528	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_475519_2	620	853	234	-1	0.504	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_475519_3	996	1319	324	-1	0.503	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_475519_4	1411	1623	213	1	0.465	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_475519_5	1651	2367	717	1	0.515	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_475519_6	2809	3372	564	1	0.520	11	GGA/GAG/AGG	GENOMAD.091239.PP	3.68e-11	64	0	0	0	1	NA	NA	NA	COG3447	Integral membrane sensor domain MASE1
k121_475519_7	3362	4033	672	1	0.522	11	GGA/GAG/AGG	GENOMAD.091239.PP	3.636e-09	59	0	0	0	1	NA	NA	NA	COG3447	Integral membrane sensor domain MASE1
k121_475519_8	4063	4431	369	1	0.509	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_475519_9	4636	5265	630	-1	0.544	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_475519_10	5207	7270	2064	-1	0.528	11	GGAG/GAGG	GENOMAD.124454.CP	5.13e-12	72	0	0	0	2561	Caudoviricetes	NA	NA	K01278;COG1770	Protease II
k121_475519_11	7275	8225	951	-1	0.557	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_475519_12	8327	9085	759	1	0.539	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1287893_1	3	341	339	1	0.637	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1287893_2	420	1178	759	1	0.644	11	AGGAG	GENOMAD.153714.PC	8.357e-05	46	0	0	0	1	NA	NA	NA	PF01557;TIGR03218;COG3971;K02554	4-oxalocrotonate decarboxylase
k121_1287893_3	1197	1976	780	-1	0.601	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1287893_4	1978	2709	732	-1	0.615	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1287893_5	2713	3483	771	-1	0.616	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1287893_6	3521	4303	783	-1	0.602	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_1287893_7	4429	5250	822	-1	0.612	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_136690_1	2	1162	1161	1	0.634	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_136690_2	1244	2044	801	-1	0.624	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_136690_3	2037	2636	600	-1	0.652	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_814189_1	34	351	318	1	0.629	11	AGGAG	GENOMAD.212945.PC	1.868e-31	119	0	0	0	1	NA	NA	NA	NA	NA
k121_814189_2	348	1781	1434	1	0.620	11	GGAGG	GENOMAD.171558.PC	3.967e-147	473	0	0	0	1	NA	NA	NA	PF02321;K15725;TIGR01845;COG1538	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
k121_814189_3	1798	3213	1416	1	0.579	11	GGA/GAG/AGG	GENOMAD.197261.PC	9.02e-07	54	0	0	0	1	NA	NA	NA	K22349;COG2132	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)
k121_814189_4	3245	3739	495	1	0.558	11	AGGAG	GENOMAD.170370.PC	5.023e-07	51	0	0	0	1	NA	NA	NA	PF00116;COG4454;TIGR04339;K02638	Uncharacterized copper-binding protein, cupredoxin-like subfamily
k121_814189_5	3766	4254	489	1	0.571	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
