gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_494346_1	1	375	375	1	0.445	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_494346_2	387	548	162	1	0.444	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_494346_3	598	765	168	1	0.482	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_494346_4	993	1673	681	1	0.380	11	GGA/GAG/AGG	GENOMAD.216028.PC	3.676e-08	56	0	0	0	1	NA	NA	NA	PF05857;TIGR02755;COG3594;K13663	type-F conjugative transfer system pilin acetylase TraX
k121_494346_5	1689	2681	993	-1	0.336	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_494346_6	2895	4655	1761	1	0.417	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_157341_1	3	401	399	-1	0.484	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_157341_2	398	1660	1263	-1	0.496	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_157341_3	1657	2244	588	-1	0.464	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_157341_4	2448	2951	504	-1	0.470	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_157341_5	3044	4063	1020	1	0.445	11	AGGAG	GENOMAD.171766.PC	1.352e-08	59	0	0	0	1	NA	NA	NA	PF19298;K21724;COG4638;TIGR03229	Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit
k121_517066_1	3	500	498	1	0.323	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_517066_2	497	1123	627	1	0.378	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_517066_3	1086	1589	504	1	0.351	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_517066_4	1739	1987	249	1	0.373	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_517066_5	2453	2812	360	1	0.403	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_753155_1	259	2469	2211	1	0.447	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_753155_2	2807	3502	696	1	0.415	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_101804_1	18	632	615	1	0.486	11	GGA/GAG/AGG	GENOMAD.176581.CP	1.184e-09	60	0	0	0	1	NA	NA	NA	PF01810;TIGR00949;COG1280;K11249	The Resistance to Homoserine/Threonine (RhtB) Family protein
k121_101804_2	664	1434	771	1	0.494	11	GGA/GAG/AGG	GENOMAD.046829.PP	2.012e-05	48	0	0	0	1	NA	NA	NA	PF10609;TIGR03371;COG2894;K12055	cellulose synthase operon protein YhjQ
k121_101804_3	1453	2022	570	1	0.505	11	None	GENOMAD.179226.PC	3.72e-36	137	0	0	0	1	NA	NA	NA	PF06821;K07002;COG3545;TIGR02240	Serine hydrolase
k121_101804_4	1995	2534	540	1	0.561	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_12092_1	3	1061	1059	1	0.538	11	None	GENOMAD.179296.PC	5.897e-38	149	0	0	0	1	NA	NA	NA	K15725;COG1538	Outer membrane protein TolC
k121_12092_2	1103	1657	555	1	0.476	11	AGGA	GENOMAD.189858.PC	2.822e-46	166	0	0	0	1	NA	NA	NA	NA	NA
k121_12092_3	1654	2778	1125	1	0.524	11	GGAG/GAGG	GENOMAD.180629.PC	5.546e-69	241	0	0	0	1	NA	NA	NA	PF12700;K15727;TIGR00999;COG0845	Membrane Fusion Protein cluster 2 (function with RND porters)
