gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_111206_1	1	522	522	1	0.582	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_111206_2	519	1400	882	1	0.588	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_111206_3	1404	2516	1113	1	0.567	11	GGA/GAG/AGG	GENOMAD.126777.CP	3.08e-20	96	0	0	0	2561	Caudoviricetes	NA	NA	PF17912;PF03459;COG3585;TIGR00638	MalK OB fold domain; TOBE domain
k121_111206_4	2513	3157	645	1	0.595	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_13667_1	2	1693	1692	1	0.630	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_13667_2	2249	2389	141	1	0.617	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_13667_3	2519	3364	846	-1	0.647	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_13667_4	3501	4085	585	1	0.622	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_13835_1	3	533	531	-1	0.618	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_13835_2	634	1311	678	1	0.583	11	None	GENOMAD.179547.PC	3.982e-88	289	0	0	0	1	NA	NA	NA	PF13022;TIGR03384;COG1309;K18476	transcriptional repressor BetI
k121_13835_3	1308	2084	777	-1	0.629	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_13835_4	2081	2512	432	-1	0.632	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_80552_1	2	250	249	1	0.667	11	None	GENOMAD.171021.CP	2.459e-11	60	0	0	0	1	NA	NA	NA	PF03734;COG3034;K19234	Murein L,D-transpeptidase YafK
k121_80552_2	620	862	243	1	0.638	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_80552_3	930	1346	417	1	0.628	11	AGGAG	GENOMAD.104613.PC	1.222e-06	49	0	0	0	1	NA	NA	NA	NA	NA
k121_80552_4	1343	1696	354	1	0.624	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_80552_5	1760	3283	1524	1	0.669	11	None	GENOMAD.106725.PC	1.466e-08	60	0	0	0	1	NA	NA	NA	NA	NA
k121_126471_1	1	393	393	-1	0.649	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_126471_2	732	1484	753	-1	0.668	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_126471_3	1709	2341	633	-1	0.695	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
