gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
k121_418347_1	63	986	924	-1	0.439	11	AAA	GENOMAD.138275.PV	0.0001268	46	0	1	0	1	NA	NA	NA	PF07506;PF02195;TIGR03454;COG1475;K03497	plasmid partitioning protein RepB
k121_418347_2	973	1794	822	-1	0.457	11	AAAAA	GENOMAD.046829.PP	0.0002063	45	0	0	0	1	NA	NA	NA	PF10609;TIGR03371;COG2894;K12055	cellulose synthase operon protein YhjQ
k121_418347_3	1841	2272	432	-1	0.479	11	None	GENOMAD.119476.CP	2.37e-46	164	0	0	0	1	NA	NA	NA	PF13483;COG2220;TIGR03307;K03476	L-ascorbate metabolism protein UlaG, beta-lactamase superfamily
k121_371300_1	1	1119	1119	1	0.502	4	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_371300_2	1129	1530	402	-1	0.358	4	None	GENOMAD.191476.PC	1.12e-05	46	0	0	0	1	NA	NA	NA	PF14367;K18828;COG1487;TIGR00028	Predicted nucleic acid-binding protein, contains PIN domain
k121_371300_3	1512	1787	276	-1	0.402	4	AATAA	GENOMAD.095277.PP	3.087e-05	43	0	0	0	1	NA	NA	NA	COG4456	Virulence-associated protein VagC (function unknown)
k121_371300_4	1860	2537	678	-1	0.456	4	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_253044_1	2	766	765	-1	0.342	11	TAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_253044_2	763	1434	672	-1	0.423	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_253044_3	1564	2685	1122	-1	0.399	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_253044_4	2691	3050	360	-1	0.403	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_521433_1	3	452	450	-1	0.262	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_521433_2	638	1519	882	1	0.351	11	GGA/GAG/AGG	GENOMAD.192946.PC	4.833e-52	188	0	0	0	1	NA	NA	NA	PF13557;COG4313	Putative MetA-pathway of phenol degradation
k121_521433_3	1532	2962	1431	1	0.289	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_521433_4	2977	3540	564	1	0.296	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_521433_5	3617	3853	237	1	0.312	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_521433_6	3854	4192	339	1	0.336	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_521433_7	4537	4836	300	1	0.347	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_521433_8	5011	5319	309	1	0.385	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_521433_9	5482	5817	336	1	0.381	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_521433_10	5866	7200	1335	-1	0.387	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_182284_1	1	297	297	-1	0.623	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_182284_2	312	770	459	-1	0.508	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_182284_3	857	1312	456	-1	0.513	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_182284_4	1344	1694	351	-1	0.635	11	GGAGG	GENOMAD.158762.CP	9.303e-52	178	0	0	0	1	NA	NA	NA	PF01909;COG1669;TIGR03671	Predicted nucleotidyltransferase
k121_182284_5	1712	4177	2466	-1	0.616	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_182284_6	4170	4709	540	-1	0.607	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_182284_7	4706	5452	747	-1	0.522	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_182284_8	5647	6822	1176	-1	0.608	11	GGAGG	GENOMAD.208119.PC	7.302e-35	141	0	0	0	1	NA	NA	NA	NA	NA
k121_182284_9	6819	7850	1032	-1	0.592	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_182284_10	7912	8364	453	-1	0.678	11	GGAG/GAGG	GENOMAD.196614.PC	2.685e-12	66	0	0	0	1	NA	NA	NA	NA	NA
k121_182284_11	8361	8489	129	-1	0.721	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40367_1	2	376	375	-1	0.520	11	None	GENOMAD.096843.PC	2.842e-19	85	0	0	0	1	NA	NA	NA	NA	NA
k121_40367_2	677	1276	600	1	0.437	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40367_3	2016	2240	225	1	0.538	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_40367_4	2456	2782	327	-1	0.523	11	None	GENOMAD.096843.PC	9.593e-08	51	0	0	0	1	NA	NA	NA	NA	NA
k121_332909_1	2	397	396	1	0.745	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_332909_2	333	791	459	-1	0.671	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_332909_3	857	1195	339	-1	0.676	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_332909_4	1399	1887	489	1	0.609	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_332909_5	2117	3367	1251	1	0.623	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_332909_6	3684	4856	1173	1	0.673	11	GGAG/GAGG	GENOMAD.017093.PP	7.68e-08	57	0	0	0	1	NA	NA	NA	PF07183;COG1414;K15545;TIGR02702	HTH domain
k121_49140_1	68	271	204	1	0.446	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_49140_2	483	1439	957	-1	0.487	11	AGGAG	GENOMAD.141121.CP	4.745e-15	79	0	0	0	1	NA	NA	NA	PF02469;COG2335;K19897	Uncaracterized surface protein containing fasciclin (FAS1) repeats
k121_49140_3	2031	2846	816	1	0.414	11	GGA/GAG/AGG	GENOMAD.137959.CP	7.258e-09	59	0	0	0	1	NA	NA	NA	PF15977;K15861;TIGR03697;COG0664	global nitrogen regulator NtcA, cyanobacterial
k121_49140_4	3251	3670	420	1	0.524	11	AGGAG	GENOMAD.178516.PC	2.753e-06	48	0	0	0	1	NA	NA	NA	PF10122;TIGR01206;COG2995	lysine biosynthesis protein LysW
k121_49140_5	3866	4285	420	1	0.481	11	GGAG/GAGG	GENOMAD.148484.CP	3.768e-31	120	0	0	0	1	NA	NA	NA	PF03625;COG3439	Uncharacterized conserved protein, DUF302 family
k121_49140_6	4680	4997	318	-1	0.387	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_49140_7	5168	5551	384	1	0.508	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_427907_1	3	2252	2250	1	0.484	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_427907_2	3185	3412	228	-1	0.491	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_427907_3	3432	3539	108	-1	0.426	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_515168_1	2	598	597	1	0.466	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_515168_2	635	1567	933	1	0.450	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
k121_515168_3	1594	3246	1653	1	0.420	11	GGAG/GAGG	GENOMAD.065453.PP	9.974e-10	64	0	0	0	1	NA	NA	NA	K00689	NA
k121_515168_4	3255	5024	1770	-1	0.411	11	None	GENOMAD.146526.CP	9.783e-47	182	0	0	0	1	NA	NA	NA	COG2409	Uncharacterized membrane protein YdfJ, MMPL/SSD domain
